platform,vehicle_class,time_period,day_name,is_weekend,Distance(KM),price_mean,price_median,price_min,price_max,ride_count,discount_count
PickMe,Bike,Early Morning,Friday,False,1,150.74,150.74,150.68,150.77,14.0,0.0
PickMe,Bike,Early Morning,Friday,False,2,151.19,151.22,150.2,152.74,16.0,0.0
PickMe,Bike,Early Morning,Friday,False,3,188.95,188.82,184.12,190.59,16.0,0.0
PickMe,Bike,Early Morning,Friday,False,4,229.65,230.18,224.16,232.68,16.0,0.0
PickMe,Bike,Early Morning,Friday,False,5,278.15,279.02,261.66,281.31,16.0,0.0
PickMe,Bike,Early Morning,Friday,False,6,328.07,328.3,312.12,333.13,16.0,0.0
PickMe,Bike,Early Morning,Friday,False,7,386.01,387.23,360.55,392.09,16.0,0.0
PickMe,Bike,Early Morning,Friday,False,8,446.62,446.13,445.01,449.94,15.0,0.0
PickMe,Bike,Early Morning,Friday,False,9,499.56,500.83,472.62,506.85,16.0,0.0
PickMe,Bike,Early Morning,Friday,False,10,560.58,559.09,554.66,594.92,16.0,0.0
PickMe,Bike,Early Morning,Friday,False,11,623.95,625.04,595.63,632.2,16.0,0.0
PickMe,Bike,Early Morning,Friday,False,12,694.73,696.2,668.15,700.36,16.0,0.0
PickMe,Bike,Early Morning,Friday,False,13,761.37,763.86,727.16,765.4,16.0,0.0
PickMe,Bike,Early Morning,Friday,False,14,830.37,831.86,805.42,834.8,16.0,0.0
PickMe,Bike,Early Morning,Friday,False,15,856.23,899.16,561.22,903.02,16.0,0.0
PickMe,Bike,Early Morning,Friday,False,16,969.96,969.96,969.61,970.32,2.0,0.0
PickMe,Bike,Early Morning,Friday,False,17,1038.72,1038.72,1038.44,1038.99,2.0,0.0
PickMe,Bike,Early Morning,Friday,False,18,1105.76,1105.76,1103.03,1108.48,2.0,0.0
PickMe,Bike,Early Morning,Friday,False,19,726.8,726.8,278.21,1175.38,2.0,0.0
PickMe,Bike,Early Morning,Friday,False,20,1243.18,1243.18,1242.32,1244.04,2.0,0.0
PickMe,Bike,Early Morning,Saturday,True,1,300.84,150.72,150.69,901.36,10.0,0.0
PickMe,Bike,Early Morning,Saturday,True,2,151.54,151.43,151.18,152.28,10.0,0.0
PickMe,Bike,Early Morning,Saturday,True,3,189.19,189.08,188.12,190.5,10.0,0.0
PickMe,Bike,Early Morning,Saturday,True,4,230.29,230.14,228.86,232.08,10.0,0.0
PickMe,Bike,Early Morning,Saturday,True,5,278.53,278.54,276.73,280.21,10.0,0.0
PickMe,Bike,Early Morning,Saturday,True,6,329.47,328.77,327.22,332.94,10.0,0.0
PickMe,Bike,Early Morning,Saturday,True,7,387.82,387.63,384.36,391.95,10.0,0.0
PickMe,Bike,Early Morning,Saturday,True,8,445.97,445.11,444.71,449.78,10.0,0.0
PickMe,Bike,Early Morning,Saturday,True,9,502.14,501.5,499.43,506.54,10.0,0.0
PickMe,Bike,Early Morning,Saturday,True,10,558.32,558.78,554.63,562.07,10.0,0.0
PickMe,Bike,Early Morning,Saturday,True,11,626.08,625.4,622.75,631.92,10.0,0.0
PickMe,Bike,Early Morning,Saturday,True,12,696.99,696.51,695.12,700.08,10.0,0.0
PickMe,Bike,Early Morning,Saturday,True,13,763.02,763.14,760.36,765.25,10.0,0.0
PickMe,Bike,Early Morning,Saturday,True,14,832.21,832.2,830.28,834.38,10.0,0.0
PickMe,Bike,Early Morning,Saturday,True,15,899.64,899.95,896.76,902.46,10.0,0.0
PickMe,Bike,Early Morning,Saturday,True,16,969.46,969.46,969.14,969.77,2.0,0.0
PickMe,Bike,Early Morning,Saturday,True,17,1038.19,1038.19,1038.04,1038.34,2.0,0.0
PickMe,Bike,Early Morning,Saturday,True,18,1105.16,1105.16,1102.26,1108.06,2.0,0.0
PickMe,Bike,Early Morning,Saturday,True,19,1175.47,1175.47,1174.74,1176.2,2.0,0.0
PickMe,Bike,Early Morning,Saturday,True,20,1242.38,1242.38,1241.54,1243.22,2.0,0.0
PickMe,Bike,Early Morning,Sunday,True,1,150.72,150.72,150.7,150.72,8.0,0.0
PickMe,Bike,Early Morning,Sunday,True,2,151.39,151.2,151.18,151.99,8.0,0.0
PickMe,Bike,Early Morning,Sunday,True,3,188.92,188.54,188.12,190.5,8.0,0.0
PickMe,Bike,Early Morning,Sunday,True,4,230.23,230.0,228.86,232.05,8.0,0.0
PickMe,Bike,Early Morning,Sunday,True,5,278.4,278.36,276.69,280.18,8.0,0.0
PickMe,Bike,Early Morning,Sunday,True,6,328.88,328.06,327.13,332.26,8.0,0.0
PickMe,Bike,Early Morning,Sunday,True,7,387.72,387.34,384.27,391.91,8.0,0.0
PickMe,Bike,Early Morning,Sunday,True,8,450.76,447.62,388.1,519.7,8.0,0.0
PickMe,Bike,Early Morning,Sunday,True,9,521.11,503.72,499.31,577.67,8.0,0.0
PickMe,Bike,Early Morning,Sunday,True,10,577.45,560.34,554.51,634.63,8.0,0.0
PickMe,Bike,Early Morning,Sunday,True,11,644.44,628.64,622.86,697.65,8.0,0.0
PickMe,Bike,Early Morning,Sunday,True,12,716.12,698.56,695.8,771.57,8.0,0.0
PickMe,Bike,Early Morning,Sunday,True,13,762.93,763.11,760.3,765.19,8.0,0.0
PickMe,Bike,Early Morning,Sunday,True,14,832.18,832.08,830.2,834.35,8.0,0.0
PickMe,Bike,Early Morning,Sunday,True,15,898.97,898.48,896.68,902.24,8.0,0.0
PickMe,Bike,Early Morning,Tuesday,False,1,158.13,150.74,150.69,224.73,10.0,0.0
PickMe,Bike,Early Morning,Tuesday,False,2,159.01,151.46,151.22,225.2,10.0,0.0
PickMe,Bike,Early Morning,Tuesday,False,3,195.71,188.6,184.16,262.81,10.0,0.0
PickMe,Bike,Early Morning,Tuesday,False,4,237.66,231.06,229.13,299.16,10.0,0.0
PickMe,Bike,Early Morning,Tuesday,False,5,285.02,279.73,276.85,336.65,10.0,0.0
PickMe,Bike,Early Morning,Tuesday,False,6,326.44,328.02,312.12,328.48,10.0,0.0
PickMe,Bike,Early Morning,Tuesday,False,7,383.91,386.84,360.54,387.41,10.0,0.0
PickMe,Bike,Early Morning,Tuesday,False,8,442.86,445.5,414.85,447.6,10.0,0.0
PickMe,Bike,Early Morning,Tuesday,False,9,497.34,499.1,472.57,503.1,10.0,0.0
PickMe,Bike,Early Morning,Tuesday,False,10,561.26,558.01,554.69,594.88,10.0,0.0
PickMe,Bike,Early Morning,Tuesday,False,11,621.68,624.24,595.56,626.06,10.0,0.0
PickMe,Bike,Early Morning,Tuesday,False,12,692.94,695.81,668.14,697.08,10.0,0.0
PickMe,Bike,Early Morning,Tuesday,False,13,759.61,762.93,727.2,765.11,10.0,0.0
PickMe,Bike,Early Morning,Tuesday,False,14,829.11,831.51,805.48,832.82,10.0,0.0
PickMe,Bike,Early Morning,Tuesday,False,15,829.58,897.8,561.18,901.86,10.0,0.0
PickMe,Bike,Evening Rush,Friday,False,1,154.8,154.78,154.74,154.85,11.0,0.0
PickMe,Bike,Evening Rush,Friday,False,2,155.8,155.51,155.34,156.52,11.0,0.0
PickMe,Bike,Evening Rush,Friday,False,3,196.72,197.48,190.96,199.12,11.0,0.0
PickMe,Bike,Evening Rush,Friday,False,4,239.35,239.25,238.3,242.3,11.0,0.0
PickMe,Bike,Evening Rush,Friday,False,5,291.49,293.45,278.98,296.19,11.0,0.0
PickMe,Bike,Evening Rush,Friday,False,6,349.48,351.94,328.36,355.06,8.0,0.0
PickMe,Bike,Evening Rush,Friday,False,7,338.71,372.45,154.85,407.0,8.0,0.0
PickMe,Bike,Evening Rush,Friday,False,8,453.28,455.46,431.22,459.81,8.0,0.0
PickMe,Bike,Evening Rush,Friday,False,9,519.23,522.44,489.82,527.85,8.0,0.0
PickMe,Bike,Evening Rush,Friday,False,10,593.04,590.2,584.74,618.32,8.0,0.0
PickMe,Bike,Evening Rush,Friday,False,11,653.16,657.12,619.09,663.07,8.0,0.0
PickMe,Bike,Evening Rush,Friday,False,12,724.31,727.83,696.86,731.58,8.0,0.0
PickMe,Bike,Evening Rush,Friday,False,13,803.44,795.4,760.06,895.55,8.0,0.0
PickMe,Bike,Evening Rush,Friday,False,14,873.63,863.41,844.06,963.5,8.0,0.0
PickMe,Bike,Evening Rush,Friday,False,15,942.4,931.0,920.18,1033.52,8.0,0.0
PickMe,Bike,Evening Rush,Friday,False,16,1051.8,1051.8,1002.08,1101.51,2.0,0.0
PickMe,Bike,Evening Rush,Friday,False,17,1121.03,1121.03,1071.28,1170.79,2.0,0.0
PickMe,Bike,Evening Rush,Friday,False,18,1138.07,1138.07,1135.25,1140.89,2.0,0.0
PickMe,Bike,Evening Rush,Friday,False,19,1208.76,1208.76,1208.17,1209.34,2.0,0.0
PickMe,Bike,Evening Rush,Friday,False,20,813.56,813.56,350.64,1276.49,2.0,0.0
PickMe,Bike,Evening Rush,Monday,False,1,154.82,154.81,154.73,154.87,8.0,0.0
PickMe,Bike,Evening Rush,Monday,False,2,155.63,155.44,155.34,156.35,8.0,0.0
PickMe,Bike,Evening Rush,Monday,False,3,195.93,195.86,190.96,199.14,8.0,0.0
PickMe,Bike,Evening Rush,Monday,False,4,239.81,239.58,238.3,241.85,8.0,0.0
PickMe,Bike,Evening Rush,Monday,False,5,327.91,293.25,279.0,585.12,8.0,0.0
PickMe,Bike,Evening Rush,Monday,False,6,386.12,350.16,328.45,655.47,8.0,0.0
PickMe,Bike,Evening Rush,Monday,False,7,399.06,402.34,376.1,404.15,8.0,0.0
PickMe,Bike,Evening Rush,Monday,False,8,451.58,453.94,431.39,456.98,8.0,0.0
PickMe,Bike,Evening Rush,Monday,False,9,521.83,522.24,519.59,523.26,8.0,0.0
PickMe,Bike,Evening Rush,Monday,False,10,595.1,588.34,585.12,618.44,8.0,0.0
PickMe,Bike,Evening Rush,Monday,False,11,643.04,651.72,619.31,658.92,8.0,0.0
PickMe,Bike,Evening Rush,Monday,False,12,723.11,727.04,697.06,728.07,8.0,0.0
PickMe,Bike,Evening Rush,Monday,False,13,793.29,793.36,791.92,795.2,8.0,0.0
PickMe,Bike,Evening Rush,Monday,False,14,856.2,860.31,844.24,864.37,8.0,0.0
PickMe,Bike,Evening Rush,Monday,False,15,927.58,928.74,920.68,934.34,8.0,0.0
PickMe,Bike,Evening Rush,Monday,False,16,1001.53,1001.53,1001.34,1001.72,2.0,0.0
PickMe,Bike,Evening Rush,Monday,False,17,613.58,613.58,156.24,1070.91,2.0,0.0
PickMe,Bike,Evening Rush,Monday,False,18,1137.77,1137.77,1134.86,1140.68,2.0,0.0
PickMe,Bike,Evening Rush,Monday,False,19,1208.32,1208.32,1207.7,1208.94,2.0,0.0
PickMe,Bike,Evening Rush,Monday,False,20,1275.14,1275.14,1274.46,1275.81,2.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,1,154.81,154.82,154.75,154.84,6.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,2,155.77,155.74,155.41,156.56,6.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,3,196.52,196.47,195.82,198.0,6.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,4,240.34,240.14,239.3,241.77,6.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,5,293.51,293.39,293.37,293.9,4.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,6,351.42,351.27,349.46,355.09,6.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,7,402.27,402.46,400.48,404.23,6.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,8,454.05,453.93,453.83,454.75,6.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,9,521.54,521.76,519.43,523.43,5.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,10,588.1,587.86,585.54,591.12,6.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,11,656.49,656.83,654.1,658.92,6.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,12,727.42,727.31,726.68,728.19,6.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,13,793.58,793.71,792.08,795.34,6.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,14,863.91,863.94,863.34,864.33,6.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,15,931.47,931.81,928.75,934.35,6.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,16,1001.56,1001.56,1001.35,1001.78,2.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,17,1070.8,1070.8,1070.71,1070.9,2.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,18,1137.79,1137.79,1134.84,1140.74,2.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,19,1208.51,1208.51,1207.86,1209.15,2.0,0.0
PickMe,Bike,Evening Rush,Saturday,True,20,1275.2,1275.2,1274.59,1275.8,2.0,0.0
PickMe,Bike,Evening Rush,Sunday,True,1,154.8,154.8,154.79,154.81,4.0,0.0
PickMe,Bike,Evening Rush,Sunday,True,2,155.38,155.38,155.37,155.39,4.0,0.0
PickMe,Bike,Evening Rush,Sunday,True,3,195.76,195.76,195.75,195.78,4.0,0.0
PickMe,Bike,Evening Rush,Sunday,True,4,240.4,240.4,239.14,241.65,4.0,0.0
PickMe,Bike,Evening Rush,Sunday,True,5,292.1,292.1,291.01,293.2,4.0,0.0
PickMe,Bike,Evening Rush,Sunday,True,6,349.93,349.93,349.28,350.59,4.0,0.0
PickMe,Bike,Evening Rush,Sunday,True,7,438.82,438.82,402.36,475.28,4.0,0.0
PickMe,Bike,Evening Rush,Sunday,True,8,491.09,491.09,453.61,528.57,4.0,0.0
PickMe,Bike,Evening Rush,Sunday,True,9,558.55,558.55,523.04,594.06,4.0,0.0
PickMe,Bike,Evening Rush,Sunday,True,10,625.42,625.42,590.69,660.15,4.0,0.0
PickMe,Bike,Evening Rush,Sunday,True,11,692.52,692.52,653.62,731.41,4.0,0.0
PickMe,Bike,Evening Rush,Sunday,True,12,764.72,764.72,727.68,801.77,4.0,0.0
PickMe,Bike,Evening Rush,Sunday,True,13,829.92,829.92,791.52,868.31,4.0,0.0
PickMe,Bike,Evening Rush,Sunday,True,14,900.89,900.89,863.46,938.32,4.0,0.0
PickMe,Bike,Evening Rush,Sunday,True,15,967.12,967.12,928.06,1006.18,4.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,1,154.81,154.82,154.76,154.86,8.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,2,156.0,156.04,155.49,156.43,8.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,3,182.82,181.14,177.22,199.16,8.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,4,232.68,232.0,230.18,238.46,8.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,5,276.84,276.72,275.41,279.04,8.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,6,324.28,323.71,321.68,328.5,8.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,7,377.87,377.92,376.16,379.45,8.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,8,433.0,432.92,431.46,434.41,8.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,9,488.95,489.2,486.72,492.37,8.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,10,567.58,560.68,557.12,618.56,8.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,11,629.24,630.24,619.44,633.14,8.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,12,711.16,702.78,697.14,777.85,8.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,13,781.38,773.62,760.37,848.51,8.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,14,852.46,843.46,841.65,918.56,8.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,15,837.16,872.13,564.43,990.42,8.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,16,1023.14,1023.14,985.92,1060.36,2.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,17,1056.97,1056.97,1056.74,1057.19,2.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,18,1125.94,1125.94,1123.01,1128.86,2.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,19,1198.81,1198.81,1198.12,1199.5,2.0,0.0
PickMe,Bike,Evening Rush,Tuesday,False,20,1267.62,1267.62,1267.08,1268.17,2.0,0.0
PickMe,Bike,Late Night,Friday,False,1,158.88,158.7,158.65,159.69,16.0,0.0
PickMe,Bike,Late Night,Friday,False,2,159.89,159.96,159.2,161.1,16.0,0.0
PickMe,Bike,Late Night,Friday,False,3,205.97,205.52,199.79,211.9,16.0,0.0
PickMe,Bike,Late Night,Friday,False,4,257.02,256.72,254.03,259.6,16.0,0.0
PickMe,Bike,Late Night,Friday,False,5,306.99,307.41,300.46,310.65,16.0,0.0
PickMe,Bike,Late Night,Friday,False,6,365.82,365.86,351.9,371.03,16.0,0.0
PickMe,Bike,Late Night,Friday,False,7,426.06,427.09,399.34,432.07,16.0,0.0
PickMe,Bike,Late Night,Friday,False,8,480.27,487.01,448.74,489.51,16.0,0.0
PickMe,Bike,Late Night,Friday,False,9,546.51,547.36,524.58,554.18,16.0,0.0
PickMe,Bike,Late Night,Friday,False,10,615.22,612.4,608.04,670.53,16.0,0.0
PickMe,Bike,Late Night,Friday,False,11,674.18,673.64,671.24,680.28,16.0,0.0
PickMe,Bike,Late Night,Friday,False,12,740.34,739.68,735.99,747.83,16.0,0.0
PickMe,Bike,Late Night,Friday,False,13,803.29,803.43,799.31,810.22,14.0,0.0
PickMe,Bike,Late Night,Friday,False,14,888.39,888.32,886.01,892.84,16.0,0.0
PickMe,Bike,Late Night,Friday,False,15,927.14,970.9,614.52,975.35,16.0,0.0
PickMe,Bike,Late Night,Friday,False,16,1049.14,1049.14,1048.79,1049.49,2.0,0.0
PickMe,Bike,Late Night,Friday,False,17,1125.09,1125.09,1125.03,1125.15,2.0,0.0
PickMe,Bike,Late Night,Friday,False,18,1198.88,1198.88,1195.6,1202.15,2.0,0.0
PickMe,Bike,Late Night,Friday,False,19,1276.21,1276.21,1275.37,1277.06,2.0,0.0
PickMe,Bike,Late Night,Friday,False,20,1350.13,1350.13,1349.46,1350.8,2.0,0.0
PickMe,Bike,Late Night,Saturday,True,1,168.45,158.72,158.66,233.73,31.0,0.0
PickMe,Bike,Late Night,Saturday,True,2,169.21,159.82,159.18,236.13,32.0,0.0
PickMe,Bike,Late Night,Saturday,True,3,218.53,206.47,199.83,305.37,32.0,0.0
PickMe,Bike,Late Night,Saturday,True,4,269.61,257.18,254.02,359.28,32.0,0.0
PickMe,Bike,Late Night,Saturday,True,5,320.24,308.4,300.45,408.36,32.0,0.0
PickMe,Bike,Late Night,Saturday,True,6,378.4,365.96,351.93,466.11,32.0,0.0
PickMe,Bike,Late Night,Saturday,True,7,438.29,427.48,399.34,527.27,32.0,0.0
PickMe,Bike,Late Night,Saturday,True,8,498.28,487.83,448.73,587.91,32.0,0.0
PickMe,Bike,Late Night,Saturday,True,9,546.62,547.47,524.56,554.32,32.0,0.0
PickMe,Bike,Late Night,Saturday,True,10,618.47,612.54,608.1,770.48,32.0,0.0
PickMe,Bike,Late Night,Saturday,True,11,686.53,674.05,671.41,968.87,32.0,0.0
PickMe,Bike,Late Night,Saturday,True,12,751.3,740.1,735.97,968.87,32.0,0.0
PickMe,Bike,Late Night,Saturday,True,13,806.3,803.25,799.18,910.12,31.0,0.0
PickMe,Bike,Late Night,Saturday,True,14,896.79,888.21,885.58,992.74,32.0,0.0
PickMe,Bike,Late Night,Saturday,True,15,929.23,969.03,614.49,1075.51,29.0,0.0
PickMe,Bike,Late Night,Saturday,True,16,1049.29,1049.29,1048.76,1049.83,4.0,0.0
PickMe,Bike,Late Night,Saturday,True,17,1125.03,1124.98,1124.83,1125.32,4.0,0.0
PickMe,Bike,Late Night,Saturday,True,18,1198.83,1198.86,1195.35,1202.23,4.0,0.0
PickMe,Bike,Late Night,Saturday,True,19,1276.36,1276.34,1275.36,1277.4,4.0,0.0
PickMe,Bike,Late Night,Saturday,True,20,1350.07,1350.14,1349.13,1350.87,4.0,0.0
PickMe,Bike,Late Night,Sunday,True,1,171.29,158.72,158.68,234.7,12.0,0.0
PickMe,Bike,Late Night,Sunday,True,2,173.35,159.84,159.22,235.59,11.0,0.0
PickMe,Bike,Late Night,Sunday,True,3,218.63,206.09,199.98,287.07,12.0,0.0
PickMe,Bike,Late Night,Sunday,True,4,263.08,256.9,254.21,332.29,12.0,0.0
PickMe,Bike,Late Night,Sunday,True,5,313.44,307.45,300.64,383.35,12.0,0.0
PickMe,Bike,Late Night,Sunday,True,6,372.09,365.84,352.07,446.14,12.0,0.0
PickMe,Bike,Late Night,Sunday,True,7,425.38,427.39,399.53,432.04,12.0,0.0
PickMe,Bike,Late Night,Sunday,True,8,484.89,487.08,448.94,492.17,12.0,0.0
PickMe,Bike,Late Night,Sunday,True,9,547.21,548.46,524.72,554.07,12.0,0.0
PickMe,Bike,Late Night,Sunday,True,10,618.12,612.55,608.27,670.7,10.0,0.0
PickMe,Bike,Late Night,Sunday,True,11,674.43,673.64,671.36,680.21,12.0,0.0
PickMe,Bike,Late Night,Sunday,True,12,740.84,740.03,736.36,748.08,12.0,0.0
PickMe,Bike,Late Night,Sunday,True,13,802.71,802.24,799.25,810.29,12.0,0.0
PickMe,Bike,Late Night,Sunday,True,14,888.63,888.27,886.01,893.09,12.0,0.0
PickMe,Bike,Late Night,Sunday,True,15,977.73,970.97,968.0,1049.3,12.0,0.0
PickMe,Bike,Late Night,Sunday,True,16,1086.98,1086.98,1049.85,1124.12,2.0,0.0
PickMe,Bike,Late Night,Sunday,True,17,1162.69,1162.69,1125.35,1200.03,2.0,0.0
PickMe,Bike,Late Night,Sunday,True,18,1236.45,1236.45,1195.7,1277.19,2.0,0.0
PickMe,Bike,Late Night,Sunday,True,19,1313.92,1313.92,1275.53,1352.31,2.0,0.0
PickMe,Bike,Late Night,Sunday,True,20,1350.24,1350.24,1349.59,1350.9,2.0,0.0
PickMe,Bike,Late Night,Tuesday,False,1,158.75,158.7,158.66,159.71,20.0,0.0
PickMe,Bike,Late Night,Tuesday,False,2,159.93,159.8,159.21,161.15,20.0,0.0
PickMe,Bike,Late Night,Tuesday,False,3,206.0,205.6,199.88,211.94,20.0,0.0
PickMe,Bike,Late Night,Tuesday,False,4,257.28,256.96,254.05,259.66,20.0,0.0
PickMe,Bike,Late Night,Tuesday,False,5,308.08,308.23,300.48,310.72,20.0,0.0
PickMe,Bike,Late Night,Tuesday,False,6,365.9,365.94,351.93,371.15,20.0,0.0
PickMe,Bike,Late Night,Tuesday,False,7,425.99,427.03,399.37,432.19,20.0,0.0
PickMe,Bike,Late Night,Tuesday,False,8,486.27,487.72,448.77,492.27,20.0,0.0
PickMe,Bike,Late Night,Tuesday,False,9,546.2,546.39,524.62,554.24,20.0,0.0
PickMe,Bike,Late Night,Tuesday,False,10,614.6,612.55,608.07,670.55,20.0,0.0
PickMe,Bike,Late Night,Tuesday,False,11,674.13,673.77,671.27,680.4,20.0,0.0
PickMe,Bike,Late Night,Tuesday,False,12,740.21,739.6,735.99,747.86,18.0,0.0
PickMe,Bike,Late Night,Tuesday,False,13,803.11,803.22,799.39,810.28,20.0,0.0
PickMe,Bike,Late Night,Tuesday,False,14,888.01,888.05,885.68,892.91,20.0,0.0
PickMe,Bike,Late Night,Tuesday,False,15,900.71,971.02,614.52,975.43,20.0,0.0
PickMe,Bike,Late Night,Tuesday,False,16,1049.24,1049.24,1048.86,1049.62,2.0,0.0
PickMe,Bike,Late Night,Tuesday,False,17,1125.03,1125.03,1124.94,1125.11,2.0,0.0
PickMe,Bike,Late Night,Tuesday,False,18,1198.82,1198.82,1195.56,1202.09,2.0,0.0
PickMe,Bike,Late Night,Tuesday,False,19,1276.38,1276.38,1275.52,1277.25,2.0,0.0
PickMe,Bike,Late Night,Tuesday,False,20,1349.92,1349.92,1349.2,1350.63,2.0,0.0
PickMe,Bike,Late Night,Wednesday,False,1,157.91,157.71,157.68,159.69,10.0,0.0
PickMe,Bike,Late Night,Wednesday,False,2,159.1,159.0,158.24,160.21,10.0,0.0
PickMe,Bike,Late Night,Wednesday,False,3,204.38,204.57,198.96,206.72,9.0,0.0
PickMe,Bike,Late Night,Wednesday,False,4,251.38,250.8,249.79,254.18,10.0,0.0
PickMe,Bike,Late Night,Wednesday,False,5,298.12,298.27,296.15,300.61,10.0,0.0
PickMe,Bike,Late Night,Wednesday,False,6,347.4,346.18,345.21,352.04,10.0,0.0
PickMe,Bike,Late Night,Wednesday,False,7,399.16,398.54,397.57,402.31,10.0,0.0
PickMe,Bike,Late Night,Wednesday,False,8,465.72,452.61,448.89,521.01,10.0,0.0
PickMe,Bike,Late Night,Wednesday,False,9,521.47,521.07,516.64,528.0,10.0,0.0
PickMe,Bike,Late Night,Wednesday,False,10,600.38,593.55,588.08,670.65,10.0,0.0
PickMe,Bike,Late Night,Wednesday,False,11,662.78,660.93,658.8,671.3,10.0,0.0
PickMe,Bike,Late Night,Wednesday,False,12,735.76,734.44,730.18,748.01,10.0,0.0
PickMe,Bike,Late Night,Wednesday,False,13,804.58,804.26,801.6,810.23,10.0,0.0
PickMe,Bike,Late Night,Wednesday,False,14,870.74,867.71,867.09,893.03,10.0,0.0
PickMe,Bike,Late Night,Wednesday,False,15,869.27,932.94,595.12,967.93,10.0,0.0
PickMe,Bike,Midday,Friday,False,1,155.22,150.8,149.76,224.76,16.0,0.0
PickMe,Bike,Midday,Friday,False,2,155.88,152.14,150.31,225.31,18.0,0.0
PickMe,Bike,Midday,Friday,False,3,193.61,190.62,187.99,262.99,19.0,0.0
PickMe,Bike,Midday,Friday,False,4,233.06,230.6,224.37,299.37,19.0,0.0
PickMe,Bike,Midday,Friday,False,5,280.06,279.77,261.9,336.9,19.0,0.0
PickMe,Bike,Midday,Saturday,True,1,150.8,150.8,150.79,150.81,8.0,0.0
PickMe,Bike,Midday,Saturday,True,2,151.58,151.4,151.37,152.16,8.0,0.0
PickMe,Bike,Midday,Saturday,True,3,189.25,188.84,188.46,190.86,8.0,0.0
PickMe,Bike,Midday,Saturday,True,4,230.67,230.46,229.3,232.47,8.0,0.0
PickMe,Bike,Midday,Saturday,True,5,278.97,278.97,277.22,280.74,8.0,0.0
PickMe,Bike,Midday,Saturday,True,6,329.58,328.84,327.78,332.84,8.0,0.0
PickMe,Bike,Midday,Saturday,True,7,388.4,387.57,385.06,392.57,6.0,0.0
PickMe,Bike,Midday,Saturday,True,8,447.1,446.14,445.66,450.44,8.0,0.0
PickMe,Bike,Midday,Saturday,True,9,503.56,503.08,500.54,507.56,8.0,0.0
PickMe,Bike,Midday,Saturday,True,10,559.92,560.39,555.77,563.12,8.0,0.0
PickMe,Bike,Midday,Saturday,True,11,645.55,629.75,623.67,699.02,8.0,0.0
PickMe,Bike,Midday,Saturday,True,12,717.52,699.82,697.2,773.24,8.0,0.0
PickMe,Bike,Midday,Saturday,True,13,765.16,765.29,763.8,766.38,6.0,0.0
PickMe,Bike,Midday,Saturday,True,14,852.47,834.77,831.39,908.95,8.0,0.0
PickMe,Bike,Midday,Saturday,True,15,919.23,902.75,897.82,973.6,8.0,0.0
PickMe,Bike,Midday,Sunday,True,1,150.25,150.25,149.77,150.73,2.0,0.0
PickMe,Bike,Midday,Sunday,True,2,151.16,151.16,150.32,152.01,2.0,0.0
PickMe,Bike,Midday,Sunday,True,3,186.15,186.15,184.32,187.98,2.0,0.0
PickMe,Bike,Midday,Sunday,True,4,226.8,226.8,224.37,229.24,2.0,0.0
PickMe,Bike,Midday,Sunday,True,5,271.71,271.71,261.9,281.53,2.0,0.0
PickMe,Bike,Midday,Sunday,True,6,319.88,319.88,312.32,327.43,2.0,0.0
PickMe,Bike,Midday,Sunday,True,7,374.18,374.18,360.79,387.58,2.0,0.0
PickMe,Bike,Midday,Sunday,True,8,431.46,431.46,415.09,447.82,2.0,0.0
