Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Jayantha Furnitures Pvt Ltd No.105/C Ja Ela Rd Gampaha,2026-04-29,10:01:15,154.8,0,N/Surge,195.05,No Discount,no surge,289.98,0,N/Surge,386.06,No Discount,no surge,406.87,0,N/Surge,426.90,No Discount,no surge,632.74,0,N/Surge,743.41,No Discount,no surge,,0,N/Surge,224.06,No Discount,no surge,,0,N/Surge,373.44,No Discount,no surge,502.92,0,N/Surge,,No Discount,no surge
2,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Pathirana stores 3XVH+H9M Gampaha,2026-04-29,10:02:28,155.31,0,N/Surge,195.05,No Discount,no surge,281.6,0,N/Surge,386.06,No Discount,no surge,354.55,0,N/Surge,426.90,No Discount,no surge,594.24,0,N/Surge,743.41,No Discount,no surge,,0,N/Surge,224.06,No Discount,no surge,,0,N/Surge,373.44,No Discount,no surge,467.52,0,N/Surge,,No Discount,no surge
3,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,MCC survey department 23 Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-29,10:03:43,199.06,0,N/Surge,254.49,No Discount,no surge,282.82,0,N/Surge,386.06,No Discount,no surge,359.21,0,N/Surge,455.32,No Discount,no surge,606.21,0,N/Surge,743.41,No Discount,no surge,,0,N/Surge,249.08,No Discount,no surge,,0,N/Surge,441.39,No Discount,no surge,474.13,0,N/Surge,,No Discount,no surge
4,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Badulu Hotel Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-29,10:04:56,238.34,0,N/Surge,304.32,No Discount,no surge,300.87,0,N/Surge,417.29,No Discount,no surge,383.08,0,N/Surge,513.01,No Discount,no surge,631.73,0,N/Surge,743.41,No Discount,no surge,,0,N/Surge,306.88,No Discount,no surge,,0,N/Surge,544.97,No Discount,no surge,494.97,0,N/Surge,,No Discount,no surge
5,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Janaka Enterprises Makewite No.140/EMegoda thammithaMakewite Ja-Ela,2026-04-29,10:06:08,278.86,0,N/Surge,462.60,No Discount,no surge,361.5,0,N/Surge,627.72,No Discount,no surge,462.88,0,N/Surge,719.35,No Discount,no surge,658.56,0,N/Surge,"1,030.90",No Discount,no surge,,0,N/Surge,507.76,No Discount,no surge,,0,N/Surge,890.79,No Discount,no surge,542.75,0,N/Surge,,No Discount,no surge
6,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Siyane Arcade Minuwangoda Road Udugampola 11000,2026-04-29,10:07:23,328.3,0,N/Surge,403.57,No Discount,no surge,422.04,0,N/Surge,555.82,No Discount,no surge,549.06,0,N/Surge,653.83,No Discount,no surge,761.64,0,N/Surge,908.27,No Discount,no surge,,0,N/Surge,440.65,No Discount,no surge,,0,N/Surge,778.51,No Discount,no surge,634.59,0,N/Surge,,No Discount,no surge
7,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Global Auto Mart minuwangoda road,2026-04-29,10:08:35,375.8,0,N/Surge,455.49,No Discount,no surge,480.2,0,N/Surge,619.97,No Discount,no surge,641.7,0,N/Surge,711.81,No Discount,no surge,861.46,0,N/Surge,"1,012.99",No Discount,no surge,,0,N/Surge,500.79,No Discount,no surge,,0,N/Surge,878.02,No Discount,no surge,728.01,0,N/Surge,,No Discount,no surge
8,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,CRS ENGINEERING PRIVATE LIMITED,2026-04-29,10:09:49,431.02,0,N/Surge,518.25,No Discount,no surge,545.56,0,N/Surge,706.80,No Discount,no surge,736.14,0,N/Surge,783.33,No Discount,no surge,965.04,0,N/Surge,"1,141.53",No Discount,no surge,,0,N/Surge,570.47,No Discount,no surge,,0,N/Surge,983.28,No Discount,no surge,822.24,0,N/Surge,,No Discount,no surge
9,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Godalla Takeaway Gampaha,2026-04-29,10:11:03,489.66,0,N/Surge,641.91,No Discount,no surge,612.14,0,N/Surge,753.21,No Discount,no surge,835.14,0,N/Surge,883.13,No Discount,no surge,1071.76,0,N/Surge,"1,306.55",No Discount,no surge,,0,N/Surge,670.90,No Discount,no surge,,0,N/Surge,"1,125.17",No Discount,no surge,920.43,0,N/Surge,,No Discount,no surge
10,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Busy Bees Montessori International (AMI) preschool Ekala 3WX7+JM7 Wimalajothi Nahimi Mawatha Ja-Ela,2026-04-29,10:12:15,618.08,0,N/Surge,736.39,No Discount,no surge,748.64,0,N/Surge,825.47,No Discount,no surge,1022.96,0,N/Surge,947.94,No Discount,no surge,1277.41,0,N/Surge,"1,417.02",No Discount,no surge,,0,N/Surge,755.60,No Discount,no surge,,0,N/Surge,"1,209.15",No Discount,no surge,1111.18,0,N/Surge,,No Discount,no surge
