Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,DM Printers Maharagama 155 highleval rd Colombo - Batticaloa Hwy Maharagama,2026-04-26,09:01:11,154.76,0,N/Surge,150.00,No Discount,no surge,289.94,0,N/Surge,329.00,No Discount,no surge,375.96,0,N/Surge,356.19,No Discount,no surge,651.91,0,N/Surge,573.72,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,330.00,No Discount,no surge,522.48,0,N/Surge,,No Discount,no surge
2,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,CIB Online Store 345 1 High Level Rd Maharagama 10280,2026-04-26,09:02:20,155.31,0,N/Surge,150.00,No Discount,no surge,290.6,0,N/Surge,329.00,No Discount,no surge,416.03,0,N/Surge,423.83,No Discount,no surge,663.24,0,N/Surge,573.72,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,330.00,No Discount,no surge,528.52,0,N/Surge,,No Discount,no surge
3,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Api Singhe Motors (Pvt) Ltd No 640 A Wijerama Gangodawila Nugegoda,2026-04-26,09:03:26,195.66,0,N/Surge,190.12,No Discount,no surge,291.32,0,N/Surge,329.00,No Discount,no surge,497.47,0,N/Surge,496.58,No Discount,no surge,675.4,0,N/Surge,573.72,No Discount,no surge,,0,N/Surge,134.19,191.70,no surge,,0,N/Surge,365.48,No Discount,no surge,535.0,0,N/Surge,,No Discount,no surge
4,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Gangodawila Girl's Child Development Center,2026-04-26,09:04:34,239.01,0,N/Surge,241.68,No Discount,no surge,315.73,0,N/Surge,362.26,No Discount,no surge,592.82,0,N/Surge,588.71,No Discount,no surge,747.94,0,N/Surge,680.75,No Discount,no surge,,0,N/Surge,176.38,251.97,no surge,,0,N/Surge,476.87,No Discount,no surge,649.85,0,N/Surge,,No Discount,no surge
5,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Jeewa Plastic (Pvt) Ltd 224 High Level Rd Colombo,2026-04-26,09:05:43,292.99,0,N/Surge,273.36,No Discount,no surge,382.67,0,N/Surge,409.63,No Discount,no surge,687.84,0,N/Surge,640.99,No Discount,no surge,882.31,0,N/Surge,753.99,No Discount,no surge,,0,N/Surge,202.31,289.02,no surge,,0,N/Surge,558.73,No Discount,no surge,763.21,0,N/Surge,,No Discount,no surge
6,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Java Lounge 126/B High Level Rd Nugegoda 10250,2026-04-26,09:06:51,350.33,0,N/Surge,325.00,No Discount,no surge,447.95,0,N/Surge,524.52,No Discount,no surge,774.76,0,N/Surge,718.14,No Discount,no surge,1012.2,0,N/Surge,860.31,No Discount,no surge,,0,N/Surge,240.89,340.89,no surge,,0,N/Surge,722.24,No Discount,no surge,879.46,0,N/Surge,,No Discount,no surge
7,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Felicity Solar Technology (PVT) Ltd 188a High Level Rd Colombo 00600,2026-04-26,09:07:59,402.08,0,N/Surge,367.68,No Discount,no surge,503.0,0,N/Surge,596.03,No Discount,no surge,865.78,0,N/Surge,789.60,No Discount,no surge,1168.97,0,N/Surge,957.72,No Discount,no surge,,0,N/Surge,289.79,389.79,no surge,,0,N/Surge,825.12,No Discount,no surge,1001.29,0,N/Surge,,No Discount,no surge
8,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Nanomedix (Pvt) Ltd. 112/1 H. Sri Nissanka Mw Maya Ave Colombo 00600,2026-04-26,09:09:08,453.35,0,N/Surge,414.99,No Discount,no surge,569.39,0,N/Surge,621.68,No Discount,no surge,956.04,0,N/Surge,868.28,No Discount,no surge,1324.96,0,N/Surge,"1,066.55",No Discount,no surge,,0,N/Surge,343.73,443.73,no surge,,0,N/Surge,863.04,No Discount,no surge,1118.08,0,N/Surge,,No Discount,no surge
9,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,PetsVcare Animal Hospitals 506/7 Elvitigala Mawatha Colombo 5,2026-04-26,09:10:17,522.86,0,N/Surge,484.54,No Discount,no surge,636.94,0,N/Surge,693.96,No Discount,no surge,1047.18,0,N/Surge,944.77,No Discount,no surge,1480.27,0,N/Surge,"1,171.53",No Discount,no surge,,0,N/Surge,416.30,516.30,no surge,,0,N/Surge,967.40,No Discount,no surge,1235.81,0,N/Surge,,No Discount,no surge
10,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Bank of Ceylon ATM Victoria Pl Colombo 00800,2026-04-26,09:11:29,590.39,0,N/Surge,549.26,No Discount,no surge,702.55,0,N/Surge,756.15,No Discount,no surge,1135.81,0,N/Surge,"1,012.73",No Discount,no surge,1603.4,0,N/Surge,"1,256.35",No Discount,no surge,,0,N/Surge,479.62,579.62,no surge,,0,N/Surge,"1,035.17",No Discount,no surge,1350.28,0,N/Surge,,No Discount,no surge
11,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Nielsen No. 98 D. S. Senanayake Mawatha Colombo 08,2026-04-26,09:12:39,653.4,0,N/Surge,615.36,No Discount,no surge,762.9,0,N/Surge,824.32,No Discount,no surge,1217.28,0,N/Surge,"1,084.22",No Discount,no surge,1734.17,0,N/Surge,"1,354.75",No Discount,no surge,,0,N/Surge,550.77,650.77,no surge,,0,N/Surge,"1,148.10",No Discount,no surge,1454.61,0,N/Surge,,No Discount,no surge
