Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Jayantha Furnitures Pvt Ltd No.105/C Ja Ela Rd Gampaha,2026-04-28,10:01:14,154.76,0,N/Surge,155.00,No Discount,no surge,280.94,0,N/Surge,300.00,No Discount,no surge,350.58,0,N/Surge,352.50,No Discount,no surge,582.91,0,N/Surge,583.97,No Discount,no surge,,0,N/Surge,180.00,No Discount,no surge,,0,N/Surge,300.00,No Discount,no surge,461.48,0,N/Surge,,No Discount,no surge
2,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Pathirana stores 3XVH+H9M Gampaha,2026-04-28,10:02:27,155.32,0,N/Surge,155.00,No Discount,no surge,281.61,0,N/Surge,300.00,No Discount,no surge,354.61,0,N/Surge,352.50,No Discount,no surge,594.41,0,N/Surge,583.97,No Discount,no surge,,0,N/Surge,180.00,No Discount,no surge,,0,N/Surge,300.00,No Discount,no surge,467.61,0,N/Surge,,No Discount,no surge
3,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,MCC survey department 23 Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-28,10:03:39,199.08,0,N/Surge,202.85,No Discount,no surge,282.84,0,N/Surge,300.00,No Discount,no surge,359.32,0,N/Surge,374.33,No Discount,no surge,606.55,0,N/Surge,583.97,No Discount,no surge,,0,N/Surge,200.10,No Discount,no surge,,0,N/Surge,351.34,No Discount,no surge,474.3,0,N/Surge,,No Discount,no surge
4,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Badulu Hotel Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-28,10:04:52,238.35,0,N/Surge,241.25,No Discount,no surge,300.88,0,N/Surge,319.96,No Discount,no surge,383.17,0,N/Surge,421.23,No Discount,no surge,631.98,0,N/Surge,583.97,No Discount,no surge,,0,N/Surge,246.04,No Discount,no surge,,0,N/Surge,433.45,No Discount,no surge,495.11,0,N/Surge,,No Discount,no surge
5,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Janaka Enterprises Makewite No.140/EMegoda thammithaMakewite Ja-Ela,2026-04-28,10:06:05,278.88,0,N/Surge,382.60,No Discount,no surge,361.53,0,N/Surge,501.07,No Discount,no surge,463.02,0,N/Surge,576.18,No Discount,no surge,658.98,0,N/Surge,848.12,No Discount,no surge,,0,N/Surge,395.72,No Discount,no surge,,0,N/Surge,696.34,No Discount,no surge,542.97,0,N/Surge,,No Discount,no surge
6,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Siyane Arcade Minuwangoda Road Udugampola 11000,2026-04-28,10:07:19,328.33,0,N/Surge,335.80,No Discount,no surge,422.08,0,N/Surge,441.68,No Discount,no surge,549.32,0,N/Surge,523.49,No Discount,no surge,762.39,0,N/Surge,749.27,No Discount,no surge,,0,N/Surge,343.85,No Discount,no surge,,0,N/Surge,606.24,No Discount,no surge,634.99,0,N/Surge,,No Discount,no surge
7,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Global Auto Mart minuwangoda road,2026-04-28,10:08:32,375.85,0,N/Surge,378.55,No Discount,no surge,480.26,0,N/Surge,493.13,No Discount,no surge,642.08,0,N/Surge,570.11,No Discount,no surge,862.54,0,N/Surge,836.11,No Discount,no surge,,0,N/Surge,390.78,No Discount,no surge,,0,N/Surge,684.56,No Discount,no surge,728.59,0,N/Surge,,No Discount,no surge
8,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,CRS ENGINEERING PRIVATE LIMITED,2026-04-28,10:09:45,455.88,0,N/Surge,430.22,No Discount,no surge,571.8,0,N/Surge,561.00,No Discount,no surge,749.03,0,N/Surge,627.18,No Discount,no surge,1353.48,0,N/Surge,941.68,No Discount,no surge,,0,N/Surge,445.15,No Discount,no surge,,0,N/Surge,765.70,No Discount,no surge,954.46,0,N/Surge,,No Discount,no surge
9,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Godalla Takeaway Gampaha,2026-04-28,10:10:59,489.7,0,N/Surge,501.48,No Discount,no surge,612.2,0,N/Surge,623.73,No Discount,no surge,835.49,0,N/Surge,680.59,No Discount,no surge,1072.76,0,N/Surge,"1,040.86",No Discount,no surge,,0,N/Surge,524.12,No Discount,no surge,,0,N/Surge,877.59,No Discount,no surge,920.96,0,N/Surge,,No Discount,no surge
10,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Busy Bees Montessori International (AMI) preschool Ekala 3WX7+JM7 Wimalajothi Nahimi Mawatha Ja-Ela,2026-04-28,10:12:10,618.14,0,N/Surge,570.63,No Discount,no surge,748.7,0,N/Surge,684.38,No Discount,no surge,1023.34,0,N/Surge,731.73,No Discount,no surge,1278.49,0,N/Surge,"1,128.75",No Discount,no surge,,0,N/Surge,595.27,No Discount,no surge,,0,N/Surge,968.84,No Discount,no surge,1111.76,0,N/Surge,,No Discount,no surge
