Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Sudu Putha Hardware Piliyandala,2026-04-24,20:01:15,149.79,0,N/Surge,150.00,No Discount,no surge,256.97,0,N/Surge,300.00,No Discount,no surge,337.75,0,N/Surge,358.79,No Discount,no surge,447.41,0,N/Surge,562.30,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,380.75,0,N/Surge,,No Discount,no surge
3,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Ranuth Furniture Moratuwa 10400,2026-04-24,20:02:58,190.9,0,N/Surge,196.72,No Discount,no surge,315.04,0,N/Surge,300.00,No Discount,no surge,522.38,0,N/Surge,475.55,No Discount,no surge,768.06,0,N/Surge,750.24,No Discount,no surge,,0,N/Surge,140.07,200.10,no surge,,0,N/Surge,355.26,No Discount,no surge,579.91,0,N/Surge,,No Discount,no surge
4,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Enex Fabric Shop 4 Sri Premaratna Mawatha Moratuwa 10400,2026-04-24,20:04:04,230.72,0,N/Surge,897.67,No Discount,no surge,387.34,0,N/Surge,"1,174.39",No Discount,no surge,625.89,0,N/Surge,"1,664.08",No Discount,no surge,939.73,0,N/Surge,"2,633.15",No Discount,no surge,,0,N/Surge,847.45,947.45,no surge,,0,N/Surge,"1,429.49",No Discount,no surge,712.24,0,N/Surge,,No Discount,no surge
5,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Singhe Furniture Work Shop 8 2 Upper Indibedda Rd Moratuwa 10400,2026-04-24,20:05:12,280.84,0,N/Surge,281.72,No Discount,no surge,463.74,0,N/Surge,453.92,No Discount,no surge,734.44,0,N/Surge,680.16,No Discount,no surge,1118.9,0,N/Surge,"1,074.12",No Discount,no surge,,0,N/Surge,208.88,298.40,no surge,,0,N/Surge,538.99,No Discount,no surge,830.36,0,N/Surge,,No Discount,no surge
6,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Cure Care Pharmacy 159/C 2 Polgasowita 10320,2026-04-24,20:06:18,332.91,0,N/Surge,325.88,No Discount,no surge,553.24,0,N/Surge,502.75,No Discount,no surge,839.55,0,N/Surge,760.60,No Discount,no surge,1268.24,0,N/Surge,"1,203.10",No Discount,no surge,,0,N/Surge,242.86,342.86,no surge,,0,N/Surge,613.20,No Discount,no surge,943.24,0,N/Surge,,No Discount,no surge
7,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Jithuli Traders Colombo - Horana Rd Polgasowita,2026-04-24,20:07:25,392.67,0,N/Surge,369.88,No Discount,no surge,622.46,0,N/Surge,571.49,No Discount,no surge,948.07,0,N/Surge,856.07,No Discount,no surge,1426.83,0,N/Surge,"1,356.94",No Discount,no surge,,0,N/Surge,292.76,392.76,no surge,,0,N/Surge,701.72,No Discount,no surge,1060.84,0,N/Surge,,No Discount,no surge
8,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Richi (singer) 251 Colombo - Horana Rd Polgasowita,2026-04-24,20:08:33,450.54,0,N/Surge,416.37,No Discount,no surge,689.08,0,N/Surge,641.12,No Discount,no surge,1053.11,0,N/Surge,954.60,No Discount,no surge,1589.02,0,N/Surge,"1,513.06",No Discount,no surge,,0,N/Surge,345.86,445.86,no surge,,0,N/Surge,792.97,No Discount,no surge,1175.64,0,N/Surge,,No Discount,no surge
9,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,ITCS - Institute of Training & Care Services 296/2/4 High Level Rd Pannipitiya 10230,2026-04-24,20:09:41,507.44,0,N/Surge,482.47,No Discount,no surge,751.18,0,N/Surge,725.47,No Discount,no surge,1160.65,0,N/Surge,"1,057.62",No Discount,no surge,1759.68,0,N/Surge,"1,676.09",No Discount,no surge,,0,N/Surge,412.74,512.74,no surge,,0,N/Surge,875.85,No Discount,no surge,1303.59,0,N/Surge,,No Discount,no surge
10,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Luxe Highway Residencies by Home Lands Skyline 320 High Level Rd Pannipitiya 10230,2026-04-24,20:10:50,563.01,0,N/Surge,552.01,No Discount,no surge,811.27,0,N/Surge,786.50,No Discount,no surge,1260.76,0,N/Surge,"1,154.59",No Discount,no surge,1913.2,0,N/Surge,"1,822.59",No Discount,no surge,,0,N/Surge,488.16,588.16,no surge,,0,N/Surge,970.14,No Discount,no surge,1421.29,0,N/Surge,,No Discount,no surge
11,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Samarasiri Auto Parts and Engineers No: 375/12/B High Level Road Makumbura Pannipitiya 10230,2026-04-24,20:11:59,632.85,0,N/Surge,627.07,No Discount,no surge,883.21,0,N/Surge,864.82,No Discount,no surge,1367.28,0,N/Surge,"1,278.53",No Discount,no surge,2078.23,0,N/Surge,"2,022.79",No Discount,no surge,,0,N/Surge,572.82,672.82,no surge,,0,N/Surge,"1,076.93",No Discount,no surge,1546.98,0,N/Surge,,No Discount,no surge
12,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,New GDK Super Center 138 High Level Rd Homagama,2026-04-24,20:13:09,701.35,0,N/Surge,695.23,No Discount,no surge,967.32,0,N/Surge,936.10,No Discount,no surge,1471.9,0,N/Surge,"1,359.72",No Discount,no surge,2241.56,0,N/Surge,"2,147.69",No Discount,no surge,,0,N/Surge,636.86,736.86,no surge,,0,N/Surge,"1,147.23",No Discount,no surge,1670.48,0,N/Surge,,No Discount,no surge
13,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Sri Kantha Juwellers And Pawn Shop Avissawella Rd Homagama,2026-04-24,20:14:15,765.33,0,N/Surge,742.05,No Discount,no surge,1009.87,0,N/Surge,977.39,No Discount,no surge,1571.77,0,N/Surge,"1,432.30",No Discount,no surge,2407.63,0,N/Surge,"2,273.66",No Discount,no surge,,0,N/Surge,693.06,793.06,no surge,,0,N/Surge,"1,225.31",No Discount,no surge,1788.65,0,N/Surge,,No Discount,no surge
14,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Thinuli motors bike garage 194 A kendalanda Homagama,2026-04-24,20:15:25,835.79,0,N/Surge,820.55,No Discount,no surge,1109.53,0,N/Surge,"1,054.68",No Discount,no surge,1697.44,0,N/Surge,"1,520.29",No Discount,no surge,2583.32,0,N/Surge,"2,403.64",No Discount,no surge,,0,N/Surge,752.12,852.12,no surge,,0,N/Surge,"1,293.72",No Discount,no surge,1922.1,0,N/Surge,,No Discount,no surge
