Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Jayantha Furnitures Pvt Ltd No.105/C Ja Ela Rd Gampaha,2026-04-28,20:01:15,149.82,0,N/Surge,150.00,No Discount,no surge,304.0,0,N/Surge,300.00,No Discount,no surge,336.48,0,N/Surge,286.83,No Discount,no surge,544.4,0,N/Surge,432.04,No Discount,no surge,,0,N/Surge,180.00,No Discount,no surge,,0,N/Surge,300.00,No Discount,no surge,463.1,0,N/Surge,,No Discount,no surge
2,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Pathirana stores 3XVH+H9M Gampaha,2026-04-28,20:02:29,150.33,0,N/Surge,150.00,No Discount,no surge,257.63,0,N/Surge,300.00,No Discount,no surge,341.69,0,N/Surge,352.39,No Discount,no surge,458.66,0,N/Surge,554.77,No Discount,no surge,,0,N/Surge,180.00,No Discount,no surge,,0,N/Surge,300.00,No Discount,no surge,386.74,0,N/Surge,,No Discount,no surge
3,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,MCC survey department 23 Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-28,20:03:42,188.02,0,N/Surge,"2,384.30",No Discount,no surge,267.78,0,N/Surge,"2,444.59",No Discount,no surge,404.24,0,N/Surge,"3,940.73",No Discount,no surge,546.88,0,N/Surge,"6,128.98",No Discount,no surge,,0,N/Surge,"2,646.03",No Discount,no surge,,0,N/Surge,"3,165.62",No Discount,no surge,456.8,0,N/Surge,,No Discount,no surge
4,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Badulu Hotel Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-28,20:04:56,224.44,0,N/Surge,234.20,No Discount,no surge,314.99,0,N/Surge,353.66,No Discount,no surge,481.81,0,N/Surge,559.71,No Discount,no surge,656.81,0,N/Surge,884.51,No Discount,no surge,,0,N/Surge,244.06,No Discount,no surge,,0,N/Surge,420.20,No Discount,no surge,546.08,0,N/Surge,,No Discount,no surge
5,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Janaka Enterprises Makewite No.140/EMegoda thammithaMakewite Ja-Ela,2026-04-28,20:06:08,261.96,0,N/Surge,372.52,No Discount,no surge,373.63,0,N/Surge,552.83,No Discount,no surge,558.61,0,N/Surge,848.55,No Discount,no surge,765.64,0,N/Surge,"1,345.04",No Discount,no surge,,0,N/Surge,393.75,No Discount,no surge,,0,N/Surge,678.93,No Discount,no surge,634.86,0,N/Surge,,No Discount,no surge
6,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Siyane Arcade Minuwangoda Road Udugampola 11000,2026-04-28,20:07:19,312.37,0,N/Surge,327.64,No Discount,no surge,447.13,0,N/Surge,501.14,No Discount,no surge,638.62,0,N/Surge,760.35,No Discount,no surge,877.22,0,N/Surge,"1,204.04",No Discount,no surge,,0,N/Surge,344.35,No Discount,no surge,,0,N/Surge,603.01,No Discount,no surge,726.43,0,N/Surge,,No Discount,no surge
7,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Global Auto Mart minuwangoda road,2026-04-28,20:08:34,360.88,0,N/Surge,368.56,No Discount,no surge,503.44,0,N/Surge,552.57,No Discount,no surge,718.19,0,N/Surge,843.42,No Discount,no surge,990.6,0,N/Surge,"1,335.34",No Discount,no surge,,0,N/Surge,391.28,No Discount,no surge,,0,N/Surge,687.33,No Discount,no surge,818.51,0,N/Surge,,No Discount,no surge
8,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,CRS ENGINEERING PRIVATE LIMITED,2026-04-28,20:09:46,415.24,0,N/Surge,419.12,No Discount,no surge,570.71,0,N/Surge,633.46,No Discount,no surge,800.96,0,N/Surge,950.31,No Discount,no surge,1108.35,0,N/Surge,"1,505.24",No Discount,no surge,,0,N/Surge,447.99,No Discount,no surge,,0,N/Surge,785.28,No Discount,no surge,914.24,0,N/Surge,,No Discount,no surge
9,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Godalla Takeaway Gampaha,2026-04-28,20:10:59,472.92,0,N/Surge,488.67,No Discount,no surge,642.26,0,N/Surge,695.65,No Discount,no surge,887.82,0,N/Surge,"1,047.44",No Discount,no surge,1230.69,0,N/Surge,"1,662.06",No Discount,no surge,,0,N/Surge,524.83,No Discount,no surge,,0,N/Surge,875.19,No Discount,no surge,1014.36,0,N/Surge,,No Discount,no surge
10,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Busy Bees Montessori International (AMI) preschool Ekala 3WX7+JM7 Wimalajothi Nahimi Mawatha Ja-Ela,2026-04-28,20:12:11,595.28,0,N/Surge,555.46,No Discount,no surge,774.62,0,N/Surge,763.28,No Discount,no surge,1042.94,0,N/Surge,"1,142.46",No Discount,no surge,1442.31,0,N/Surge,"1,801.41",No Discount,no surge,,0,N/Surge,595.98,No Discount,no surge,,0,N/Surge,966.44,No Discount,no surge,1188.37,0,N/Surge,,No Discount,no surge
11,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Sanka Fashion 5W8W+PRV Ekala - Kotadeniyawa Rd Minuwangoda,2026-04-28,20:13:25,596.02,0,N/Surge,620.87,No Discount,no surge,775.34,0,N/Surge,826.28,No Discount,no surge,1044.0,0,N/Surge,"1,230.34",No Discount,no surge,1444.13,0,N/Surge,"1,941.89",No Discount,no surge,,0,N/Surge,660.73,No Discount,no surge,,0,N/Surge,"1,043.84",No Discount,no surge,1189.65,0,N/Surge,,No Discount,no surge
12,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Tharushi Vegetables 5XPM+GMR,2026-04-28,20:14:36,668.82,0,N/Surge,695.92,No Discount,no surge,845.21,0,N/Surge,896.02,No Discount,no surge,1137.62,0,N/Surge,"1,332.07",No Discount,no surge,1575.04,0,N/Surge,"2,106.95",No Discount,no surge,,0,N/Surge,738.28,No Discount,no surge,,0,N/Surge,"1,135.69",No Discount,no surge,1295.21,0,N/Surge,,No Discount,no surge
13,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,MLJ Communication trading and Education Center . No 102/D Kudahakapola North Ja-Ela 11350,2026-04-28,20:15:49,727.91,0,N/Surge,"1,985.63",No Discount,no surge,901.84,0,N/Surge,"2,020.92",No Discount,no surge,1211.96,0,N/Surge,"3,189.62",No Discount,no surge,1675.96,0,N/Surge,"4,912.66",No Discount,no surge,,0,N/Surge,"2,194.95",No Discount,no surge,,0,N/Surge,"2,598.28",No Discount,no surge,1378.2,0,N/Surge,,No Discount,no surge
14,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Thisara trade centre 3VRQ+P79 Tudella Junction Ja-Ela,2026-04-28,20:17:01,806.06,0,N/Surge,868.06,No Discount,no surge,976.76,0,N/Surge,"1,060.76",No Discount,no surge,1313.57,0,N/Surge,"1,567.16",No Discount,no surge,1812.57,0,N/Surge,"2,479.80",No Discount,no surge,,0,N/Surge,916.15,No Discount,no surge,,0,N/Surge,"1,354.86",No Discount,no surge,1490.52,0,N/Surge,,No Discount,no surge
15,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Yasiru pharmacy 185 Negombo road Ambulanmulla Seeduwa 11410,2026-04-28,20:18:15,877.11,0,N/Surge,896.98,No Discount,no surge,1044.86,0,N/Surge,"1,092.08",No Discount,no surge,1406.06,0,N/Surge,"1,611.26",No Discount,no surge,1936.14,0,N/Surge,"2,550.76",No Discount,no surge,,0,N/Surge,948.16,No Discount,no surge,,0,N/Surge,"1,394.09",No Discount,no surge,1592.44,0,N/Surge,,No Discount,no surge
1,Good Shepherd Nursery Panadura,The Wedding Doctor No.683 Main road Panadura,2026-04-28,20:19:28,149.76,0,N/Surge,150.00,No Discount,no surge,403.93,0,Surge,300.00,No Discount,no surge,335.55,0,N/Surge,286.83,No Discount,no surge,542.83,0,N/Surge,423.99,No Discount,no surge,,0,N/Surge,180.00,No Discount,no surge,,0,N/Surge,300.00,No Discount,no surge,462.44,0,N/Surge,,No Discount,no surge
2,Good Shepherd Nursery Panadura,Thuryaa Bridal Beauty & Hair Salon No: 865/01/01 Panadura 12500,2026-04-28,20:20:41,150.61,0,N/Surge,150.00,No Discount,no surge,404.77,0,Surge,300.00,No Discount,no surge,391.1,0,N/Surge,355.46,No Discount,no surge,589.56,0,N/Surge,558.64,No Discount,no surge,,0,N/Surge,180.00,No Discount,no surge,,0,N/Surge,300.00,No Discount,no surge,470.56,0,N/Surge,,No Discount,no surge
3,Good Shepherd Nursery Panadura,Jagath Radiator Pinwaththa Junction Bus Stop Panadura,2026-04-28,20:21:53,163.59,0,N/Surge,190.12,No Discount,no surge,411.95,0,Surge,300.00,No Discount,no surge,499.71,0,N/Surge,450.28,No Discount,no surge,733.56,0,N/Surge,709.81,No Discount,no surge,,0,N/Surge,190.71,No Discount,no surge,,0,N/Surge,319.38,No Discount,no surge,558.78,0,N/Surge,,No Discount,no surge
4,Good Shepherd Nursery Panadura,Blue Spring Hotel Thalpitiya Bridge Wadduwa 12560,2026-04-28,20:23:07,210.23,0,N/Surge,"1,792.78",No Discount,no surge,485.15,0,Surge,"2,010.34",No Discount,no surge,619.51,0,N/Surge,"2,896.95",No Discount,no surge,924.08,0,N/Surge,"4,597.49",No Discount,no surge,,0,N/Surge,"1,880.91",No Discount,no surge,,0,N/Surge,"2,544.14",No Discount,no surge,703.06,0,N/Surge,,No Discount,no surge
5,Good Shepherd Nursery Panadura,Bivone Villa 29/A Albert Goonetilleke Mawatha Wadduwa 12560,2026-04-28,20:24:20,259.62,0,N/Surge,278.64,No Discount,no surge,465.56,0,N/Surge,404.74,No Discount,no surge,732.62,0,N/Surge,648.74,No Discount,no surge,1109.33,0,N/Surge,"1,025.74",No Discount,no surge,,0,N/Surge,294.95,No Discount,no surge,,0,N/Surge,509.93,No Discount,no surge,826.23,0,N/Surge,,No Discount,no surge
6,Good Shepherd Nursery Panadura,LAKNA SUPER CENTRE no.654 ගාලු පාර Wadduwa,2026-04-28,20:25:31,304.71,0,N/Surge,318.24,No Discount,no surge,546.26,0,N/Surge,466.91,No Discount,no surge,828.18,0,N/Surge,734.99,No Discount,no surge,1248.96,0,N/Surge,"1,162.24",No Discount,no surge,,0,N/Surge,339.41,No Discount,no surge,,0,N/Surge,589.15,No Discount,no surge,930.06,0,N/Surge,,No Discount,no surge
7,Good Shepherd Nursery Panadura,Sarvo Mart 798 Colombo - Galle Main Rd Wadduwa 12560,2026-04-28,20:26:44,356.83,0,N/Surge,"2,004.16",No Discount,no surge,616.89,0,N/Surge,"2,215.98",No Discount,no surge,938.26,0,N/Surge,"3,180.24",No Discount,no surge,1409.76,0,N/Surge,"5,048.44",No Discount,no surge,,0,N/Surge,"2,090.09",No Discount,no surge,,0,N/Surge,"2,802.77",No Discount,no surge,1049.59,0,N/Surge,,No Discount,no surge
8,Good Shepherd Nursery Panadura,YM bakeryColombo Main Rd Wadduwa,2026-04-28,20:27:58,415.07,0,N/Surge,484.54,No Discount,no surge,686.44,0,N/Surge,671.38,No Discount,no surge,1047.91,0,N/Surge,"1,027.86",No Discount,no surge,1579.6,0,N/Surge,"1,628.51",No Discount,no surge,,0,N/Surge,514.87,No Discount,no surge,,0,N/Surge,853.83,No Discount,no surge,1169.15,0,N/Surge,,No Discount,no surge
10,Good Shepherd Nursery Panadura,Family Mart Food CityWadiyamankada Junction Kuda WaskaduwaWaskaudwa Gall road Kalutara 10400,2026-04-28,20:29:48,520.17,0,N/Surge,549.26,No Discount,no surge,803.07,0,N/Surge,736.95,No Discount,no surge,1244.16,0,N/Surge,"1,118.69",No Discount,no surge,1880.82,0,N/Surge,"1,764.92",No Discount,no surge,,0,N/Surge,584.60,No Discount,no surge,,0,N/Surge,940.20,No Discount,no surge,1399.96,0,N/Surge,,No Discount,no surge
11,Good Shepherd Nursery Panadura,Rajaguru Sri Subuthi Temple Waskaduwa JWCW+HRR A2 Wadduwa,2026-04-28,20:31:00,587.09,0,N/Surge,618.80,No Discount,no surge,873.24,0,N/Surge,807.54,No Discount,no surge,1350.17,0,N/Surge,"1,216.44",No Discount,no surge,2043.04,0,N/Surge,"1,919.62",No Discount,no surge,,0,N/Surge,655.04,No Discount,no surge,,0,N/Surge,"1,027.43",No Discount,no surge,1524.52,0,N/Surge,,No Discount,no surge
12,Good Shepherd Nursery Panadura,Janaka Motors Bus Stop Wadduwa,2026-04-28,20:32:12,652.09,0,N/Surge,685.59,No Discount,no surge,961.16,0,N/Surge,869.50,No Discount,no surge,1454.92,0,N/Surge,"1,306.48",No Discount,no surge,2207.1,0,N/Surge,"2,062.91",No Discount,no surge,,0,N/Surge,724.05,No Discount,no surge,,0,N/Surge,"1,106.46",No Discount,no surge,1648.58,0,N/Surge,,No Discount,no surge
13,Good Shepherd Nursery Panadura,Malevana Traditional Medicine Centre 81 Galle - Colombo Rd Kalutara,2026-04-28,20:33:24,718.55,0,N/Surge,"2,411.78",No Discount,no surge,1006.21,0,N/Surge,"2,596.15","2,854.77",no surge,1559.29,0,N/Surge,"3,743.74",No Discount,no surge,2375.57,0,N/Surge,"5,961.34",No Discount,no surge,,0,N/Surge,"2,524.09",No Discount,no surge,,0,N/Surge,"3,651.97",No Discount,no surge,1770.78,0,N/Surge,,No Discount,no surge
14,Good Shepherd Nursery Panadura,BEST LIFE - NAGODA FRANCHISE NEAR SUGATHA SCHOOL # B 377 Colombo - Galle - Hambantota - Wellawaya Hwy Wadduwa,2026-04-28,20:34:37,783.78,0,N/Surge,826.06,No Discount,no surge,1104.19,0,N/Surge,986.13,No Discount,no surge,1679.92,0,N/Surge,"1,497.28",No Discount,no surge,2542.24,0,N/Surge,"2,368.93",No Discount,no surge,,0,N/Surge,865.63,No Discount,no surge,,0,N/Surge,"1,255.27",No Discount,no surge,1898.27,0,N/Surge,,No Discount,no surge
15,Good Shepherd Nursery Panadura,Candi salon HXQ4+X7W Kalutara,2026-04-28,20:35:48,846.73,0,N/Surge,893.53,No Discount,no surge,1170.14,0,N/Surge,"1,077.02",No Discount,no surge,1798.16,0,N/Surge,"1,598.51",No Discount,no surge,2709.17,0,N/Surge,"2,527.09",No Discount,no surge,,0,N/Surge,938.92,No Discount,no surge,,0,N/Surge,"1,371.08",No Discount,no surge,2024.35,0,N/Surge,,No Discount,no surge
