Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Sudu Putha Hardware Piliyandala,2026-04-29,10:01:15,154.76,0,N/Surge,196.74,No Discount,no surge,289.94,0,N/Surge,359.56,No Discount,no surge,406.58,0,N/Surge,457.94,No Discount,no surge,631.91,0,N/Surge,755.10,No Discount,no surge,,0,N/Surge,219.99,No Discount,no surge,,0,N/Surge,366.65,No Discount,no surge,502.48,0,N/Surge,,No Discount,no surge
2,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Deniya Car Rental 335/3 Moratuwa Road Deniya Rd Piliyandala 10300,2026-04-29,10:02:28,155.31,0,N/Surge,197.04,No Discount,no surge,281.6,0,N/Surge,359.56,No Discount,no surge,354.55,0,N/Surge,457.94,No Discount,no surge,594.24,0,N/Surge,755.10,No Discount,no surge,,0,N/Surge,219.99,No Discount,no surge,,0,N/Surge,366.65,No Discount,no surge,467.52,0,N/Surge,,No Discount,no surge
3,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Ranuth Furniture Moratuwa 10400,2026-04-29,10:03:41,181.98,0,N/Surge,255.86,No Discount,no surge,291.91,0,N/Surge,359.56,No Discount,no surge,416.61,0,N/Surge,487.18,No Discount,no surge,658.97,0,N/Surge,755.10,No Discount,no surge,,0,N/Surge,244.56,No Discount,no surge,,0,N/Surge,434.08,No Discount,no surge,516.44,0,N/Surge,,No Discount,no surge
4,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Enex Fabric Shop 4 Sri Premaratna Mawatha Moratuwa 10400,2026-04-29,10:04:53,231.57,0,N/Surge,309.61,No Discount,no surge,316.15,0,N/Surge,407.56,No Discount,no surge,477.78,0,N/Surge,557.32,No Discount,no surge,756.56,0,N/Surge,755.10,No Discount,no surge,,0,N/Surge,301.91,No Discount,no surge,,0,N/Surge,536.62,No Discount,no surge,545.55,0,N/Surge,,No Discount,no surge
5,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Singhe Furniture Work Shop 8 2 Upper Indibedda Rd Moratuwa 10400,2026-04-29,10:06:06,276.56,0,N/Surge,368.46,No Discount,no surge,384.81,0,N/Surge,499.10,No Discount,no surge,541.55,0,N/Surge,592.56,No Discount,no surge,909.17,0,N/Surge,841.71,No Discount,no surge,,0,N/Surge,383.75,No Discount,no surge,,0,N/Surge,691.87,No Discount,no surge,627.77,0,N/Surge,,No Discount,no surge
6,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Cure Care Pharmacy 159/C 2 Polgasowita 10320,2026-04-29,10:07:18,326.44,0,N/Surge,413.60,No Discount,no surge,452.18,0,N/Surge,537.50,No Discount,no surge,602.31,0,N/Surge,634.98,No Discount,no surge,1053.19,0,N/Surge,922.46,No Discount,no surge,,0,N/Surge,433.94,No Discount,no surge,,0,N/Surge,767.95,No Discount,no surge,735.41,0,N/Surge,,No Discount,no surge
7,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Jithuli Traders Colombo - Horana Rd Polgasowita,2026-04-29,10:08:33,382.0,0,N/Surge,477.05,No Discount,no surge,509.03,0,N/Surge,616.47,No Discount,no surge,667.88,0,N/Surge,698.96,No Discount,no surge,1204.67,0,N/Surge,"1,042.54",No Discount,no surge,,0,N/Surge,498.10,No Discount,no surge,,0,N/Surge,881.25,No Discount,no surge,847.33,0,N/Surge,,No Discount,no surge
8,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Richi (singer) 251 Colombo - Horana Rd Polgasowita,2026-04-29,10:09:45,436.46,0,N/Surge,537.63,No Discount,no surge,575.15,0,N/Surge,694.33,No Discount,no surge,750.5,0,N/Surge,762.30,No Discount,no surge,1353.87,0,N/Surge,"1,162.26",No Discount,no surge,,0,N/Surge,564.18,No Discount,no surge,,0,N/Surge,"1,000.95",No Discount,no surge,955.66,0,N/Surge,,No Discount,no surge
9,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,ITCS - Institute of Training & Care Services 296/2/4 High Level Rd Pannipitiya 10230,2026-04-29,10:10:58,496.83,0,N/Surge,597.17,No Discount,no surge,641.43,0,N/Surge,781.74,No Discount,no surge,837.12,0,N/Surge,856.72,No Discount,no surge,1537.61,0,N/Surge,"1,306.19",No Discount,no surge,,0,N/Surge,631.27,No Discount,no surge,,0,N/Surge,"1,078.02",No Discount,no surge,1070.8,0,N/Surge,,No Discount,no surge
10,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Luxe Highway Residencies by Home Lands Skyline 320 High Level Rd Pannipitiya 10230,2026-04-29,10:12:13,565.0,0,N/Surge,596.30,No Discount,no surge,704.82,0,N/Surge,786.46,No Discount,no surge,915.74,0,N/Surge,859.02,No Discount,no surge,1698.42,0,N/Surge,"1,306.25",No Discount,no surge,,0,N/Surge,631.27,No Discount,no surge,,0,N/Surge,"1,083.16",No Discount,no surge,1178.58,0,N/Surge,,No Discount,no surge
