Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Nawaloka Medical Mount Lavinia,Western Union 359 Galle Rd Dehiwala-Mount Lavinia 10390,2026-04-24,06:01:07,150.76,0,N/Surge,151.25,0,no surge,307.93,0,N/Surge,294.00,300.00,no surge,486.55,0,N/Surge,418.80,0,no surge,686.83,0,N/Surge,623.68,0,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,0,no surge,600.44,0,N/Surge,,0,no surge
2,Nawaloka Medical Mount Lavinia,Singer Mega - Ratmalana 435 Galle Rd Dehiwala-Mount Lavinia 10390,2026-04-24,06:02:13,151.25,0,N/Surge,179.85,0,no surge,308.53,0,N/Surge,300.00,0,no surge,490.11,0,N/Surge,461.54,0,no surge,696.99,0,N/Surge,623.68,0,no surge,,0,N/Surge,151.20,216.00,no surge,,0,N/Surge,300.00,0,no surge,605.85,0,N/Surge,,0,no surge
3,Nawaloka Medical Mount Lavinia,Industrial Estate - Golumadama Junction Rathmalana Moratuwa,2026-04-24,06:03:14,189.32,0,N/Surge,192.51,0,no surge,309.08,0,N/Surge,300.00,0,no surge,516.18,0,N/Surge,530.45,0,no surge,706.4,0,N/Surge,623.68,0,no surge,,0,N/Surge,134.53,192.19,no surge,,0,N/Surge,325.19,0,no surge,610.87,0,N/Surge,,0,no surge
4,Nawaloka Medical Mount Lavinia,W.M.J Fernando & Co (Pvt) Ltd No:576 Galle Rd Moratuwa 10400,2026-04-24,06:04:15,232.68,0,N/Surge,256.85,0,no surge,364.79,0,N/Surge,350.53,0,no surge,599.26,0,N/Surge,599.71,0,no surge,786.0,0,N/Surge,743.20,0,no surge,,0,N/Surge,187.93,268.47,no surge,,0,N/Surge,416.62,0,no surge,696.26,0,N/Surge,,0,no surge
5,Nawaloka Medical Mount Lavinia,Puwakaramba Group of Companies Rawathawatte No: 481 Galle Rd Moratuwa 10400,2026-04-24,06:05:15,281.22,0,N/Surge,279.26,0,no surge,444.64,0,N/Surge,427.59,0,no surge,675.54,0,N/Surge,669.56,0,no surge,907.33,0,N/Surge,867.56,0,no surge,,0,N/Surge,205.77,293.96,no surge,,0,N/Surge,507.14,0,no surge,781.89,0,N/Surge,,0,no surge
6,Nawaloka Medical Mount Lavinia,LOLC Finance PLC Moratuwa 256 Galle Rd Moratuwa 10400,2026-04-24,06:06:13,328.28,0,N/Surge,325.99,0,no surge,506.7,0,N/Surge,490.74,0,no surge,747.48,0,N/Surge,732.77,0,no surge,1023.07,0,N/Surge,980.64,0,no surge,,0,N/Surge,241.88,341.88,no surge,,0,N/Surge,590.75,0,no surge,874.55,0,N/Surge,,0,no surge
7,Nawaloka Medical Mount Lavinia,Pranak Pharmacy 127 NEW A2 Moratuwa 10400,2026-04-24,06:07:16,386.76,0,N/Surge,368.47,0,no surge,574.61,0,N/Surge,557.93,0,no surge,825.45,0,N/Surge,797.48,0,no surge,1147.3,0,N/Surge,"1,095.65",0,no surge,,0,N/Surge,288.81,388.81,no surge,,0,N/Surge,670.48,0,no surge,974.74,0,N/Surge,,0,no surge
8,Nawaloka Medical Mount Lavinia,New Upali Auto Electricals Moratuwa 10400,2026-04-24,06:08:18,446.98,0,N/Surge,416.57,0,no surge,656.28,0,N/Surge,622.98,0,no surge,905.19,0,N/Surge,867.47,0,no surge,1310.23,0,N/Surge,"1,220.75",0,no surge,,0,N/Surge,341.59,441.59,no surge,,0,N/Surge,745.02,0,no surge,1077.59,0,N/Surge,,0,no surge
9,Nawaloka Medical Mount Lavinia,Discount Divans 51 5th Lane Koralawella Moratuwa Colombo 10400,2026-04-24,06:09:18,497.78,0,N/Surge,499.00,0,no surge,713.46,0,N/Surge,701.81,0,no surge,973.78,0,N/Surge,946.49,0,no surge,1446.28,0,N/Surge,"1,361.65",0,no surge,,0,N/Surge,426.97,526.97,no surge,,0,N/Surge,844.83,0,no surge,1174.69,0,N/Surge,,0,no surge
10,Nawaloka Medical Mount Lavinia,Nimal Furniture House 70/4 Moses Ln Moratuwa,2026-04-24,06:10:19,555.97,0,N/Surge,550.64,0,no surge,789.75,0,N/Surge,763.77,0,no surge,1047.78,0,N/Surge,998.81,0,no surge,1603.12,0,N/Surge,"1,444.01",0,no surge,,0,N/Surge,486.73,586.73,no surge,,0,N/Surge,939.18,0,no surge,1286.42,0,N/Surge,,0,no surge
