Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Jayantha Furnitures Pvt Ltd No.105/C Ja Ela Rd Gampaha,2026-04-24,06:01:07,150.76,0,N/Surge,150.00,0,no surge,307.93,0,N/Surge,294.00,300.00,no surge,486.55,0,N/Surge,418.80,0,no surge,686.83,0,N/Surge,623.68,0,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,0,no surge,600.44,0,N/Surge,,0,no surge
2,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Pathirana stores 3XVH+H9M Gampaha,2026-04-24,06:02:09,150.2,0,N/Surge,150.00,0,no surge,301.47,0,N/Surge,300.00,0,no surge,395.73,0,N/Surge,461.57,0,no surge,543.91,0,N/Surge,623.68,0,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,0,no surge,460.28,0,N/Surge,,0,no surge
3,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,MCC survey department 23 Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-24,06:03:08,190.59,0,N/Surge,196.82,0,no surge,310.21,0,N/Surge,301.20,0,no surge,518.55,0,N/Surge,545.21,0,no surge,709.48,0,N/Surge,645.84,0,no surge,,0,N/Surge,139.72,199.60,no surge,,0,N/Surge,344.82,0,no surge,613.35,0,N/Surge,,0,no surge
4,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Badulu Hotel Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-24,06:04:11,224.16,0,N/Surge,235.76,0,no surge,354.65,0,N/Surge,362.84,0,no surge,524.77,0,N/Surge,605.48,0,no surge,723.98,0,N/Surge,753.77,0,no surge,,0,N/Surge,170.84,244.06,no surge,,0,N/Surge,423.37,0,no surge,608.98,0,N/Surge,,0,no surge
5,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Janaka Enterprises Makewite No.140/EMegoda thammithaMakewite Ja-Ela,2026-04-24,06:05:11,261.66,0,N/Surge,374.42,0,no surge,419.26,0,N/Surge,571.99,0,no surge,614.45,0,N/Surge,809.15,0,no surge,847.48,0,N/Surge,"1,117.49",0,no surge,,0,N/Surge,294.24,394.24,no surge,,0,N/Surge,684.45,0,no surge,712.57,0,N/Surge,,0,no surge
6,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Siyane Arcade Minuwangoda Road Udugampola 11000,2026-04-24,06:06:12,312.12,0,N/Surge,328.96,0,no surge,485.83,0,N/Surge,507.99,0,no surge,703.81,0,N/Surge,742.07,0,no surge,970.06,0,N/Surge,997.44,0,no surge,,0,N/Surge,243.85,343.85,no surge,,0,N/Surge,599.91,0,no surge,815.68,0,N/Surge,,0,no surge
7,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Global Auto Mart minuwangoda road,2026-04-24,06:07:11,360.55,0,N/Surge,370.61,0,no surge,549.71,0,N/Surge,568.19,0,no surge,789.49,0,N/Surge,802.58,0,no surge,1087.45,0,N/Surge,"1,105.68",0,no surge,,0,N/Surge,289.79,389.79,no surge,,0,N/Surge,677.19,0,no surge,914.51,0,N/Surge,,0,no surge
9,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Godalla Takeaway Gampaha,2026-04-24,06:08:47,472.62,0,N/Surge,491.51,0,no surge,690.22,0,N/Surge,714.50,0,no surge,979.89,0,N/Surge,946.43,0,no surge,1348.8,0,N/Surge,"1,362.85",0,no surge,,0,N/Surge,419.14,519.14,no surge,,0,N/Surge,847.20,0,no surge,1133.37,0,N/Surge,,0,no surge
10,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Busy Bees Montessori International (AMI) preschool Ekala 3WX7+JM7 Wimalajothi Nahimi Mawatha Ja-Ela,2026-04-24,06:09:47,594.92,0,N/Surge,555.49,0,no surge,829.35,0,N/Surge,785.91,0,no surge,1160.03,0,N/Surge,"1,013.08",0,no surge,1594.37,0,N/Surge,"1,471.83",0,no surge,,0,N/Surge,491.00,591.00,no surge,,0,N/Surge,950.47,0,no surge,1339.99,0,N/Surge,,0,no surge
11,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Sanka Fashion 5W8W+PRV Ekala - Kotadeniyawa Rd Minuwangoda,2026-04-24,06:10:46,595.63,0,N/Surge,620.55,0,no surge,829.95,0,N/Surge,847.22,0,no surge,1161.03,0,N/Surge,"1,072.20",0,no surge,1595.87,0,N/Surge,"1,576.89",0,no surge,,0,N/Surge,557.17,657.17,no surge,,0,N/Surge,"1,030.33",0,no surge,1341.18,0,N/Surge,,0,no surge
12,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Tharushi Vegetables 5XPM+GMR,2026-04-24,06:11:43,668.15,0,N/Surge,695.43,0,no surge,890.44,0,N/Surge,918.85,0,no surge,1256.0,0,N/Surge,"1,144.52",0,no surge,1725.2,0,N/Surge,"1,706.35",0,no surge,,0,N/Surge,629.03,729.03,no surge,,0,N/Surge,"1,098.68",0,no surge,1449.96,0,N/Surge,,0,no surge
