Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Sudu Putha Hardware Piliyandala,2026-04-29,00:01:11,157.71,0,N/Surge,160.00,No Discount,no surge,279.87,0,N/Surge,320.00,No Discount,no surge,390.17,0,N/Surge,359.84,No Discount,no surge,648.74,0,N/Surge,526.09,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,546.86,0,N/Surge,,No Discount,no surge
2,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Deniya Car Rental 335/3 Moratuwa Road Deniya Rd Piliyandala 10300,2026-04-29,00:02:25,159.21,0,N/Surge,160.00,No Discount,no surge,280.86,0,N/Surge,320.00,No Discount,no surge,395.65,0,N/Surge,359.84,No Discount,no surge,663.73,0,N/Surge,598.04,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,553.12,0,N/Surge,,No Discount,no surge
3,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Ranuth Furniture Moratuwa 10400,2026-04-29,00:03:37,206.72,0,N/Surge,214.88,No Discount,no surge,298.04,0,N/Surge,320.00,No Discount,no surge,467.98,0,N/Surge,449.99,No Discount,no surge,836.78,0,N/Surge,762.79,No Discount,no surge,,0,N/Surge,139.72,199.60,no surge,,0,N/Surge,344.32,No Discount,no surge,561.32,0,N/Surge,,No Discount,no surge
4,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Enex Fabric Shop 4 Sri Premaratna Mawatha Moratuwa 10400,2026-04-29,00:04:49,251.26,0,N/Surge,260.39,No Discount,no surge,387.77,0,N/Surge,402.19,No Discount,no surge,555.5,0,N/Surge,533.21,No Discount,no surge,991.06,0,N/Surge,903.10,No Discount,no surge,,0,N/Surge,172.57,246.53,no surge,,0,N/Surge,421.97,No Discount,no surge,672.09,0,N/Surge,,No Discount,no surge
5,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Singhe Furniture Work Shop 8 2 Upper Indibedda Rd Moratuwa 10400,2026-04-29,00:06:02,298.17,0,N/Surge,310.37,No Discount,no surge,463.46,0,N/Surge,489.92,No Discount,no surge,645.0,0,N/Surge,619.40,No Discount,no surge,1152.0,0,N/Surge,"1,049.45",No Discount,no surge,,0,N/Surge,207.84,296.92,no surge,,0,N/Surge,513.84,No Discount,no surge,763.0,0,N/Surge,,No Discount,no surge
6,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Cure Care Pharmacy 159/C 2 Polgasowita 10320,2026-04-29,00:07:14,349.96,0,N/Surge,348.10,No Discount,no surge,539.01,0,N/Surge,526.93,No Discount,no surge,733.68,0,N/Surge,676.66,No Discount,no surge,1310.61,0,N/Surge,"1,146.25",No Discount,no surge,,0,N/Surge,235.95,335.95,no surge,,0,N/Surge,567.42,No Discount,no surge,882.68,0,N/Surge,,No Discount,no surge
7,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Jithuli Traders Colombo - Horana Rd Polgasowita,2026-04-29,00:08:26,402.31,0,N/Surge,402.59,No Discount,no surge,617.35,0,N/Surge,603.42,No Discount,no surge,823.55,0,N/Surge,758.24,No Discount,no surge,1471.69,0,N/Surge,"1,284.74",No Discount,no surge,,0,N/Surge,285.35,385.35,no surge,,0,N/Surge,652.09,No Discount,no surge,1004.02,0,N/Surge,,No Discount,no surge
8,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Richi (singer) 251 Colombo - Horana Rd Polgasowita,2026-04-29,00:09:38,455.5,0,N/Surge,453.55,No Discount,no surge,710.52,0,N/Surge,690.10,No Discount,no surge,910.4,0,N/Surge,841.93,No Discount,no surge,1626.92,0,N/Surge,"1,425.70",No Discount,no surge,,0,N/Surge,338.21,438.21,no surge,,0,N/Surge,759.73,No Discount,no surge,1121.21,0,N/Surge,,No Discount,no surge
9,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,ITCS - Institute of Training & Care Services 296/2/4 High Level Rd Pannipitiya 10230,2026-04-29,00:10:50,528.0,0,N/Surge,518.02,No Discount,no surge,792.75,0,N/Surge,770.37,No Discount,no surge,999.63,0,N/Surge,917.16,No Discount,no surge,1789.83,0,N/Surge,"1,557.84",No Discount,no surge,,0,N/Surge,401.36,501.36,no surge,,0,N/Surge,842.28,No Discount,no surge,1242.16,0,N/Surge,,No Discount,no surge
10,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Luxe Highway Residencies by Home Lands Skyline 320 High Level Rd Pannipitiya 10230,2026-04-29,00:12:02,596.14,0,N/Surge,595.56,No Discount,no surge,859.0,0,N/Surge,851.92,No Discount,no surge,1082.86,0,N/Surge,"1,002.43",No Discount,no surge,1938.39,0,N/Surge,"1,689.86",No Discount,no surge,,0,N/Surge,476.06,576.06,no surge,,0,N/Surge,930.46,No Discount,no surge,1354.43,0,N/Surge,,No Discount,no surge
