Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
2,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,CIB Online Store 345 1 High Level Rd Maharagama 10280,2026-04-24,20:02:03,151.39,0,N/Surge,150.00,No Discount,no surge,304.71,0,N/Surge,300.00,No Discount,no surge,387.2,0,N/Surge,403.97,No Discount,no surge,586.71,0,N/Surge,633.70,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,469.45,0,N/Surge,,No Discount,no surge
3,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Api Singhe Motors (Pvt) Ltd No 640 A Wijerama Gangodawila Nugegoda,2026-04-24,20:03:15,188.88,0,N/Surge,150.00,No Discount,no surge,313.23,0,N/Surge,300.00,No Discount,no surge,515.94,0,N/Surge,403.97,No Discount,no surge,758.12,0,N/Surge,634.26,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,573.38,0,N/Surge,,No Discount,no surge
4,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Gangodawila Girl's Child Development Center,2026-04-24,20:04:23,230.28,0,N/Surge,150.00,No Discount,no surge,386.55,0,N/Surge,300.00,No Discount,no surge,624.52,0,N/Surge,402.72,No Discount,no surge,937.11,0,N/Surge,631.92,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,710.42,0,N/Surge,,No Discount,no surge
5,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Jeewa Plastic (Pvt) Ltd 224 High Level Rd Colombo,2026-04-24,20:05:38,279.19,0,N/Surge,273.36,No Discount,no surge,460.91,0,N/Surge,426.13,No Discount,no surge,730.3,0,N/Surge,730.36,No Discount,no surge,1111.47,0,N/Surge,"1,150.73",No Discount,no surge,,0,N/Surge,201.96,288.52,no surge,,0,N/Surge,515.34,No Discount,no surge,825.43,0,N/Surge,,No Discount,no surge
7,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Felicity Solar Technology (PVT) Ltd 188a High Level Rd Colombo 00600,2026-04-24,20:07:31,387.31,0,N/Surge,367.68,No Discount,no surge,616.28,0,N/Surge,571.87,No Discount,no surge,940.45,0,N/Surge,953.05,No Discount,no surge,1418.71,0,N/Surge,"1,504.76",No Discount,no surge,,0,N/Surge,289.30,389.30,no surge,,0,N/Surge,698.17,No Discount,no surge,1053.82,0,N/Surge,,No Discount,no surge
9,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,PetsVcare Animal Hospitals 506/7 Elvitigala Mawatha Colombo 5,2026-04-24,20:09:21,503.61,0,N/Surge,484.54,No Discount,no surge,747.02,0,N/Surge,726.96,No Discount,no surge,1154.23,0,N/Surge,"1,186.42",No Discount,no surge,1750.87,0,N/Surge,"1,874.37",No Discount,no surge,,0,N/Surge,416.30,516.30,no surge,,0,N/Surge,892.28,No Discount,no surge,1296.3,0,N/Surge,,No Discount,no surge
11,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Nielsen No. 98 D. S. Senanayake Mawatha Colombo 08,2026-04-24,20:11:10,623.68,0,N/Surge,615.36,No Discount,no surge,872.12,0,N/Surge,852.68,No Discount,no surge,1355.68,0,N/Surge,"1,390.34",No Discount,no surge,2064.2,0,N/Surge,"2,184.77",No Discount,no surge,,0,N/Surge,550.77,650.77,no surge,,0,N/Surge,"1,054.06",No Discount,no surge,1534.32,0,N/Surge,,No Discount,no surge
12,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Sarvodaya Development Finance PLC 155 Dr Danister De Silva Mawatha Colombo 00800,2026-04-24,20:12:23,697.86,0,N/Surge,694.54,No Discount,no surge,965.47,0,N/Surge,935.37,No Discount,no surge,1470.19,0,N/Surge,"1,518.99",No Discount,no surge,2244.25,0,N/Surge,"2,389.20",No Discount,no surge,,0,N/Surge,632.59,732.59,no surge,,0,N/Surge,"1,144.28",No Discount,no surge,1670.02,0,N/Surge,,No Discount,no surge
13,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Driveline Dematagoda 279 Dr Danister De Silva Mawatha Colombo 00900,2026-04-24,20:13:38,761.7,0,N/Surge,755.82,No Discount,no surge,1006.2,0,N/Surge,"1,002.24",No Discount,no surge,1568.5,0,N/Surge,"1,619.81",No Discount,no surge,2407.41,0,N/Surge,"2,550.67",No Discount,no surge,,0,N/Surge,697.33,797.33,no surge,,0,N/Surge,"1,242.43",No Discount,no surge,1786.42,0,N/Surge,,No Discount,no surge
14,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,NMK Holdings Private Limited 627 Baseline Rd Colombo,2026-04-24,20:14:51,833.58,0,N/Surge,840.52,No Discount,no surge,1107.43,0,N/Surge,"1,096.01",No Discount,no surge,1696.42,0,N/Surge,"1,773.59",No Discount,no surge,2587.5,0,N/Surge,"2,797.29",No Discount,no surge,,0,N/Surge,791.25,891.25,no surge,,0,N/Surge,"1,363.24",No Discount,no surge,1922.79,0,N/Surge,,No Discount,no surge
15,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Pocket Friendly Hypermart Samagi Mawatha Colombo,2026-04-24,20:16:07,898.07,0,N/Surge,921.76,No Discount,no surge,1172.05,0,N/Surge,"1,180.24",No Discount,no surge,1812.39,0,N/Surge,"1,904.23",No Discount,no surge,2751.53,0,N/Surge,"2,999.72",No Discount,no surge,,0,N/Surge,874.49,974.49,no surge,,0,N/Surge,"1,469.08",No Discount,no surge,2046.55,0,N/Surge,,No Discount,no surge
1,Land of Kings Cafe & Restaurant 135/B Kaduwela,PHARMART PHARMACY Malabe,2026-04-24,20:17:23,150.82,0,N/Surge,150.00,No Discount,no surge,304.0,0,N/Surge,300.00,No Discount,no surge,335.96,0,N/Surge,320.73,No Discount,no surge,543.99,0,N/Surge,471.56,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,463.06,0,N/Surge,,No Discount,no surge
2,Land of Kings Cafe & Restaurant 135/B Kaduwela,Mahamevnawa Amawatura Monastery New Kandy Rd B263 Malabe 10115,2026-04-24,20:18:36,151.36,0,N/Surge,150.00,No Discount,no surge,304.67,0,N/Surge,300.00,No Discount,no surge,387.0,0,N/Surge,409.24,No Discount,no surge,586.13,0,N/Surge,642.64,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,469.14,0,N/Surge,,No Discount,no surge
3,Land of Kings Cafe & Restaurant 135/B Kaduwela,H N Cellular - Malabe 2 329/1 C New Kandy Rd Malabe 10115,2026-04-24,20:19:50,188.81,0,N/Surge,190.12,No Discount,no surge,313.15,0,N/Surge,300.00,No Discount,no surge,515.47,0,N/Surge,519.81,No Discount,no surge,756.79,0,N/Surge,815.74,No Discount,no surge,,0,N/Surge,134.19,191.70,no surge,,0,N/Surge,343.25,No Discount,no surge,572.67,0,N/Surge,,No Discount,no surge
4,Land of Kings Cafe & Restaurant 135/B Kaduwela,Malabe Public Bus Stand 835/2b 471/E Athurugiriya Rd Malabe,2026-04-24,20:21:02,232.49,0,N/Surge,233.76,No Discount,no surge,390.07,0,N/Surge,375.07,No Discount,no surge,628.82,0,N/Surge,636.00,No Discount,no surge,943.04,0,N/Surge,"1,001.13",No Discount,no surge,,0,N/Surge,170.16,243.08,no surge,,0,N/Surge,433.83,No Discount,no surge,714.87,0,N/Surge,,No Discount,no surge
5,Land of Kings Cafe & Restaurant 135/B Kaduwela,Bojunka Food Sri Jayawardenepura Kotte,2026-04-24,20:22:15,277.2,0,N/Surge,274.24,No Discount,no surge,457.9,0,N/Surge,436.09,No Discount,no surge,725.74,0,N/Surge,739.02,No Discount,no surge,1103.49,0,N/Surge,"1,163.94",No Discount,no surge,,0,N/Surge,203.01,290.01,no surge,,0,N/Surge,522.23,No Discount,no surge,820.31,0,N/Surge,,No Discount,no surge
6,Land of Kings Cafe & Restaurant 135/B Kaduwela,The Museum by HGC Kotte-Bope Road New Kandy Rd,2026-04-24,20:23:27,327.72,0,N/Surge,319.12,No Discount,no surge,546.03,0,N/Surge,505.02,No Discount,no surge,831.09,0,N/Surge,848.88,No Discount,no surge,1258.71,0,N/Surge,"1,338.22",No Discount,no surge,,0,N/Surge,240.39,340.39,no surge,,0,N/Surge,609.69,No Discount,no surge,934.93,0,N/Surge,,No Discount,no surge
7,Land of Kings Cafe & Restaurant 135/B Kaduwela,Salon Taweera Junction 316 Kaduwela Rd Sri Jayawardenepura Kotte,2026-04-24,20:24:38,384.94,0,N/Surge,319.56,No Discount,no surge,613.53,0,N/Surge,510.38,No Discount,no surge,935.8,0,N/Surge,848.81,No Discount,no surge,1411.28,0,N/Surge,"1,339.00",No Discount,no surge,,0,N/Surge,239.41,339.41,no surge,,0,N/Surge,605.15,No Discount,no surge,1048.57,0,N/Surge,,No Discount,no surge
8,Land of Kings Cafe & Restaurant 135/B Kaduwela,The station Hair and Beauty bridal salon 333 Kaduwela Rd Battaramulla 12138,2026-04-24,20:25:47,445.49,0,N/Surge,414.32,No Discount,no surge,683.65,0,N/Surge,649.95,No Discount,no surge,1046.98,0,N/Surge,"1,073.33",No Discount,no surge,1585.15,0,N/Surge,"1,693.12",No Discount,no surge,,0,N/Surge,341.59,441.59,no surge,,0,N/Surge,792.77,No Discount,no surge,1169.88,0,N/Surge,,No Discount,no surge
9,Land of Kings Cafe & Restaurant 135/B Kaduwela,David Pieris Automobiles (Pvt) Ltd 133 Battaramulla - Pannipitiya Rd Battaramulla 10110,2026-04-24,20:26:59,500.25,0,N/Surge,472.14,No Discount,no surge,743.36,0,N/Surge,705.38,No Discount,no surge,1148.2,0,N/Surge,"1,162.72",No Discount,no surge,1741.83,0,N/Surge,"1,835.01",No Discount,no surge,,0,N/Surge,402.07,502.07,no surge,,0,N/Surge,866.05,No Discount,no surge,1289.27,0,N/Surge,,No Discount,no surge
10,Land of Kings Cafe & Restaurant 135/B Kaduwela,Street Burger 899 Kotte Rd Sri Jayawardenepura Kotte,2026-04-24,20:28:14,555.52,0,N/Surge,550.64,No Discount,no surge,803.62,0,N/Surge,798.53,No Discount,no surge,1250.01,0,N/Surge,"1,295.51",No Discount,no surge,1898.87,0,N/Surge,"2,035.73",No Discount,no surge,,0,N/Surge,483.89,583.89,no surge,,0,N/Surge,966.18,No Discount,no surge,1409.22,0,N/Surge,,No Discount,no surge
11,Land of Kings Cafe & Restaurant 135/B Kaduwela,Nations Trust Bank 196 Sri Jayawardenepura Mawatha Sri Jayawardenepura Kotte 00800,2026-04-24,20:29:28,626.39,0,N/Surge,620.87,No Discount,no surge,874.83,0,N/Surge,858.30,No Discount,no surge,1359.63,0,N/Surge,"1,398.83",No Discount,no surge,2070.03,0,N/Surge,"2,199.82",No Discount,no surge,,0,N/Surge,558.59,658.59,no surge,,0,N/Surge,"1,064.28",No Discount,no surge,1538.91,0,N/Surge,,No Discount,no surge
