Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,DM Printers Maharagama 155 highleval rd Colombo - Batticaloa Hwy Maharagama,2026-04-26,17:01:12,154.79,0,N/Surge,75.10,150.20,no surge,311.97,0,N/Surge,150.00,300.00,no surge,445.94,0,N/Surge,231.89,463.79,no surge,640.49,0,N/Surge,406.92,656.92,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,547.79,0,N/Surge,,No Discount,no surge
2,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,CIB Online Store 345 1 High Level Rd Maharagama 10280,2026-04-26,17:02:25,155.39,0,N/Surge,75.10,150.20,no surge,312.71,0,N/Surge,150.00,300.00,no surge,465.52,0,N/Surge,240.91,481.82,no surge,652.99,0,N/Surge,406.92,656.92,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,554.45,0,N/Surge,,No Discount,no surge
3,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Api Singhe Motors (Pvt) Ltd No 640 A Wijerama Gangodawila Nugegoda,2026-04-26,17:03:36,195.78,0,N/Surge,95.08,190.17,no surge,313.46,0,N/Surge,150.00,300.00,no surge,560.9,0,N/Surge,323.22,573.22,no surge,750.29,0,N/Surge,542.88,792.88,no surge,,0,N/Surge,134.19,191.70,no surge,,0,N/Surge,334.50,No Discount,no surge,638.93,0,N/Surge,,No Discount,no surge
4,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Gangodawila Girl's Child Development Center,2026-04-26,17:04:48,239.14,0,N/Surge,120.62,241.24,no surge,392.35,0,N/Surge,192.25,384.50,no surge,659.79,0,N/Surge,441.13,691.13,no surge,909.93,0,N/Surge,719.17,969.17,no surge,,0,N/Surge,176.38,251.97,no surge,,0,N/Surge,439.11,No Discount,no surge,726.66,0,N/Surge,,No Discount,no surge
5,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Jeewa Plastic (Pvt) Ltd 224 High Level Rd Colombo,2026-04-26,17:05:59,293.2,0,N/Surge,136.68,273.36,no surge,472.92,0,N/Surge,218.00,436.00,no surge,758.33,0,N/Surge,509.15,759.15,no surge,1056.56,0,N/Surge,822.87,"1,072.87",no surge,,0,N/Surge,202.31,289.02,no surge,,0,N/Surge,514.69,No Discount,no surge,852.48,0,N/Surge,,No Discount,no surge
6,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Java Lounge 126/B High Level Rd Nugegoda 10250,2026-04-26,17:07:16,350.59,0,N/Surge,162.50,325.00,no surge,557.88,0,N/Surge,261.84,511.84,no surge,853.53,0,N/Surge,607.22,857.22,no surge,1217.1,0,N/Surge,968.74,"1,218.74",no surge,,0,N/Surge,240.89,340.89,no surge,,0,N/Surge,607.21,No Discount,no surge,974.29,0,N/Surge,,No Discount,no surge
7,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Felicity Solar Technology (PVT) Ltd 188a High Level Rd Colombo 00600,2026-04-26,17:08:29,402.36,0,N/Surge,184.06,368.12,no surge,646.35,0,N/Surge,330.14,580.14,no surge,952.86,0,N/Surge,695.78,945.78,no surge,1384.88,0,N/Surge,"1,102.90","1,352.90",no surge,,0,N/Surge,289.79,389.79,no surge,,0,N/Surge,693.60,No Discount,no surge,1101.44,0,N/Surge,,No Discount,no surge
8,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Nanomedix (Pvt) Ltd. 112/1 H. Sri Nissanka Mw Maya Ave Colombo 00600,2026-04-26,17:09:40,453.61,0,N/Surge,207.49,414.99,no surge,738.96,0,N/Surge,409.62,659.62,no surge,1050.96,0,N/Surge,795.02,"1,045.02",no surge,1545.26,0,N/Surge,"1,251.22","1,501.22",no surge,,0,N/Surge,343.01,443.01,no surge,,0,N/Surge,789.81,No Discount,no surge,1226.97,0,N/Surge,,No Discount,no surge
9,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,PetsVcare Animal Hospitals 506/7 Elvitigala Mawatha Colombo 5,2026-04-26,17:10:51,523.04,0,N/Surge,242.61,485.22,no surge,832.72,0,N/Surge,488.57,738.57,no surge,1149.82,0,N/Surge,892.33,"1,142.33",no surge,1705.42,0,N/Surge,"1,397.08","1,647.08",no surge,,0,N/Surge,416.30,516.30,no surge,,0,N/Surge,886.53,No Discount,no surge,1353.17,0,N/Surge,,No Discount,no surge
10,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Bank of Ceylon ATM Victoria Pl Colombo 00800,2026-04-26,17:12:03,590.69,0,N/Surge,299.95,549.95,no surge,912.47,0,N/Surge,554.85,804.85,no surge,1247.29,0,N/Surge,978.47,"1,228.47",no surge,1865.16,0,N/Surge,"1,519.53","1,769.53",no surge,,0,N/Surge,483.18,583.18,no surge,,0,N/Surge,968.33,No Discount,no surge,1477.96,0,N/Surge,,No Discount,no surge
