Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Jayantha Furnitures Pvt Ltd No.105/C Ja Ela Rd Gampaha,2026-04-28,04:01:21,159.71,0,N/Surge,177.55,No Discount,no surge,280.87,0,N/Surge,281.00,No Discount,no surge,392.2,0,N/Surge,"1,363.00",No Discount,no surge,533.83,0,N/Surge,623.68,No Discount,no surge,,0,N/Surge,180.00,No Discount,no surge,,0,N/Surge,300.00,No Discount,no surge,454.9,0,N/Surge,,No Discount,no surge
2,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Pathirana stores 3XVH+H9M Gampaha,2026-04-28,04:02:41,160.23,0,N/Surge,177.45,No Discount,no surge,281.51,0,N/Surge,281.00,No Discount,no surge,395.99,0,N/Surge,"1,363.00",No Discount,no surge,544.66,0,N/Surge,623.68,No Discount,no surge,,0,N/Surge,180.00,No Discount,no surge,,0,N/Surge,300.00,No Discount,no surge,460.68,0,N/Surge,,No Discount,no surge
3,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,MCC survey department 23 Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-28,04:03:58,211.94,0,N/Surge,232.71,No Discount,no surge,366.48,0,N/Surge,367.74,No Discount,no surge,437.64,0,N/Surge,"1,363.00",No Discount,no surge,603.79,0,N/Surge,644.61,No Discount,no surge,,0,N/Surge,198.62,No Discount,no surge,,0,N/Surge,340.03,No Discount,no surge,508.28,0,N/Surge,,No Discount,no surge
4,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Badulu Hotel Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-28,04:05:11,254.05,0,N/Surge,277.43,No Discount,no surge,446.51,0,N/Surge,456.02,No Discount,no surge,523.95,0,N/Surge,"1,363.00",No Discount,no surge,721.65,0,N/Surge,763.79,No Discount,no surge,,0,N/Surge,247.03,No Discount,no surge,,0,N/Surge,424.91,No Discount,no surge,607.73,0,N/Surge,,No Discount,no surge
5,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Janaka Enterprises Makewite No.140/EMegoda thammithaMakewite Ja-Ela,2026-04-28,04:06:26,300.48,0,N/Surge,426.78,No Discount,no surge,529.04,0,N/Surge,688.54,No Discount,no surge,613.13,0,N/Surge,"1,363.00",No Discount,no surge,843.73,0,N/Surge,"1,112.69",No Discount,no surge,,0,N/Surge,394.73,No Discount,no surge,,0,N/Surge,688.47,No Discount,no surge,710.57,0,N/Surge,,No Discount,no surge
6,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Siyane Arcade Minuwangoda Road Udugampola 11000,2026-04-28,04:07:40,351.93,0,N/Surge,376.90,No Discount,no surge,611.59,0,N/Surge,615.82,No Discount,no surge,702.37,0,N/Surge,"1,363.00",No Discount,no surge,965.98,0,N/Surge,993.94,No Discount,no surge,,0,N/Surge,343.85,No Discount,no surge,,0,N/Surge,602.74,No Discount,no surge,813.5,0,N/Surge,,No Discount,no surge
7,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Global Auto Mart minuwangoda road,2026-04-28,04:08:56,399.37,0,N/Surge,422.91,No Discount,no surge,684.08,0,N/Surge,682.89,No Discount,no surge,787.88,0,N/Surge,"1,363.00",No Discount,no surge,1082.87,0,N/Surge,"1,102.80",No Discount,no surge,,0,N/Surge,390.78,No Discount,no surge,,0,N/Surge,681.98,No Discount,no surge,912.07,0,N/Surge,,No Discount,no surge
8,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,CRS ENGINEERING PRIVATE LIMITED,2026-04-28,04:10:08,448.77,0,N/Surge,472.74,No Discount,no surge,756.69,0,N/Surge,754.20,No Discount,no surge,879.68,0,N/Surge,"1,363.00",No Discount,no surge,1208.04,0,N/Surge,"1,225.79",No Discount,no surge,,0,N/Surge,440.88,No Discount,no surge,,0,N/Surge,771.00,No Discount,no surge,1017.39,0,N/Surge,,No Discount,no surge
9,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Godalla Takeaway Gampaha,2026-04-28,04:11:20,524.62,0,N/Surge,554.01,No Discount,no surge,833.67,0,N/Surge,832.57,No Discount,no surge,976.97,0,N/Surge,944.77,No Discount,no surge,1340.47,0,N/Surge,"1,355.76",No Discount,no surge,,0,N/Surge,521.99,No Discount,no surge,,0,N/Surge,863.36,No Discount,no surge,1128.93,0,N/Surge,,No Discount,no surge
10,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Busy Bees Montessori International (AMI) preschool Ekala 3WX7+JM7 Wimalajothi Nahimi Mawatha Ja-Ela,2026-04-28,04:12:29,670.55,0,N/Surge,622.59,No Discount,no surge,974.9,0,N/Surge,898.93,No Discount,no surge,1157.92,0,N/Surge,"2,482.00",No Discount,no surge,1588.37,0,N/Surge,"1,464.86",No Discount,no surge,,0,N/Surge,592.42,No Discount,no surge,,0,N/Surge,950.67,No Discount,no surge,1336.79,0,N/Surge,,No Discount,no surge
