Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Nawaloka Medical Mount Lavinia,Western Union 359 Galle Rd Dehiwala-Mount Lavinia 10390,2026-04-29,10:01:15,154.8,0,N/Surge,187.49,No Discount,no surge,289.98,0,N/Surge,380.00,No Discount,no surge,406.87,0,N/Surge,445.90,No Discount,no surge,632.74,0,N/Surge,740.21,No Discount,no surge,,0,N/Surge,157.70,225.28,no surge,,0,N/Surge,375.47,No Discount,no surge,502.92,0,N/Surge,,No Discount,no surge
2,Nawaloka Medical Mount Lavinia,Singer Mega - Ratmalana 435 Galle Rd Dehiwala-Mount Lavinia 10390,2026-04-29,10:02:28,155.38,0,N/Surge,187.49,No Discount,no surge,290.69,0,N/Surge,380.00,No Discount,no surge,411.07,0,N/Surge,445.90,No Discount,no surge,644.74,0,N/Surge,740.21,No Discount,no surge,,0,N/Surge,157.70,225.28,no surge,,0,N/Surge,375.47,No Discount,no surge,509.32,0,N/Surge,,No Discount,no surge
3,Nawaloka Medical Mount Lavinia,Industrial Estate - Golumadama Junction Rathmalana Moratuwa,2026-04-29,10:03:43,180.65,0,N/Surge,236.56,No Discount,no surge,291.33,0,N/Surge,388.00,417.00,no surge,414.87,0,N/Surge,465.41,No Discount,no surge,655.57,0,N/Surge,740.21,No Discount,no surge,,0,N/Surge,168.38,240.54,no surge,,0,N/Surge,466.62,No Discount,no surge,515.09,0,N/Surge,,No Discount,no surge
4,Nawaloka Medical Mount Lavinia,W.M.J Fernando & Co (Pvt) Ltd No:576 Galle Rd Moratuwa 10400,2026-04-29,10:04:58,233.64,0,N/Surge,291.40,No Discount,no surge,319.35,0,N/Surge,421.66,453.24,no surge,480.09,0,N/Surge,534.61,No Discount,no surge,761.75,0,N/Surge,740.21,No Discount,no surge,,0,N/Surge,214.69,306.70,no surge,,0,N/Surge,597.95,No Discount,no surge,548.31,0,N/Surge,,No Discount,no surge
5,Nawaloka Medical Mount Lavinia,Puwakaramba Group of Companies Rawathawatte No: 481 Galle Rd Moratuwa 10400,2026-04-29,10:06:12,277.4,0,N/Surge,357.61,No Discount,no surge,385.97,0,N/Surge,492.48,530.74,no surge,541.77,0,N/Surge,574.15,No Discount,no surge,909.24,0,N/Surge,800.82,No Discount,no surge,,0,N/Surge,260.58,360.58,no surge,,0,N/Surge,709.13,No Discount,no surge,628.41,0,N/Surge,,No Discount,no surge
6,Nawaloka Medical Mount Lavinia,LOLC Finance PLC Moratuwa 256 Galle Rd Moratuwa 10400,2026-04-29,10:07:28,322.53,0,N/Surge,417.18,No Discount,no surge,597.95,0,Surge,565.03,609.05,no surge,599.3,0,N/Surge,632.68,No Discount,no surge,1046.9,0,N/Surge,909.81,No Discount,no surge,,0,N/Surge,319.36,419.36,no surge,,0,N/Surge,823.17,No Discount,no surge,729.66,0,N/Surge,,No Discount,no surge
7,Nawaloka Medical Mount Lavinia,Pranak Pharmacy 127 NEW A2 Moratuwa 10400,2026-04-29,10:08:43,377.06,0,N/Surge,472.88,No Discount,no surge,652.97,0,Surge,644.85,695.20,no surge,662.61,0,N/Surge,695.45,No Discount,no surge,1198.47,0,N/Surge,"1,025.37",No Discount,no surge,,0,N/Surge,378.74,478.74,no surge,,0,N/Surge,940.84,No Discount,no surge,841.02,0,N/Surge,,No Discount,no surge
8,Nawaloka Medical Mount Lavinia,New Upali Auto Electricals Moratuwa 10400,2026-04-29,10:09:55,433.37,0,N/Surge,"1,384.39",No Discount,no surge,721.73,0,Surge,"1,379.30",No Discount,no surge,748.6,0,N/Surge,"1,370.80",No Discount,no surge,1352.23,0,N/Surge,"2,173.69",No Discount,no surge,,0,N/Surge,"1,200.01","1,300.01",no surge,,0,N/Surge,"1,930.82",No Discount,no surge,953.79,0,N/Surge,,No Discount,no surge
9,Nawaloka Medical Mount Lavinia,Discount Divans 51 5th Lane Koralawella Moratuwa Colombo 10400,2026-04-29,10:11:09,486.1,0,N/Surge,543.18,No Discount,no surge,780.87,0,Surge,687.19,No Discount,no surge,823.52,0,N/Surge,796.07,No Discount,no surge,1508.94,0,N/Surge,"1,223.90",No Discount,no surge,,0,N/Surge,455.09,555.09,no surge,,0,N/Surge,982.44,No Discount,no surge,1052.31,0,N/Surge,,No Discount,no surge
10,Nawaloka Medical Mount Lavinia,Nimal Furniture House 70/4 Moses Ln Moratuwa,2026-04-29,10:12:26,558.2,0,N/Surge,721.99,No Discount,no surge,698.56,0,N/Surge,834.90,No Discount,no surge,909.33,0,N/Surge,926.43,No Discount,no surge,1688.46,0,N/Surge,"1,461.93",No Discount,no surge,,0,N/Surge,637.26,737.26,no surge,,0,N/Surge,"1,212.69",No Discount,no surge,1170.04,0,N/Surge,,No Discount,no surge
11,Nawaloka Medical Mount Lavinia,M Craft Handcraft Designers Sunanda Eliya Rd Moratuwa,2026-04-29,10:13:36,630.58,0,N/Surge,804.66,No Discount,no surge,765.85,0,N/Surge,895.95,No Discount,no surge,992.68,0,N/Surge,982.60,No Discount,no surge,1835.74,0,N/Surge,"1,568.26",No Discount,no surge,,0,N/Surge,713.68,813.68,no surge,,0,N/Surge,"1,294.66",No Discount,no surge,1284.3,0,N/Surge,,No Discount,no surge
12,Nawaloka Medical Mount Lavinia,SD Sticker Galle Road Moratuwa,2026-04-29,10:14:49,701.72,0,N/Surge,899.91,No Discount,no surge,832.05,0,N/Surge,971.23,No Discount,no surge,1075.95,0,N/Surge,"1,050.55",No Discount,no surge,1983.44,0,N/Surge,"1,697.72",No Discount,no surge,,0,N/Surge,806.09,906.09,no surge,,0,N/Surge,"1,404.67",No Discount,no surge,1398.36,0,N/Surge,,No Discount,no surge
13,Nawaloka Medical Mount Lavinia,Zuhriya(Lawyer) 29 Govipola Rd Panadura,2026-04-29,10:16:05,774.08,0,N/Surge,951.27,No Discount,no surge,899.79,0,N/Surge,"1,122.93",No Discount,no surge,1173.67,0,N/Surge,"1,157.81",No Discount,no surge,2143.0,0,N/Surge,"1,757.74",No Discount,no surge,,0,N/Surge,920.26,"1,020.26",no surge,,0,N/Surge,"1,568.10",No Discount,no surge,1519.08,0,N/Surge,,No Discount,no surge
14,Nawaloka Medical Mount Lavinia,Barista Kottawa 292 1 High Level Rd Pannipitiya 10230,2026-04-29,10:17:21,841.44,0,N/Surge,"1,038.18",No Discount,no surge,969.25,0,N/Surge,"1,243.76",No Discount,no surge,1264.53,0,N/Surge,"1,252.22",No Discount,no surge,2291.15,0,N/Surge,"1,914.02",No Discount,no surge,,0,N/Surge,"1,036.38","1,136.38",no surge,,0,N/Surge,"1,717.04",No Discount,no surge,1631.27,0,N/Surge,,No Discount,no surge
