Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,One Galle Face Mall 1A Centre Road Colombo 00200,The Emperor 75A Galle Rd Colombo 00300,2026-04-25,09:01:10,154.75,0,N/Surge,150.00,No Discount,no surge,289.92,0,N/Surge,300.00,No Discount,no surge,376.63,0,N/Surge,355.43,No Discount,no surge,651.66,0,N/Surge,573.72,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,522.35,0,N/Surge,,No Discount,no surge
2,One Galle Face Mall 1A Centre Road Colombo 00200,Liberty Plaza 300 Srimath Anagarika Dharmapala Mawatha Colombo 00300,2026-04-25,09:02:17,156.51,0,N/Surge,158.00,No Discount,no surge,290.57,0,N/Surge,300.00,No Discount,no surge,419.71,0,N/Surge,433.57,No Discount,no surge,662.74,0,N/Surge,573.72,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,528.25,0,N/Surge,,No Discount,no surge
3,One Galle Face Mall 1A Centre Road Colombo 00200,Roar Global 367 R. A. De Mel Mawatha Colombo 00300,2026-04-25,09:03:25,197.61,0,N/Surge,192.32,No Discount,no surge,291.65,0,N/Surge,300.00,No Discount,no surge,500.71,0,N/Surge,502.19,No Discount,no surge,674.06,0,N/Surge,573.72,No Discount,no surge,,0,N/Surge,136.95,195.65,no surge,,0,N/Surge,346.99,No Discount,no surge,535.82,0,N/Surge,,No Discount,no surge
4,One Galle Face Mall 1A Centre Road Colombo 00200,Horton Regency Apartments 33 Horton Pl Colombo 00700,2026-04-25,09:04:31,239.51,0,N/Surge,233.32,No Discount,no surge,316.08,0,N/Surge,323.22,No Discount,no surge,594.34,0,N/Surge,577.97,No Discount,no surge,750.31,0,N/Surge,664.70,No Discount,no surge,,0,N/Surge,169.81,242.58,no surge,,0,N/Surge,421.14,No Discount,no surge,651.88,0,N/Surge,,No Discount,no surge
5,One Galle Face Mall 1A Centre Road Colombo 00200,Cinnamon Nest Apartments 5 Dudley Senanayake Mawatha Colombo 00800,2026-04-25,09:05:43,293.76,0,N/Surge,276.00,No Discount,no surge,383.55,0,N/Surge,391.01,No Discount,no surge,690.03,0,N/Surge,657.19,No Discount,no surge,887.36,0,N/Surge,773.80,No Discount,no surge,,0,N/Surge,205.08,292.97,no surge,,0,N/Surge,528.60,No Discount,no surge,766.38,0,N/Surge,,No Discount,no surge
6,One Galle Face Mall 1A Centre Road Colombo 00200,Marine Fuel Center Marine Dr Colombo,2026-04-25,09:06:54,354.99,0,N/Surge,330.72,No Discount,no surge,452.99,0,N/Surge,448.15,No Discount,no surge,782.44,0,N/Surge,736.54,No Discount,no surge,1024.66,0,N/Surge,885.56,No Discount,no surge,,0,N/Surge,255.21,355.21,no surge,,0,N/Surge,633.37,No Discount,no surge,889.67,0,N/Surge,,No Discount,no surge
7,One Galle Face Mall 1A Centre Road Colombo 00200,Marine Seafood 55 Collingwood Pl Colombo 00600,2026-04-25,09:08:01,404.02,0,N/Surge,372.08,No Discount,no surge,505.53,0,N/Surge,497.64,No Discount,no surge,868.78,0,N/Surge,790.79,No Discount,no surge,1173.48,0,N/Surge,958.69,No Discount,no surge,,0,N/Surge,291.28,391.28,no surge,,0,N/Surge,674.66,No Discount,no surge,1005.03,0,N/Surge,,No Discount,no surge
8,One Galle Face Mall 1A Centre Road Colombo 00200,Jagota Agro Products 467 Sri Jayawardenepura Mawatha Sri Jayawardenepura Kotte 10107,2026-04-25,09:09:10,453.52,0,N/Surge,412.56,No Discount,no surge,569.59,0,N/Surge,583.23,No Discount,no surge,957.24,0,N/Surge,880.99,No Discount,no surge,1328.38,0,N/Surge,"1,081.67",No Discount,no surge,,0,N/Surge,343.73,443.73,no surge,,0,N/Surge,802.24,No Discount,no surge,1119.9,0,N/Surge,,No Discount,no surge
9,One Galle Face Mall 1A Centre Road Colombo 00200,Infinity Garden - Diyatha Uyana Mies Rohe Fountain Sri Jayawardenepura Kotte,2026-04-25,09:10:22,521.72,0,N/Surge,485.22,No Discount,no surge,635.9,0,N/Surge,654.78,No Discount,no surge,1047.0,0,N/Surge,964.52,No Discount,no surge,1482.36,0,N/Surge,"1,195.61",No Discount,no surge,,0,N/Surge,421.99,521.99,no surge,,0,N/Surge,885.03,No Discount,no surge,1235.94,0,N/Surge,,No Discount,no surge
10,One Galle Face Mall 1A Centre Road Colombo 00200,Janaka Record Bar Main St Battaramulla,2026-04-25,09:11:29,589.33,0,N/Surge,553.39,No Discount,no surge,701.62,0,N/Surge,709.60,No Discount,no surge,1136.3,0,N/Surge,"1,031.13",No Discount,no surge,1607.01,0,N/Surge,"1,280.98",No Discount,no surge,,0,N/Surge,488.16,588.16,no surge,,0,N/Surge,978.05,No Discount,no surge,1351.45,0,N/Surge,,No Discount,no surge
