Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,One Galle Face Mall 1A Centre Road Colombo 00200,The Emperor 75A Galle Rd Colombo 00300,2026-04-28,04:01:12,158.7,0,N/Surge,160.00,No Discount,no surge,279.86,0,N/Surge,320.00,No Discount,no surge,461.07,0,N/Surge,465.34,No Discount,no surge,685.66,0,N/Surge,693.05,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,571.81,0,N/Surge,,No Discount,no surge
2,One Galle Face Mall 1A Centre Road Colombo 00200,Liberty Plaza 300 Srimath Anagarika Dharmapala Mawatha Colombo 00300,2026-04-28,04:02:22,160.62,0,N/Surge,160.00,No Discount,no surge,280.93,0,N/Surge,320.00,No Discount,no surge,496.89,0,N/Surge,465.34,No Discount,no surge,698.1,0,N/Surge,693.05,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,579.7,0,N/Surge,,No Discount,no surge
3,One Galle Face Mall 1A Centre Road Colombo 00200,Roar Global 367 R. A. De Mel Mawatha Colombo 00300,2026-04-28,04:03:33,207.58,0,N/Surge,210.47,No Discount,no surge,297.76,0,N/Surge,320.00,No Discount,no surge,566.92,0,N/Surge,594.73,No Discount,no surge,767.23,0,N/Surge,693.89,No Discount,no surge,,0,N/Surge,136.95,195.65,no surge,,0,N/Surge,339.91,No Discount,no surge,658.08,0,N/Surge,,No Discount,no surge
4,One Galle Face Mall 1A Centre Road Colombo 00200,Horton Regency Apartments 33 Horton Pl Colombo 00700,2026-04-28,04:04:45,257.2,0,N/Surge,255.00,No Discount,no surge,387.7,0,N/Surge,390.32,No Discount,no surge,638.09,0,N/Surge,668.95,No Discount,no surge,840.9,0,N/Surge,825.76,No Discount,no surge,,0,N/Surge,170.50,243.57,no surge,,0,N/Surge,425.35,No Discount,no surge,738.46,0,N/Surge,,No Discount,no surge
5,One Galle Face Mall 1A Centre Road Colombo 00200,Cinnamon Nest Apartments 5 Dudley Senanayake Mawatha Colombo 00800,2026-04-28,04:06:03,308.28,0,N/Surge,304.00,No Discount,no surge,462.02,0,N/Surge,469.45,No Discount,no surge,710.3,0,N/Surge,744.90,No Discount,no surge,964.1,0,N/Surge,961.46,No Discount,no surge,,0,N/Surge,203.69,290.99,no surge,,0,N/Surge,497.27,No Discount,no surge,824.77,0,N/Surge,,No Discount,no surge
6,One Galle Face Mall 1A Centre Road Colombo 00200,Marine Fuel Center Marine Dr Colombo,2026-04-28,04:07:15,371.15,0,N/Surge,360.45,No Discount,no surge,539.8,0,N/Surge,547.32,No Discount,no surge,784.78,0,N/Surge,821.03,No Discount,no surge,1089.65,0,N/Surge,"1,098.03",No Discount,no surge,,0,N/Surge,249.29,349.29,no surge,,0,N/Surge,608.13,No Discount,no surge,926.99,0,N/Surge,,No Discount,no surge
7,One Galle Face Mall 1A Centre Road Colombo 00200,Marine Seafood 55 Collingwood Pl Colombo 00600,2026-04-28,04:08:32,428.7,0,N/Surge,402.59,No Discount,no surge,611.81,0,N/Surge,612.73,No Discount,no surge,853.1,0,N/Surge,882.99,No Discount,no surge,1206.44,0,N/Surge,"1,208.93",No Discount,no surge,,0,N/Surge,290.29,390.29,no surge,,0,N/Surge,678.46,No Discount,no surge,1020.79,0,N/Surge,,No Discount,no surge
8,One Galle Face Mall 1A Centre Road Colombo 00200,Jagota Agro Products 467 Sri Jayawardenepura Mawatha Sri Jayawardenepura Kotte 10107,2026-04-28,04:09:43,486.67,0,N/Surge,455.02,No Discount,no surge,702.81,0,N/Surge,703.68,No Discount,no surge,924.35,0,N/Surge,965.68,No Discount,no surge,1364.05,0,N/Surge,"1,354.36",No Discount,no surge,,0,N/Surge,345.15,445.15,no surge,,0,N/Surge,775.95,No Discount,no surge,1119.14,0,N/Surge,,No Discount,no surge
9,One Galle Face Mall 1A Centre Road Colombo 00200,Infinity Garden - Diyatha Uyana Mies Rohe Fountain Sri Jayawardenepura Kotte,2026-04-28,04:10:58,548.63,0,N/Surge,535.00,No Discount,no surge,786.71,0,N/Surge,783.65,No Discount,no surge,995.45,0,N/Surge,"1,045.81",No Discount,no surge,1513.8,0,N/Surge,"1,497.28",No Discount,no surge,,0,N/Surge,420.57,520.57,no surge,,0,N/Surge,862.82,No Discount,no surge,1226.54,0,N/Surge,,No Discount,no surge
10,One Galle Face Mall 1A Centre Road Colombo 00200,Janaka Record Bar Main St Battaramulla,2026-04-28,04:12:12,612.1,0,N/Surge,607.38,No Discount,no surge,855.28,0,N/Surge,860.79,No Discount,no surge,1076.86,0,N/Surge,"1,117.48",No Discount,no surge,1665.55,0,N/Surge,"1,612.55",No Discount,no surge,,0,N/Surge,487.44,587.44,no surge,,0,N/Surge,940.78,No Discount,no surge,1334.74,0,N/Surge,,No Discount,no surge
