Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,DM Printers Maharagama 155 highleval rd Colombo - Batticaloa Hwy Maharagama,2026-04-25,06:01:13,150.69,0,N/Surge,150.00,No Discount,no surge,307.84,0,N/Surge,322.42,329.00,no surge,460.95,0,N/Surge,465.34,No Discount,no surge,685.33,0,N/Surge,693.05,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,330.00,No Discount,no surge,571.64,0,N/Surge,,No Discount,no surge
2,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,CIB Online Store 345 1 High Level Rd Maharagama 10280,2026-04-25,06:02:22,151.18,0,N/Surge,150.00,No Discount,no surge,308.44,0,N/Surge,329.00,No Discount,no surge,493.34,0,N/Surge,518.98,No Discount,no surge,695.49,0,N/Surge,693.05,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,330.00,No Discount,no surge,577.05,0,N/Surge,,No Discount,no surge
3,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Api Singhe Motors (Pvt) Ltd No 640 A Wijerama Gangodawila Nugegoda,2026-04-25,06:03:29,188.55,0,N/Surge,190.12,No Discount,no surge,309.07,0,N/Surge,300.00,No Discount,no surge,564.28,0,N/Surge,592.67,No Discount,no surge,766.29,0,N/Surge,693.05,No Discount,no surge,,0,N/Surge,133.85,191.21,no surge,,0,N/Surge,322.90,No Discount,no surge,655.49,0,N/Surge,,No Discount,no surge
4,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Gangodawila Girl's Child Development Center,2026-04-25,06:04:35,229.81,0,N/Surge,241.24,No Discount,no surge,360.2,0,N/Surge,379.65,No Discount,no surge,637.47,0,N/Surge,686.88,No Discount,no surge,840.44,0,N/Surge,859.49,No Discount,no surge,,0,N/Surge,177.76,253.94,no surge,,0,N/Surge,444.19,No Discount,no surge,737.8,0,N/Surge,,No Discount,no surge
5,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Jeewa Plastic (Pvt) Ltd 224 High Level Rd Colombo,2026-04-25,06:05:43,278.67,0,N/Surge,273.80,No Discount,no surge,441.27,0,N/Surge,428.03,No Discount,no surge,709.51,0,N/Surge,739.33,No Discount,no surge,962.64,0,N/Surge,953.79,No Discount,no surge,,0,N/Surge,202.66,289.51,no surge,,0,N/Surge,505.21,No Discount,no surge,823.66,0,N/Surge,,No Discount,no surge
6,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Java Lounge 126/B High Level Rd Nugegoda 10250,2026-04-25,06:06:50,328.2,0,N/Surge,325.00,No Discount,no surge,506.6,0,N/Surge,501.86,No Discount,no surge,779.97,0,N/Surge,817.32,No Discount,no surge,1083.32,0,N/Surge,"1,093.19",No Discount,no surge,,0,N/Surge,241.38,341.38,no surge,,0,N/Surge,598.23,No Discount,no surge,920.62,0,N/Surge,,No Discount,no surge
7,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Felicity Solar Technology (PVT) Ltd 188a High Level Rd Colombo 00600,2026-04-25,06:07:57,386.63,0,N/Surge,368.12,No Discount,no surge,574.45,0,N/Surge,571.26,No Discount,no surge,852.51,0,N/Surge,890.56,No Discount,no surge,1206.64,0,N/Surge,"1,222.61",No Discount,no surge,,0,N/Surge,289.79,389.79,no surge,,0,N/Surge,681.02,No Discount,no surge,1020.32,0,N/Surge,,No Discount,no surge
8,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Nanomedix (Pvt) Ltd. 112/1 H. Sri Nissanka Mw Maya Ave Colombo 00600,2026-04-25,06:09:05,444.75,0,N/Surge,414.99,No Discount,no surge,653.77,0,N/Surge,646.39,No Discount,no surge,925.28,0,N/Surge,970.47,No Discount,no surge,1366.72,0,N/Surge,"1,366.70",No Discount,no surge,,0,N/Surge,343.73,443.73,no surge,,0,N/Surge,775.33,No Discount,no surge,1120.56,0,N/Surge,,No Discount,no surge
9,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,PetsVcare Animal Hospitals 506/7 Elvitigala Mawatha Colombo 5,2026-04-25,06:10:13,502.74,0,N/Surge,484.54,No Discount,no surge,719.48,0,N/Surge,717.65,No Discount,no surge,998.0,0,N/Surge,"1,047.39",No Discount,no surge,1519.48,0,N/Surge,"1,503.04",No Discount,no surge,,0,N/Surge,412.74,512.74,no surge,,0,N/Surge,843.18,No Discount,no surge,1230.11,0,N/Surge,,No Discount,no surge
10,Domino's Pizza - Maharagama 134/A/1 Avissawella Rd Maharagama 10280,Bank of Ceylon ATM Victoria Pl Colombo 00800,2026-04-25,06:11:21,559.71,0,N/Surge,549.26,No Discount,no surge,794.07,0,N/Surge,786.54,No Discount,no surge,1079.53,0,N/Surge,"1,115.62",No Discount,no surge,1671.56,0,N/Surge,"1,612.26",No Discount,no surge,,0,N/Surge,482.46,582.46,no surge,,0,N/Surge,945.89,No Discount,no surge,1338.49,0,N/Surge,,No Discount,no surge
