Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Sudu Putha Hardware Piliyandala,2026-04-24,06:01:05,150.73,0,N/Surge,150.00,0,no surge,307.89,0,N/Surge,294.00,300.00,no surge,486.31,0,N/Surge,418.80,0,no surge,686.16,0,N/Surge,623.68,0,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,0,no surge,600.08,0,N/Surge,,0,no surge
2,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Deniya Car Rental 335/3 Moratuwa Road Deniya Rd Piliyandala 10300,2026-04-24,06:02:09,150.2,0,N/Surge,158.00,0,no surge,301.47,0,N/Surge,300.00,0,no surge,395.73,0,N/Surge,470.44,0,no surge,543.91,0,N/Surge,623.68,0,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,0,no surge,460.28,0,N/Surge,,0,no surge
3,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Ranuth Furniture Moratuwa 10400,2026-04-24,06:03:08,190.59,0,N/Surge,196.72,0,no surge,310.21,0,N/Surge,300.00,329.00,no surge,518.55,0,N/Surge,542.20,0,no surge,709.48,0,N/Surge,640.14,0,no surge,,0,N/Surge,138.68,198.12,no surge,,0,N/Surge,367.14,0,no surge,613.35,0,N/Surge,,0,no surge
4,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Enex Fabric Shop 4 Sri Premaratna Mawatha Moratuwa 10400,2026-04-24,06:04:10,224.16,0,N/Surge,236.40,0,no surge,354.65,0,N/Surge,375.31,411.84,no surge,524.77,0,N/Surge,612.79,0,no surge,723.98,0,N/Surge,768.38,0,no surge,,0,N/Surge,173.26,247.52,no surge,,0,N/Surge,477.87,0,no surge,608.98,0,N/Surge,,0,no surge
5,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Singhe Furniture Work Shop 8 2 Upper Indibedda Rd Moratuwa 10400,2026-04-24,06:05:12,280.38,0,N/Surge,280.84,0,no surge,443.5,0,N/Surge,456.21,500.83,no surge,675.18,0,N/Surge,684.45,0,no surge,908.25,0,N/Surge,896.68,0,no surge,,0,N/Surge,208.54,297.91,no surge,,0,N/Surge,578.19,0,no surge,781.71,0,N/Surge,,0,no surge
6,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Cure Care Pharmacy 159/C 2 Polgasowita 10320,2026-04-24,06:06:14,332.42,0,N/Surge,316.04,0,no surge,511.63,0,N/Surge,481.35,528.49,no surge,751.25,0,N/Surge,726.25,0,no surge,1026.11,0,N/Surge,969.24,0,no surge,,0,N/Surge,236.94,336.94,no surge,,0,N/Surge,638.88,0,no surge,878.84,0,N/Surge,,0,no surge
7,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Jithuli Traders Colombo - Horana Rd Polgasowita,2026-04-24,06:07:14,392.09,0,N/Surge,365.04,0,no surge,581.95,0,N/Surge,551.20,605.32,no surge,830.03,0,N/Surge,793.19,0,no surge,1154.26,0,N/Surge,"1,088.57",0,no surge,,0,N/Surge,286.83,386.83,no surge,,0,N/Surge,734.50,0,no surge,979.91,0,N/Surge,,0,no surge
8,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Richi (singer) 251 Colombo - Horana Rd Polgasowita,2026-04-24,06:08:14,449.94,0,N/Surge,410.80,0,no surge,659.56,0,N/Surge,619.35,680.29,no surge,906.59,0,N/Surge,860.69,0,no surge,1310.26,0,N/Surge,"1,209.75",0,no surge,,0,N/Surge,338.21,438.21,no surge,,0,N/Surge,832.95,0,no surge,1079.24,0,N/Surge,,0,no surge
9,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,ITCS - Institute of Training & Care Services 296/2/4 High Level Rd Pannipitiya 10230,2026-04-24,06:09:13,506.85,0,N/Surge,474.90,0,no surge,724.88,0,N/Surge,698.10,766.91,no surge,985.7,0,N/Surge,930.82,0,no surge,1471.25,0,N/Surge,"1,334.93",0,no surge,,0,N/Surge,402.78,502.78,no surge,,0,N/Surge,910.05,0,no surge,1192.37,0,N/Surge,,0,no surge
10,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Luxe Highway Residencies by Home Lands Skyline 320 High Level Rd Pannipitiya 10230,2026-04-24,06:10:13,562.38,0,N/Surge,542.37,0,no surge,796.98,0,N/Surge,765.27,840.80,no surge,1053.53,0,N/Surge,996.37,0,no surge,1614.32,0,N/Surge,"1,441.85",0,no surge,,0,N/Surge,472.50,572.50,no surge,,0,N/Surge,"1,001.50",0,no surge,1295.12,0,N/Surge,,0,no surge
11,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Samarasiri Auto Parts and Engineers No: 375/12/B High Level Road Makumbura Pannipitiya 10230,2026-04-24,06:11:16,632.2,0,N/Surge,621.56,0,no surge,873.22,0,N/Surge,853.48,0,no surge,1126.25,0,N/Surge,"1,076.25",0,no surge,1768.74,0,N/Surge,"1,584.92",0,no surge,,0,N/Surge,553.61,653.61,no surge,,0,N/Surge,"1,012.98",0,no surge,1405.28,0,N/Surge,,0,no surge
12,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,New GDK Super Center 138 High Level Rd Homagama,2026-04-24,06:12:13,700.36,0,N/Surge,621.56,0,no surge,949.42,0,N/Surge,853.48,0,no surge,1195.42,0,N/Surge,"1,076.25",0,no surge,1914.07,0,N/Surge,"1,584.92",0,no surge,,0,N/Surge,553.61,653.61,no surge,,0,N/Surge,"1,012.98",0,no surge,1510.06,0,N/Surge,,0,no surge
13,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Sri Kantha Juwellers And Pawn Shop Avissawella Rd Homagama,2026-04-24,06:13:13,764.23,0,N/Surge,742.05,0,no surge,1020.87,0,N/Surge,983.94,0,no surge,1263.24,0,N/Surge,"1,198.08",0,no surge,2058.85,0,N/Surge,"1,802.11",0,no surge,,0,N/Surge,685.24,785.24,no surge,,0,N/Surge,"1,189.01",0,no surge,1612.82,0,N/Surge,,0,no surge
14,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Thinuli motors bike garage 194 A kendalanda Homagama,2026-04-24,06:14:14,834.8,0,N/Surge,808.84,0,no surge,1101.17,0,N/Surge,"1,053.26",0,no surge,1337.44,0,N/Surge,"1,266.53",0,no surge,2203.74,0,N/Surge,"1,926.32",0,no surge,,0,N/Surge,755.67,855.67,no surge,,0,N/Surge,"1,276.24",0,no surge,1724.77,0,N/Surge,,0,no surge
