Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Nawaloka Medical Mount Lavinia,Western Union 359 Galle Rd Dehiwala-Mount Lavinia 10390,2026-04-26,09:01:16,154.79,0,N/Surge,75.00,150.00,no surge,289.97,0,N/Surge,150.00,300.00,no surge,376.13,0,N/Surge,159.49,318.98,no surge,652.41,0,N/Surge,266.44,516.44,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,522.75,0,N/Surge,,No Discount,no surge
2,Nawaloka Medical Mount Lavinia,Singer Mega - Ratmalana 435 Galle Rd Dehiwala-Mount Lavinia 10390,2026-04-26,09:02:29,155.33,0,N/Surge,75.00,150.00,no surge,290.63,0,N/Surge,150.00,300.00,no surge,416.2,0,N/Surge,190.04,380.08,no surge,663.74,0,N/Surge,266.44,516.44,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,528.79,0,N/Surge,,No Discount,no surge
3,Nawaloka Medical Mount Lavinia,Industrial Estate - Golumadama Junction Rathmalana Moratuwa,2026-04-26,09:03:43,196.43,0,N/Surge,392.21,642.21,no surge,291.25,0,N/Surge,521.09,771.09,no surge,498.62,0,N/Surge,746.23,996.23,no surge,674.23,0,N/Surge,996.18,"1,246.18",no surge,,0,N/Surge,567.84,667.84,no surge,,0,N/Surge,"1,062.96",No Discount,no surge,534.38,0,N/Surge,,No Discount,no surge
4,Nawaloka Medical Mount Lavinia,W.M.J Fernando & Co (Pvt) Ltd No:576 Galle Rd Moratuwa 10400,2026-04-26,09:04:55,242.01,0,N/Surge,116.66,233.32,no surge,319.2,0,N/Surge,157.64,315.28,no surge,597.76,0,N/Surge,265.46,515.46,no surge,753.33,0,N/Surge,344.48,594.48,no surge,,0,N/Surge,170.84,244.06,no surge,,0,N/Surge,426.45,No Discount,no surge,655.54,0,N/Surge,,No Discount,no surge
5,Nawaloka Medical Mount Lavinia,Puwakaramba Group of Companies Rawathawatte No: 481 Galle Rd Moratuwa 10400,2026-04-26,09:06:06,295.76,0,N/Surge,138.88,277.76,no surge,385.8,0,N/Surge,190.20,380.41,no surge,691.1,0,N/Surge,334.06,584.06,no surge,885.58,0,N/Surge,438.76,688.76,no surge,,0,N/Surge,205.77,293.96,no surge,,0,N/Surge,515.47,No Discount,no surge,767.35,0,N/Surge,,No Discount,no surge
6,Nawaloka Medical Mount Lavinia,LOLC Finance PLC Moratuwa 256 Galle Rd Moratuwa 10400,2026-04-26,09:07:18,350.06,0,N/Surge,162.94,325.88,no surge,447.62,0,N/Surge,221.53,443.07,no surge,772.81,0,N/Surge,398.89,648.89,no surge,1006.62,0,N/Surge,526.31,776.31,no surge,,0,N/Surge,240.89,340.89,no surge,,0,N/Surge,592.87,No Discount,no surge,876.48,0,N/Surge,,No Discount,no surge
7,Nawaloka Medical Mount Lavinia,Pranak Pharmacy 127 NEW A2 Moratuwa 10400,2026-04-26,09:08:36,401.77,0,N/Surge,660.75,910.75,no surge,602.62,0,Surge,772.04,"1,022.04",no surge,863.51,0,N/Surge,"1,019.10","1,269.10",no surge,1162.47,0,N/Surge,"1,373.85","1,623.85",no surge,,0,N/Surge,863.82,963.82,no surge,,0,N/Surge,"1,435.20",No Discount,no surge,997.82,0,N/Surge,,No Discount,no surge
8,Nawaloka Medical Mount Lavinia,New Upali Auto Electricals Moratuwa 10400,2026-04-26,09:09:46,455.53,0,N/Surge,207.84,415.68,no surge,671.38,0,Surge,317.43,623.17,no surge,955.79,0,N/Surge,533.74,783.74,no surge,1320.23,0,N/Surge,712.28,962.28,no surge,,0,N/Surge,344.44,444.44,no surge,,0,N/Surge,860.31,No Discount,no surge,1116.89,0,N/Surge,,No Discount,no surge
9,Nawaloka Medical Mount Lavinia,Discount Divans 51 5th Lane Koralawella Moratuwa Colombo 10400,2026-04-26,09:10:56,516.34,0,N/Surge,208.18,416.37,no surge,730.5,0,Surge,318.76,624.64,no surge,1036.0,0,N/Surge,533.51,783.51,no surge,1458.61,0,N/Surge,711.54,961.54,no surge,,0,N/Surge,343.01,443.01,no surge,,0,N/Surge,848.99,No Discount,no surge,1220.63,0,N/Surge,,No Discount,no surge
10,Nawaloka Medical Mount Lavinia,Nimal Furniture House 70/4 Moses Ln Moratuwa,2026-04-26,09:12:06,585.98,0,N/Surge,302.70,552.70,no surge,798.22,0,Surge,435.41,752.95,no surge,1128.14,0,N/Surge,661.38,911.38,no surge,1588.55,0,N/Surge,880.14,"1,130.14",no surge,,0,N/Surge,490.29,590.29,no surge,,0,N/Surge,"1,060.16",No Discount,no surge,1339.87,0,N/Surge,,No Discount,no surge
