Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
2,One Galle Face Mall 1A Centre Road Colombo 00200,Liberty Plaza 300 Srimath Anagarika Dharmapala Mawatha Colombo 00300,2026-04-25,00:01:49,160.6,0,N/Surge,168.00,No Discount,no surge,280.91,0,N/Surge,320.00,No Discount,no surge,395.71,0,N/Surge,406.93,No Discount,no surge,663.6,0,N/Surge,686.31,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,552.19,0,N/Surge,,No Discount,no surge
3,One Galle Face Mall 1A Centre Road Colombo 00200,Roar Global 367 R. A. De Mel Mawatha Colombo 00300,2026-04-25,00:02:57,207.66,0,N/Surge,210.47,No Discount,no surge,297.85,0,N/Surge,320.00,No Discount,no surge,466.81,0,N/Surge,491.67,No Discount,no surge,833.45,0,N/Surge,831.84,No Discount,no surge,,0,N/Surge,136.61,195.16,no surge,,0,N/Surge,340.47,No Discount,no surge,559.54,0,N/Surge,,No Discount,no surge
4,One Galle Face Mall 1A Centre Road Colombo 00200,Horton Regency Apartments 33 Horton Pl Colombo 00700,2026-04-25,00:04:04,257.3,0,N/Surge,255.00,No Discount,no surge,387.82,0,N/Surge,393.00,No Discount,no surge,555.82,0,N/Surge,583.79,No Discount,no surge,991.98,0,N/Surge,987.00,No Discount,no surge,,0,N/Surge,169.46,242.09,no surge,,0,N/Surge,413.04,No Discount,no surge,672.57,0,N/Surge,,No Discount,no surge
5,One Galle Face Mall 1A Centre Road Colombo 00200,Cinnamon Nest Apartments 5 Dudley Senanayake Mawatha Colombo 00800,2026-04-25,00:05:13,308.37,0,N/Surge,304.49,No Discount,no surge,462.13,0,N/Surge,476.78,No Discount,no surge,644.1,0,N/Surge,676.25,No Discount,no surge,1151.29,0,N/Surge,"1,144.05",No Discount,no surge,,0,N/Surge,203.69,290.99,no surge,,0,N/Surge,501.44,No Discount,no surge,761.94,0,N/Surge,,No Discount,no surge
6,One Galle Face Mall 1A Centre Road Colombo 00200,Marine Fuel Center Marine Dr Colombo,2026-04-25,00:06:25,371.19,0,N/Surge,362.90,No Discount,no surge,689.86,0,Surge,556.64,No Discount,no surge,735.25,0,N/Surge,775.88,No Discount,no surge,1314.17,0,N/Surge,"1,315.95",No Discount,no surge,,0,N/Surge,251.76,351.76,no surge,,0,N/Surge,618.56,No Discount,no surge,884.92,0,N/Surge,,No Discount,no surge
7,One Galle Face Mall 1A Centre Road Colombo 00200,Marine Seafood 55 Collingwood Pl Colombo 00600,2026-04-25,00:07:38,428.87,0,N/Surge,403.08,No Discount,no surge,762.02,0,Surge,618.78,No Discount,no surge,820.0,0,N/Surge,842.63,No Discount,no surge,1467.06,0,N/Surge,"1,431.22",No Discount,no surge,,0,N/Surge,290.78,390.78,no surge,,0,N/Surge,683.98,No Discount,no surge,999.5,0,N/Surge,,No Discount,no surge
8,One Galle Face Mall 1A Centre Road Colombo 00200,Jagota Agro Products 467 Sri Jayawardenepura Mawatha Sri Jayawardenepura Kotte 10107,2026-04-25,00:08:46,486.81,0,N/Surge,456.00,No Discount,no surge,852.98,0,Surge,707.83,No Discount,no surge,906.53,0,N/Surge,947.98,No Discount,no surge,1625.03,0,N/Surge,"1,605.23",No Discount,no surge,,0,N/Surge,338.70,438.70,no surge,,0,N/Surge,755.92,No Discount,no surge,1116.79,0,N/Surge,,No Discount,no surge
9,One Galle Face Mall 1A Centre Road Colombo 00200,Infinity Garden - Diyatha Uyana Mies Rohe Fountain Sri Jayawardenepura Kotte,2026-04-25,00:09:54,548.88,0,N/Surge,532.79,No Discount,no surge,937.02,0,Surge,795.40,No Discount,no surge,994.41,0,N/Surge,"1,046.84",No Discount,no surge,1783.17,0,N/Surge,"1,772.62",No Discount,no surge,,0,N/Surge,417.72,517.72,no surge,,0,N/Surge,867.16,No Discount,no surge,1235.54,0,N/Surge,,No Discount,no surge
10,One Galle Face Mall 1A Centre Road Colombo 00200,Janaka Record Bar Main St Battaramulla,2026-04-25,00:11:03,612.37,0,N/Surge,607.38,No Discount,no surge,1005.62,0,Surge,875.95,No Discount,no surge,1081.97,0,N/Surge,"1,135.83",No Discount,no surge,1941.33,0,N/Surge,"1,913.42",No Discount,no surge,,0,N/Surge,487.44,587.44,no surge,,0,N/Surge,951.12,No Discount,no surge,1353.96,0,N/Surge,,No Discount,no surge
11,One Galle Face Mall 1A Centre Road Colombo 00200,MAS TS car park Thalangama Bus Depot Rd Battaramulla,2026-04-25,00:12:12,675.88,0,N/Surge,679.76,No Discount,no surge,1174.6,0,Surge,957.83,No Discount,no surge,1169.7,0,N/Surge,"1,225.22",No Discount,no surge,2099.91,0,N/Surge,"2,066.42",No Discount,no surge,,0,N/Surge,557.17,657.17,no surge,,0,N/Surge,"1,037.16",No Discount,no surge,1472.6,0,N/Surge,,No Discount,no surge
