Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Jayantha Furnitures Pvt Ltd No.105/C Ja Ela Rd Gampaha,2026-04-29,00:01:14,159.69,0,N/Surge,160.00,No Discount,no surge,280.85,0,N/Surge,281.00,No Discount,no surge,407.05,0,N/Surge,359.84,No Discount,no surge,550.41,0,N/Surge,526.09,No Discount,no surge,,0,N/Surge,180.00,No Discount,no surge,,0,N/Surge,300.00,No Discount,no surge,477.68,0,N/Surge,,No Discount,no surge
2,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Pathirana stores 3XVH+H9M Gampaha,2026-04-29,00:02:25,160.21,0,N/Surge,160.00,No Discount,no surge,281.48,0,N/Surge,281.00,No Discount,no surge,410.82,0,N/Surge,359.84,No Discount,no surge,561.16,0,N/Surge,594.54,No Discount,no surge,,0,N/Surge,180.00,No Discount,no surge,,0,N/Surge,300.00,No Discount,no surge,483.41,0,N/Surge,,No Discount,no surge
4,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Badulu Hotel Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-29,00:04:15,254.18,0,N/Surge,256.96,No Discount,no surge,446.67,0,N/Surge,450.17,No Discount,no surge,569.91,0,N/Surge,527.84,No Discount,no surge,777.4,0,N/Surge,893.99,No Discount,no surge,,0,N/Surge,243.57,No Discount,no surge,,0,N/Surge,416.02,No Discount,no surge,664.2,0,N/Surge,,No Discount,no surge
5,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Janaka Enterprises Makewite No.140/EMegoda thammithaMakewite Ja-Ela,2026-04-29,00:05:26,300.61,0,N/Surge,409.94,No Discount,no surge,529.19,0,N/Surge,687.84,No Discount,no surge,666.04,0,N/Surge,774.69,No Discount,no surge,905.31,0,N/Surge,"1,312.92",No Discount,no surge,,0,N/Surge,394.73,No Discount,no surge,,0,N/Surge,686.05,No Discount,no surge,771.95,0,N/Surge,,No Discount,no surge
6,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Siyane Arcade Minuwangoda Road Udugampola 11000,2026-04-29,00:06:37,352.04,0,N/Surge,359.47,No Discount,no surge,611.72,0,N/Surge,615.12,No Discount,no surge,762.16,0,N/Surge,689.74,No Discount,no surge,1033.22,0,N/Surge,"1,167.18",No Discount,no surge,,0,N/Surge,343.36,No Discount,no surge,,0,N/Surge,597.47,No Discount,no surge,879.7,0,N/Surge,,No Discount,no surge
7,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Global Auto Mart minuwangoda road,2026-04-29,00:07:53,399.48,0,N/Surge,406.51,No Discount,no surge,684.22,0,N/Surge,682.19,No Discount,no surge,854.42,0,N/Surge,764.06,No Discount,no surge,1155.96,0,N/Surge,"1,294.62",No Discount,no surge,,0,N/Surge,388.31,No Discount,no surge,,0,N/Surge,658.88,No Discount,no surge,983.11,0,N/Surge,,No Discount,no surge
8,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,CRS ENGINEERING PRIVATE LIMITED,2026-04-29,00:09:07,448.89,0,N/Surge,"2,940.09",No Discount,no surge,756.83,0,N/Surge,"3,148.04","3,461.84",no surge,955.17,0,N/Surge,"3,759.27",No Discount,no surge,1291.05,0,N/Surge,"6,200.80",No Discount,no surge,,0,N/Surge,"3,041.61",No Discount,no surge,,0,N/Surge,"3,906.19",No Discount,no surge,1097.31,0,N/Surge,,No Discount,no surge
9,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Godalla Takeaway Gampaha,2026-04-29,00:10:20,524.68,0,N/Surge,536.48,No Discount,no surge,833.75,0,N/Surge,832.57,No Discount,no surge,1061.65,0,N/Surge,942.76,No Discount,no surge,1433.09,0,N/Surge,"1,598.62",No Discount,no surge,,0,N/Surge,522.70,No Discount,no surge,,0,N/Surge,865.13,No Discount,no surge,1217.86,0,N/Surge,,No Discount,no surge
10,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Busy Bees Montessori International (AMI) preschool Ekala 3WX7+JM7 Wimalajothi Nahimi Mawatha Ja-Ela,2026-04-29,00:11:32,670.65,0,N/Surge,606.64,No Discount,no surge,975.03,0,N/Surge,900.34,No Discount,no surge,1260.5,0,N/Surge,"1,022.56",No Discount,no surge,1701.33,0,N/Surge,"1,725.24",No Discount,no surge,,0,N/Surge,593.85,No Discount,no surge,,0,N/Surge,954.55,No Discount,no surge,1443.77,0,N/Surge,,No Discount,no surge
11,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Sanka Fashion 5W8W+PRV Ekala - Kotadeniyawa Rd Minuwangoda,2026-04-29,00:12:43,671.3,0,N/Surge,677.40,No Discount,no surge,975.54,0,N/Surge,966.71,No Discount,no surge,1260.81,0,N/Surge,"1,097.26",No Discount,no surge,1700.69,0,N/Surge,"1,850.58",No Discount,no surge,,0,N/Surge,657.88,No Discount,no surge,,0,N/Surge,"1,028.35",No Discount,no surge,1443.84,0,N/Surge,,No Discount,no surge
