Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,One Galle Face Mall 1A Centre Road Colombo 00200,The Emperor 75A Galle Rd Colombo 00300,2026-04-25,17:01:11,154.75,0,N/Surge,150.00,No Discount,no surge,561.92,0,Surge,300.00,No Discount,no surge,445.94,0,N/Surge,463.79,No Discount,no surge,639.58,0,N/Surge,656.92,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,547.3,0,N/Surge,,No Discount,no surge
2,One Galle Face Mall 1A Centre Road Colombo 00200,Liberty Plaza 300 Srimath Anagarika Dharmapala Mawatha Colombo 00300,2026-04-25,17:02:19,156.56,0,N/Surge,158.00,No Discount,no surge,312.63,0,N/Surge,300.00,No Discount,no surge,468.48,0,N/Surge,492.26,No Discount,no surge,654.27,0,N/Surge,671.09,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,556.14,0,N/Surge,,No Discount,no surge
3,One Galle Face Mall 1A Centre Road Colombo 00200,Roar Global 367 R. A. De Mel Mawatha Colombo 00300,2026-04-25,17:03:26,197.69,0,N/Surge,193.64,No Discount,no surge,314.85,0,N/Surge,300.00,No Discount,no surge,564.38,0,N/Surge,581.32,No Discount,no surge,752.51,0,N/Surge,804.58,No Discount,no surge,,0,N/Surge,135.58,193.68,no surge,,0,N/Surge,334.83,No Discount,no surge,641.16,0,N/Surge,,No Discount,no surge
4,One Galle Face Mall 1A Centre Road Colombo 00200,Horton Regency Apartments 33 Horton Pl Colombo 00700,2026-04-25,17:04:35,239.59,0,N/Surge,232.00,No Discount,no surge,393.18,0,N/Surge,371.37,No Discount,no surge,660.92,0,N/Surge,675.19,No Discount,no surge,911.98,0,N/Surge,945.08,No Discount,no surge,,0,N/Surge,171.19,244.56,no surge,,0,N/Surge,441.64,No Discount,no surge,727.77,0,N/Surge,,No Discount,no surge
5,One Galle Face Mall 1A Centre Road Colombo 00200,Cinnamon Nest Apartments 5 Dudley Senanayake Mawatha Colombo 00800,2026-04-25,17:05:45,293.9,0,N/Surge,275.56,No Discount,no surge,473.93,0,N/Surge,458.43,No Discount,no surge,760.2,0,N/Surge,776.22,No Discount,no surge,1060.74,0,N/Surge,"1,097.90",No Discount,no surge,,0,N/Surge,205.42,293.46,no surge,,0,N/Surge,537.45,No Discount,no surge,855.08,0,N/Surge,,No Discount,no surge
6,One Galle Face Mall 1A Centre Road Colombo 00200,Marine Fuel Center Marine Dr Colombo,2026-04-25,17:06:57,355.09,0,N/Surge,331.60,No Discount,no surge,565.42,0,N/Surge,524.92,No Discount,no surge,860.7,0,N/Surge,883.37,No Discount,no surge,1227.36,0,N/Surge,"1,259.62",No Discount,no surge,,0,N/Surge,257.68,357.68,no surge,,0,N/Surge,647.30,No Discount,no surge,983.09,0,N/Surge,,No Discount,no surge
7,One Galle Face Mall 1A Centre Road Colombo 00200,Marine Seafood 55 Collingwood Pl Colombo 00600,2026-04-25,17:08:07,404.23,0,N/Surge,362.40,No Discount,no surge,649.82,0,N/Surge,569.69,No Discount,no surge,955.58,0,N/Surge,938.16,No Discount,no surge,1387.93,0,N/Surge,"1,344.65",No Discount,no surge,,0,N/Surge,286.83,386.83,no surge,,0,N/Surge,694.98,No Discount,no surge,1104.65,0,N/Surge,,No Discount,no surge
8,One Galle Face Mall 1A Centre Road Colombo 00200,Jagota Agro Products 467 Sri Jayawardenepura Mawatha Sri Jayawardenepura Kotte 10107,2026-04-25,17:09:13,453.83,0,N/Surge,413.44,No Discount,no surge,739.23,0,N/Surge,686.54,No Discount,no surge,1052.6,0,N/Surge,"1,055.60",No Discount,no surge,1549.93,0,N/Surge,"1,516.76",No Discount,no surge,,0,N/Surge,339.19,439.19,no surge,,0,N/Surge,790.85,No Discount,no surge,1229.46,0,N/Surge,,No Discount,no surge
9,One Galle Face Mall 1A Centre Road Colombo 00200,Infinity Garden - Diyatha Uyana Mies Rohe Fountain Sri Jayawardenepura Kotte,2026-04-25,17:10:23,521.98,0,N/Surge,486.60,No Discount,no surge,831.49,0,N/Surge,758.86,No Discount,no surge,1150.03,0,N/Surge,"1,160.80",No Discount,no surge,1708.39,0,N/Surge,"1,679.36",No Discount,no surge,,0,N/Surge,421.99,521.99,no surge,,0,N/Surge,904.44,No Discount,no surge,1353.96,0,N/Surge,,No Discount,no surge
10,One Galle Face Mall 1A Centre Road Colombo 00200,Janaka Record Bar Main St Battaramulla,2026-04-25,17:11:31,589.7,0,N/Surge,554.08,No Discount,no surge,911.35,0,N/Surge,832.98,No Discount,no surge,1248.17,0,N/Surge,"1,248.06",No Discount,no surge,1870.05,0,N/Surge,"1,798.91",No Discount,no surge,,0,N/Surge,488.87,588.87,no surge,,0,N/Surge,988.07,No Discount,no surge,1479.78,0,N/Surge,,No Discount,no surge
