Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Jayantha Furnitures Pvt Ltd No.105/C Ja Ela Rd Gampaha,2026-04-28,22:01:11,149.72,0,N/Surge,150.00,No Discount,no surge,280.88,0,N/Surge,320.00,No Discount,no surge,337.23,0,N/Surge,286.83,No Discount,no surge,445.91,0,N/Surge,426.35,No Discount,no surge,,0,N/Surge,180.00,No Discount,no surge,,0,N/Surge,300.00,No Discount,no surge,379.95,0,N/Surge,,No Discount,no surge
2,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Pathirana stores 3XVH+H9M Gampaha,2026-04-28,22:02:27,150.22,0,N/Surge,150.00,No Discount,no surge,281.5,0,N/Surge,320.00,No Discount,no surge,340.94,0,N/Surge,351.50,No Discount,no surge,456.49,0,N/Surge,550.89,No Discount,no surge,,0,N/Surge,180.00,No Discount,no surge,,0,N/Surge,300.00,No Discount,no surge,385.59,0,N/Surge,,No Discount,no surge
3,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,MCC survey department 23 Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-28,22:03:43,187.89,0,N/Surge,196.72,No Discount,no surge,366.65,0,N/Surge,326.37,No Discount,no surge,403.3,0,N/Surge,470.60,No Discount,no surge,544.21,0,N/Surge,738.79,No Discount,no surge,,0,N/Surge,199.60,No Discount,no surge,,0,N/Surge,348.49,No Discount,no surge,455.38,0,N/Surge,,No Discount,no surge
4,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Badulu Hotel Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-28,22:04:56,224.23,0,N/Surge,233.32,No Discount,no surge,446.73,0,N/Surge,398.32,No Discount,no surge,480.29,0,N/Surge,557.94,No Discount,no surge,652.48,0,N/Surge,878.13,No Discount,no surge,,0,N/Surge,245.05,No Discount,no surge,,0,N/Surge,430.08,No Discount,no surge,543.78,0,N/Surge,,No Discount,no surge
5,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Janaka Enterprises Makewite No.140/EMegoda thammithaMakewite Ja-Ela,2026-04-28,22:06:09,261.73,0,N/Surge,372.08,No Discount,no surge,529.35,0,N/Surge,635.27,No Discount,no surge,556.94,0,N/Surge,845.53,No Discount,no surge,760.89,0,N/Surge,"1,337.59",No Discount,no surge,,0,N/Surge,395.23,No Discount,no surge,,0,N/Surge,691.16,No Discount,no surge,632.33,0,N/Surge,,No Discount,no surge
6,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Siyane Arcade Minuwangoda Road Udugampola 11000,2026-04-28,22:07:20,312.12,0,N/Surge,326.32,No Discount,no surge,611.83,0,N/Surge,556.05,No Discount,no surge,636.81,0,N/Surge,746.31,No Discount,no surge,872.06,0,N/Surge,"1,177.67",No Discount,no surge,,0,N/Surge,343.36,No Discount,no surge,,0,N/Surge,600.56,No Discount,no surge,723.68,0,N/Surge,,No Discount,no surge
7,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Global Auto Mart minuwangoda road,2026-04-28,22:08:35,360.66,0,N/Surge,368.12,No Discount,no surge,684.48,0,N/Surge,617.36,No Discount,no surge,716.53,0,N/Surge,833.39,No Discount,no surge,985.86,0,N/Surge,"1,317.33",No Discount,no surge,,0,N/Surge,388.81,No Discount,no surge,,0,N/Surge,662.90,No Discount,no surge,815.98,0,N/Surge,,No Discount,no surge
8,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,CRS ENGINEERING PRIVATE LIMITED,2026-04-28,22:09:47,414.87,0,N/Surge,418.44,No Discount,no surge,757.06,0,N/Surge,715.12,No Discount,no surge,798.27,0,N/Surge,938.76,No Discount,no surge,1100.69,0,N/Surge,"1,483.36",No Discount,no surge,,0,N/Surge,447.28,No Discount,no surge,,0,N/Surge,776.09,No Discount,no surge,910.16,0,N/Surge,,No Discount,no surge
9,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Godalla Takeaway Gampaha,2026-04-28,22:10:59,472.42,0,N/Surge,488.67,No Discount,no surge,833.92,0,N/Surge,797.86,No Discount,no surge,884.23,0,N/Surge,"1,040.52",No Discount,no surge,1220.44,0,N/Surge,"1,648.00",No Discount,no surge,,0,N/Surge,522.70,No Discount,no surge,,0,N/Surge,870.80,No Discount,no surge,1008.9,0,N/Surge,,No Discount,no surge
10,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Busy Bees Montessori International (AMI) preschool Ekala 3WX7+JM7 Wimalajothi Nahimi Mawatha Ja-Ela,2026-04-28,22:12:09,594.87,0,N/Surge,558.21,No Discount,no surge,975.2,0,N/Surge,862.66,No Discount,no surge,1039.97,0,N/Surge,"1,132.57",No Discount,no surge,1433.81,0,N/Surge,"1,784.81",No Discount,no surge,,0,N/Surge,588.87,No Discount,no surge,,0,N/Surge,931.24,No Discount,no surge,1183.84,0,N/Surge,,No Discount,no surge
