Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,One Galle Face Mall 1A Centre Road Colombo 00200,The Emperor 75A Galle Rd Colombo 00300,2026-04-28,14:48:15,149.74,0,N/Surge,150.00,No Discount,no surge,306.91,0,N/Surge,300.00,No Discount,no surge,406.43,0,N/Surge,392.23,No Discount,no surge,631.49,0,N/Surge,648.86,No Discount,no surge,,0,N/Surge,180.00,No Discount,no surge,,0,N/Surge,300.00,No Discount,no surge,502.26,0,N/Surge,,No Discount,no surge
2,One Galle Face Mall 1A Centre Road Colombo 00200,Liberty Plaza 300 Srimath Anagarika Dharmapala Mawatha Colombo 00300,2026-04-28,14:49:29,150.75,0,N/Surge,158.00,No Discount,no surge,307.6,0,N/Surge,300.00,No Discount,no surge,410.52,0,N/Surge,392.23,No Discount,no surge,643.16,0,N/Surge,648.86,No Discount,no surge,,0,N/Surge,180.00,No Discount,no surge,,0,N/Surge,300.00,No Discount,no surge,508.47,0,N/Surge,,No Discount,no surge
3,One Galle Face Mall 1A Centre Road Colombo 00200,Roar Global 367 R. A. De Mel Mawatha Colombo 00300,2026-04-28,14:50:43,166.72,0,N/Surge,189.15,No Discount,no surge,308.7,0,N/Surge,300.00,No Discount,no surge,415.42,0,N/Surge,411.83,No Discount,no surge,655.56,0,N/Surge,648.86,No Discount,no surge,,0,N/Surge,193.68,No Discount,no surge,,0,N/Surge,335.00,No Discount,no surge,514.62,0,N/Surge,,No Discount,no surge
4,One Galle Face Mall 1A Centre Road Colombo 00200,Horton Regency Apartments 33 Horton Pl Colombo 00700,2026-04-28,14:51:58,211.57,0,N/Surge,228.72,No Discount,no surge,433.15,0,Surge,322.23,No Discount,no surge,477.75,0,N/Surge,471.27,No Discount,no surge,756.48,0,N/Surge,648.86,No Discount,no surge,,0,N/Surge,242.58,No Discount,no surge,,0,N/Surge,427.39,No Discount,no surge,545.5,0,N/Surge,,No Discount,no surge
5,One Galle Face Mall 1A Centre Road Colombo 00200,Cinnamon Nest Apartments 5 Dudley Senanayake Mawatha Colombo 00800,2026-04-28,14:53:12,257.71,0,N/Surge,227.43,No Discount,no surge,500.61,0,Surge,317.85,No Discount,no surge,541.12,0,N/Surge,471.31,No Discount,no surge,908.51,0,N/Surge,648.86,No Discount,no surge,,0,N/Surge,244.56,No Discount,no surge,,0,N/Surge,442.39,No Discount,no surge,626.82,0,N/Surge,,No Discount,no surge
6,One Galle Face Mall 1A Centre Road Colombo 00200,Marine Fuel Center Marine Dr Colombo,2026-04-28,14:54:26,310.01,0,N/Surge,324.88,No Discount,no surge,571.01,0,Surge,440.21,No Discount,no surge,605.22,0,N/Surge,596.98,No Discount,no surge,1061.23,0,N/Surge,857.14,No Discount,no surge,,0,N/Surge,355.21,No Discount,no surge,,0,N/Surge,640.62,No Discount,no surge,739.99,0,N/Surge,,No Discount,no surge
7,One Galle Face Mall 1A Centre Road Colombo 00200,Marine Seafood 55 Collingwood Pl Colombo 00600,2026-04-28,14:55:40,358.38,0,N/Surge,363.58,No Discount,no surge,635.76,0,Surge,497.60,No Discount,no surge,666.67,0,N/Surge,643.02,No Discount,no surge,1206.53,0,N/Surge,940.26,No Discount,no surge,,0,N/Surge,390.78,No Discount,no surge,,0,N/Surge,687.23,No Discount,no surge,846.52,0,N/Surge,,No Discount,no surge
8,One Galle Face Mall 1A Centre Road Colombo 00200,Jagota Agro Products 467 Sri Jayawardenepura Mawatha Sri Jayawardenepura Kotte 10107,2026-04-28,14:56:53,412.57,0,N/Surge,402.71,No Discount,no surge,700.81,0,Surge,575.97,No Discount,no surge,749.47,0,N/Surge,709.10,No Discount,no surge,1357.24,0,N/Surge,"1,062.44",No Discount,no surge,,0,N/Surge,443.73,No Discount,no surge,,0,N/Surge,810.83,No Discount,no surge,955.8,0,N/Surge,,No Discount,no surge
9,One Galle Face Mall 1A Centre Road Colombo 00200,Infinity Garden - Diyatha Uyana Mies Rohe Fountain Sri Jayawardenepura Kotte,2026-04-28,14:58:08,468.6,0,N/Surge,481.95,No Discount,no surge,868.12,0,Surge,642.00,No Discount,no surge,832.76,0,N/Surge,778.65,No Discount,no surge,1530.86,0,N/Surge,"1,192.96",No Discount,no surge,,0,N/Surge,523.41,No Discount,no surge,,0,N/Surge,910.48,No Discount,no surge,1065.25,0,N/Surge,,No Discount,no surge
10,One Galle Face Mall 1A Centre Road Colombo 00200,Janaka Record Bar Main St Battaramulla,2026-04-28,14:59:22,524.38,0,N/Surge,595.32,No Discount,no surge,937.83,0,Surge,702.99,No Discount,no surge,915.99,0,N/Surge,830.39,No Discount,no surge,1704.44,0,N/Surge,"1,280.26",No Discount,no surge,,0,N/Surge,648.54,No Discount,no surge,,0,N/Surge,993.34,No Discount,no surge,1179.69,0,N/Surge,,No Discount,no surge
