Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Nawaloka Medical Mount Lavinia,Western Union 359 Galle Rd Dehiwala-Mount Lavinia 10390,2026-04-24,04:01:08,158.72,0,N/Surge,160.50,0,no surge,279.88,0,N/Surge,320.00,0,no surge,486.26,0,N/Surge,418.80,0,no surge,685.99,0,N/Surge,623.68,0,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,0,no surge,599.99,0,N/Surge,,0,no surge
2,Nawaloka Medical Mount Lavinia,Singer Mega - Ratmalana 435 Galle Rd Dehiwala-Mount Lavinia 10390,2026-04-24,04:02:08,159.22,0,N/Surge,160.60,0,no surge,280.5,0,N/Surge,320.00,0,no surge,489.94,0,N/Surge,460.87,0,no surge,696.49,0,N/Surge,623.68,0,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,0,no surge,605.59,0,N/Surge,,0,no surge
3,Nawaloka Medical Mount Lavinia,Industrial Estate - Golumadama Junction Rathmalana Moratuwa,2026-04-24,04:03:12,206.17,0,N/Surge,209.20,0,no surge,295.86,0,N/Surge,320.00,0,no surge,515.77,0,N/Surge,530.34,0,no surge,705.24,0,N/Surge,623.68,0,no surge,,0,N/Surge,134.19,191.70,no surge,,0,N/Surge,317.67,0,no surge,610.25,0,N/Surge,,0,no surge
4,Nawaloka Medical Mount Lavinia,W.M.J Fernando & Co (Pvt) Ltd No:576 Galle Rd Moratuwa 10400,2026-04-24,04:04:12,259.6,0,N/Surge,257.45,0,no surge,391.22,0,N/Surge,375.82,0,no surge,597.98,0,N/Surge,599.19,0,no surge,782.33,0,N/Surge,738.83,0,no surge,,0,N/Surge,170.50,243.57,no surge,,0,N/Surge,404.52,0,no surge,694.31,0,N/Surge,,0,no surge
5,Nawaloka Medical Mount Lavinia,Puwakaramba Group of Companies Rawathawatte No: 481 Galle Rd Moratuwa 10400,2026-04-24,04:05:14,307.51,0,N/Surge,893.20,0,no surge,461.08,0,N/Surge,"1,641.08",0,no surge,670.34,0,N/Surge,"1,673.56",0,no surge,897.31,0,N/Surge,"2,540.84",0,no surge,,0,N/Surge,757.81,857.81,no surge,,0,N/Surge,"1,783.67",0,no surge,774.88,0,N/Surge,,0,no surge
6,Nawaloka Medical Mount Lavinia,LOLC Finance PLC Moratuwa 256 Galle Rd Moratuwa 10400,2026-04-24,04:06:15,365.8,0,N/Surge,358.98,0,no surge,533.19,0,N/Surge,522.96,0,no surge,745.29,0,N/Surge,729.49,0,no surge,1016.82,0,N/Surge,971.24,0,no surge,,0,N/Surge,240.89,340.89,no surge,,0,N/Surge,569.29,0,no surge,871.22,0,N/Surge,,0,no surge
7,Nawaloka Medical Mount Lavinia,Pranak Pharmacy 127 NEW A2 Moratuwa 10400,2026-04-24,04:07:15,426.42,0,N/Surge,406.51,0,no surge,608.19,0,N/Surge,604.12,0,no surge,822.97,0,N/Surge,793.37,0,no surge,1140.22,0,N/Surge,"1,083.90",0,no surge,,0,N/Surge,288.81,388.81,no surge,,0,N/Surge,668.81,0,no surge,970.96,0,N/Surge,,0,no surge
8,Nawaloka Medical Mount Lavinia,New Upali Auto Electricals Moratuwa 10400,2026-04-24,04:08:15,488.81,0,N/Surge,458.93,0,no surge,705.76,0,N/Surge,680.62,0,no surge,902.13,0,N/Surge,863.77,0,no surge,1301.49,0,N/Surge,"1,208.90",0,no surge,,0,N/Surge,343.73,443.73,no surge,,0,N/Surge,760.33,0,no surge,1072.93,0,N/Surge,,0,no surge
9,Nawaloka Medical Mount Lavinia,Discount Divans 51 5th Lane Koralawella Moratuwa Colombo 10400,2026-04-24,04:09:17,544.07,0,N/Surge,548.30,0,no surge,780.9,0,N/Surge,773.82,0,no surge,970.43,0,N/Surge,941.65,0,no surge,1436.7,0,N/Surge,"1,348.10",0,no surge,,0,N/Surge,429.10,529.10,no surge,,0,N/Surge,861.98,0,no surge,1169.58,0,N/Surge,,0,no surge
10,Nawaloka Medical Mount Lavinia,Nimal Furniture House 70/4 Moses Ln Moratuwa,2026-04-24,04:10:17,609.26,0,N/Surge,605.16,0,no surge,852.17,0,N/Surge,820.47,0,no surge,1043.61,0,N/Surge,994.02,0,no surge,1591.21,0,N/Surge,"1,432.70",0,no surge,,0,N/Surge,482.46,582.46,no surge,,0,N/Surge,903.56,0,no surge,1280.07,0,N/Surge,,0,no surge
