Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Nawaloka Medical Mount Lavinia,Western Union 359 Galle Rd Dehiwala-Mount Lavinia 10390,2026-04-29,13:31:16,149.81,0,N/Surge,190.05,No Discount,no surge,303.99,0,N/Surge,361.27,No Discount,no surge,406.9,0,N/Surge,446.43,No Discount,no surge,632.83,0,N/Surge,747.34,No Discount,no surge,,0,N/Surge,155.11,221.59,no surge,,0,N/Surge,375.62,No Discount,no surge,502.97,0,N/Surge,,No Discount,no surge
2,Nawaloka Medical Mount Lavinia,Singer Mega - Ratmalana 435 Galle Rd Dehiwala-Mount Lavinia 10390,2026-04-29,13:32:36,150.39,0,N/Surge,190.95,No Discount,no surge,304.7,0,N/Surge,361.27,No Discount,no surge,411.13,0,N/Surge,446.43,No Discount,no surge,644.91,0,N/Surge,747.34,No Discount,no surge,,0,N/Surge,155.11,221.59,no surge,,0,N/Surge,375.62,No Discount,no surge,509.41,0,N/Surge,,No Discount,no surge
3,Nawaloka Medical Mount Lavinia,Industrial Estate - Golumadama Junction Rathmalana Moratuwa,2026-04-29,13:33:51,165.77,0,N/Surge,235.94,No Discount,no surge,305.35,0,N/Surge,396.40,No Discount,no surge,415.02,0,N/Surge,465.97,No Discount,no surge,655.98,0,N/Surge,747.34,No Discount,no surge,,0,N/Surge,178.94,255.63,no surge,,0,N/Surge,466.58,No Discount,no surge,515.31,0,N/Surge,,No Discount,no surge
4,Nawaloka Medical Mount Lavinia,W.M.J Fernando & Co (Pvt) Ltd No:576 Galle Rd Moratuwa 10400,2026-04-29,13:35:08,213.77,0,N/Surge,290.15,No Discount,no surge,327.48,0,N/Surge,390.38,No Discount,no surge,480.27,0,N/Surge,539.02,No Discount,no surge,762.25,0,N/Surge,747.34,No Discount,no surge,,0,N/Surge,224.84,321.20,no surge,,0,N/Surge,550.14,No Discount,no surge,548.58,0,N/Surge,,No Discount,no surge
5,Nawaloka Medical Mount Lavinia,Puwakaramba Group of Companies Rawathawatte No: 481 Galle Rd Moratuwa 10400,2026-04-29,13:36:24,259.47,0,N/Surge,329.81,No Discount,no surge,396.1,0,N/Surge,488.71,No Discount,no surge,541.98,0,N/Surge,576.40,No Discount,no surge,909.82,0,N/Surge,812.51,No Discount,no surge,,0,N/Surge,275.84,375.84,no surge,,0,N/Surge,647.76,No Discount,no surge,628.72,0,N/Surge,,No Discount,no surge
6,Nawaloka Medical Mount Lavinia,LOLC Finance PLC Moratuwa 256 Galle Rd Moratuwa 10400,2026-04-29,13:37:38,305.54,0,N/Surge,384.89,No Discount,no surge,459.95,0,N/Surge,561.72,No Discount,no surge,599.54,0,N/Surge,635.61,No Discount,no surge,1047.56,0,N/Surge,922.89,No Discount,no surge,,0,N/Surge,334.56,434.56,no surge,,0,N/Surge,752.04,No Discount,no surge,730.01,0,N/Surge,,No Discount,no surge
7,Nawaloka Medical Mount Lavinia,Pranak Pharmacy 127 NEW A2 Moratuwa 10400,2026-04-29,13:38:55,356.08,0,N/Surge,436.41,No Discount,no surge,492.0,0,N/Surge,640.31,No Discount,no surge,662.78,0,N/Surge,697.99,No Discount,no surge,1198.97,0,N/Surge,"1,040.12",No Discount,no surge,,0,N/Surge,393.89,493.89,no surge,,0,N/Surge,858.92,No Discount,no surge,841.29,0,N/Surge,,No Discount,no surge
8,Nawaloka Medical Mount Lavinia,New Upali Auto Electricals Moratuwa 10400,2026-04-29,13:40:08,414.28,0,N/Surge,540.00,No Discount,no surge,586.2,0,N/Surge,716.71,No Discount,no surge,749.0,0,N/Surge,762.49,No Discount,no surge,1353.4,0,N/Surge,"1,160.93",No Discount,no surge,,0,N/Surge,515.07,615.07,no surge,,0,N/Surge,971.52,No Discount,no surge,954.41,0,N/Surge,,No Discount,no surge
9,Nawaloka Medical Mount Lavinia,Discount Divans 51 5th Lane Koralawella Moratuwa Colombo 10400,2026-04-29,13:41:25,464.31,0,N/Surge,615.56,No Discount,no surge,634.54,0,N/Surge,850.70,No Discount,no surge,823.96,0,N/Surge,867.19,No Discount,no surge,1510.19,0,N/Surge,"1,347.49",No Discount,no surge,,0,N/Surge,580.70,680.70,no surge,,0,N/Surge,"1,230.35",No Discount,no surge,1052.97,0,N/Surge,,No Discount,no surge
10,Nawaloka Medical Mount Lavinia,Nimal Furniture House 70/4 Moses Ln Moratuwa,2026-04-29,13:42:40,521.57,0,N/Surge,951.83,No Discount,no surge,709.49,0,N/Surge,913.30,No Discount,no surge,909.83,0,N/Surge,920.11,No Discount,no surge,1689.88,0,N/Surge,"1,438.49",No Discount,no surge,,0,N/Surge,958.82,"1,058.82",no surge,,0,N/Surge,"1,354.38",No Discount,no surge,1170.8,0,N/Surge,,No Discount,no surge
