Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Jayantha Furnitures Pvt Ltd No.105/C Ja Ela Rd Gampaha,2026-04-26,13:01:17,149.77,0,N/Surge,75.00,150.00,no surge,300.94,0,N/Surge,150.00,300.00,no surge,338.61,0,N/Surge,176.25,352.50,no surge,537.99,0,N/Surge,333.97,583.97,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,433.52,0,N/Surge,,No Discount,no surge
2,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Pathirana stores 3XVH+H9M Gampaha,2026-04-26,13:02:28,150.32,0,N/Surge,75.00,150.00,no surge,301.61,0,N/Surge,150.00,300.00,no surge,342.61,0,N/Surge,176.25,352.50,no surge,549.41,0,N/Surge,333.97,583.97,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,439.61,0,N/Surge,,No Discount,no surge
3,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,MCC survey department 23 Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-26,13:03:39,187.98,0,N/Surge,98.80,197.60,no surge,302.59,0,N/Surge,150.00,300.00,no surge,348.17,0,N/Surge,187.31,374.63,no surge,561.29,0,N/Surge,333.97,583.97,no surge,,0,N/Surge,149.53,213.62,no surge,,0,N/Surge,343.86,No Discount,no surge,446.63,0,N/Surge,,No Discount,no surge
4,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Badulu Hotel Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-26,13:04:56,224.37,0,N/Surge,117.10,234.20,no surge,312.91,0,N/Surge,162.58,325.17,no surge,401.32,0,N/Surge,211.37,422.75,no surge,584.4,0,N/Surge,333.97,583.97,no surge,,0,N/Surge,182.03,260.05,no surge,,0,N/Surge,424.49,No Discount,no surge,481.33,0,N/Surge,,No Discount,no surge
5,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Janaka Enterprises Makewite No.140/EMegoda thammithaMakewite Ja-Ela,2026-04-26,13:06:08,261.9,0,N/Surge,186.26,372.52,no surge,373.56,0,N/Surge,249.75,499.51,no surge,466.2,0,N/Surge,325.50,575.50,no surge,616.48,0,N/Surge,597.56,847.56,no surge,,0,N/Surge,311.22,411.22,no surge,,0,N/Surge,693.11,No Discount,no surge,526.23,0,N/Surge,,No Discount,no surge
6,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Siyane Arcade Minuwangoda Road Udugampola 11000,2026-04-26,13:07:21,312.32,0,N/Surge,163.38,326.76,no surge,439.06,0,N/Surge,221.74,443.48,no surge,552.21,0,N/Surge,275.10,525.10,no surge,718.06,0,N/Surge,503.66,753.66,no surge,,0,N/Surge,259.35,359.35,no surge,,0,N/Surge,606.76,No Discount,no surge,614.81,0,N/Surge,,No Discount,no surge
7,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Global Auto Mart minuwangoda road,2026-04-26,13:08:33,360.79,0,N/Surge,184.28,368.56,no surge,493.4,0,N/Surge,247.41,494.83,no surge,641.09,0,N/Surge,320.23,570.23,no surge,817.17,0,N/Surge,586.49,836.49,no surge,,0,N/Surge,305.29,405.29,no surge,,0,N/Surge,683.21,No Discount,no surge,706.45,0,N/Surge,,No Discount,no surge
8,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,CRS ENGINEERING PRIVATE LIMITED,2026-04-26,13:09:44,415.09,0,N/Surge,206.72,413.44,no surge,551.88,0,N/Surge,312.64,562.64,no surge,733.45,0,N/Surge,373.50,623.50,no surge,919.74,0,N/Surge,685.67,935.67,no surge,,0,N/Surge,356.59,456.59,no surge,,0,N/Surge,775.68,No Discount,no surge,800.59,0,N/Surge,,No Discount,no surge
9,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Godalla Takeaway Gampaha,2026-04-26,13:10:55,472.65,0,N/Surge,206.72,413.44,no surge,613.96,0,N/Surge,312.37,562.37,no surge,830.16,0,N/Surge,373.34,623.34,no surge,1025.13,0,N/Surge,685.44,935.44,no surge,,0,N/Surge,356.59,456.59,no surge,,0,N/Surge,775.60,No Discount,no surge,898.57,0,N/Surge,,No Discount,no surge
10,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Busy Bees Montessori International (AMI) preschool Ekala 3WX7+JM7 Wimalajothi Nahimi Mawatha Ja-Ela,2026-04-26,13:12:04,595.22,0,N/Surge,306.83,556.83,no surge,748.52,0,N/Surge,430.44,680.44,no surge,1012.22,0,N/Surge,480.86,730.86,no surge,1235.03,0,N/Surge,879.48,"1,129.48",no surge,,0,N/Surge,510.27,610.27,no surge,,0,N/Surge,961.00,No Discount,no surge,1088.52,0,N/Surge,,No Discount,no surge
