Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Jayantha Furnitures Pvt Ltd No.105/C Ja Ela Rd Gampaha,2026-04-28,06:01:14,224.73,0,Surge,150.00,No Discount,no surge,300.9,0,N/Surge,300.00,No Discount,no surge,392.34,0,N/Surge,418.80,No Discount,no surge,534.24,0,N/Surge,623.68,No Discount,no surge,,0,N/Surge,180.00,No Discount,no surge,,0,N/Surge,300.00,No Discount,no surge,455.13,0,N/Surge,,No Discount,no surge
2,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Pathirana stores 3XVH+H9M Gampaha,2026-04-28,06:02:26,225.2,0,Surge,150.00,No Discount,no surge,301.47,0,N/Surge,300.00,No Discount,no surge,395.76,0,N/Surge,462.40,No Discount,no surge,543.99,0,N/Surge,623.68,No Discount,no surge,,0,N/Surge,180.00,No Discount,no surge,,0,N/Surge,300.00,No Discount,no surge,460.32,0,N/Surge,,No Discount,no surge
3,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,MCC survey department 23 Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-28,06:03:39,262.81,0,Surge,197.16,No Discount,no surge,303.64,0,N/Surge,305.79,No Discount,no surge,437.96,0,N/Surge,546.04,No Discount,no surge,604.71,0,N/Surge,645.73,No Discount,no surge,,0,N/Surge,198.62,No Discount,no surge,,0,N/Surge,339.70,No Discount,no surge,508.77,0,N/Surge,,No Discount,no surge
4,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Badulu Hotel Ja Ela-Ekala-Gampaha-Yakkala Hwy,2026-04-28,06:04:52,299.16,0,Surge,236.84,No Discount,no surge,354.64,0,N/Surge,371.99,No Discount,no surge,524.74,0,N/Surge,612.99,No Discount,no surge,723.9,0,N/Surge,765.80,No Discount,no surge,,0,N/Surge,248.02,No Discount,no surge,,0,N/Surge,431.45,No Discount,no surge,608.93,0,N/Surge,,No Discount,no surge
5,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Janaka Enterprises Makewite No.140/EMegoda thammithaMakewite Ja-Ela,2026-04-28,06:06:04,336.65,0,Surge,372.92,No Discount,no surge,419.24,0,N/Surge,575.42,No Discount,no surge,614.33,0,N/Surge,810.75,No Discount,no surge,847.14,0,N/Surge,"1,118.07",No Discount,no surge,,0,N/Surge,394.73,No Discount,no surge,,0,N/Surge,687.39,No Discount,no surge,712.39,0,N/Surge,,No Discount,no surge
6,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Siyane Arcade Minuwangoda Road Udugampola 11000,2026-04-28,06:07:19,312.12,0,N/Surge,326.76,No Discount,no surge,485.82,0,N/Surge,511.59,No Discount,no surge,703.75,0,N/Surge,743.83,No Discount,no surge,969.89,0,N/Surge,997.93,No Discount,no surge,,0,N/Surge,343.36,No Discount,no surge,,0,N/Surge,601.14,No Discount,no surge,815.59,0,N/Surge,,No Discount,no surge
7,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Global Auto Mart minuwangoda road,2026-04-28,06:08:32,360.54,0,N/Surge,369.00,No Discount,no surge,549.69,0,N/Surge,573.73,No Discount,no surge,789.37,0,N/Surge,805.43,No Discount,no surge,1087.12,0,N/Surge,"1,108.60",No Discount,no surge,,0,N/Surge,389.30,No Discount,no surge,,0,N/Surge,669.08,No Discount,no surge,914.33,0,N/Surge,,No Discount,no surge
8,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,CRS ENGINEERING PRIVATE LIMITED,2026-04-28,06:09:44,414.85,0,N/Surge,413.00,No Discount,no surge,624.91,0,N/Surge,649.35,No Discount,no surge,881.7,0,N/Surge,874.14,No Discount,no surge,1213.79,0,N/Surge,"1,231.20",No Discount,no surge,,0,N/Surge,440.88,No Discount,no surge,,0,N/Surge,772.50,No Discount,no surge,1020.45,0,N/Surge,,No Discount,no surge
9,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Godalla Takeaway Gampaha,2026-04-28,06:10:55,472.57,0,N/Surge,489.36,No Discount,no surge,690.16,0,N/Surge,720.35,No Discount,no surge,979.54,0,N/Surge,947.89,No Discount,no surge,1347.8,0,N/Surge,"1,363.10",No Discount,no surge,,0,N/Surge,521.99,No Discount,no surge,,0,N/Surge,866.36,No Discount,no surge,1132.84,0,N/Surge,,No Discount,no surge
10,Gampaha Station Park 3XVV+9GG Marybiso Rd Gampaha,Busy Bees Montessori International (AMI) preschool Ekala 3WX7+JM7 Wimalajothi Nahimi Mawatha Ja-Ela,2026-04-28,06:12:07,594.88,0,N/Surge,553.39,No Discount,no surge,829.31,0,N/Surge,789.92,No Discount,no surge,1159.76,0,N/Surge,"1,014.48",No Discount,no surge,1593.62,0,N/Surge,"1,470.40",No Discount,no surge,,0,N/Surge,591.71,No Discount,no surge,,0,N/Surge,952.82,No Discount,no surge,1339.59,0,N/Surge,,No Discount,no surge
