Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Nawaloka Medical Mount Lavinia,Western Union 359 Galle Rd Dehiwala-Mount Lavinia 10390,2026-04-25,00:01:13,158.74,0,N/Surge,80.00,160.00,no surge,279.91,0,N/Surge,160.00,320.00,no surge,390.4,0,N/Surge,179.92,359.84,no surge,649.41,0,N/Surge,276.09,526.09,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,547.21,0,N/Surge,,No Discount,no surge
2,Nawaloka Medical Mount Lavinia,Singer Mega - Ratmalana 435 Galle Rd Dehiwala-Mount Lavinia 10390,2026-04-25,00:02:25,159.26,0,N/Surge,80.00,160.00,no surge,280.55,0,N/Surge,160.00,320.00,no surge,394.23,0,N/Surge,179.92,359.84,no surge,660.32,0,N/Surge,345.27,595.27,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,553.03,0,N/Surge,,No Discount,no surge
3,Nawaloka Medical Mount Lavinia,Industrial Estate - Golumadama Junction Rathmalana Moratuwa,2026-04-25,00:03:36,206.3,0,N/Surge,104.25,208.51,no surge,296.02,0,N/Surge,160.00,320.00,no surge,465.26,0,N/Surge,218.13,436.27,no surge,831.28,0,N/Surge,488.85,738.85,no surge,,0,N/Surge,134.53,192.19,no surge,,0,N/Surge,326.85,No Discount,no surge,558.67,0,N/Surge,,No Discount,no surge
4,Nawaloka Medical Mount Lavinia,W.M.J Fernando & Co (Pvt) Ltd No:576 Galle Rd Moratuwa 10400,2026-04-25,00:04:48,259.67,0,N/Surge,128.48,256.96,no surge,391.31,0,N/Surge,189.21,378.42,no surge,559.03,0,N/Surge,271.50,521.50,no surge,996.55,0,N/Surge,633.67,883.67,no surge,,0,N/Surge,170.50,243.57,no surge,,0,N/Surge,417.27,No Discount,no surge,675.21,0,N/Surge,,No Discount,no surge
5,Nawaloka Medical Mount Lavinia,Puwakaramba Group of Companies Rawathawatte No: 481 Galle Rd Moratuwa 10400,2026-04-25,00:06:02,310.53,0,N/Surge,152.98,305.96,no surge,464.81,0,N/Surge,229.58,459.17,no surge,646.0,0,N/Surge,353.34,603.34,no surge,1153.05,0,N/Surge,772.61,"1,022.61",no surge,,0,N/Surge,205.42,293.46,no surge,,0,N/Surge,503.87,No Discount,no surge,764.24,0,N/Surge,,No Discount,no surge
6,Nawaloka Medical Mount Lavinia,LOLC Finance PLC Moratuwa 256 Galle Rd Moratuwa 10400,2026-04-25,00:07:14,365.92,0,N/Surge,179.24,358.49,no surge,533.33,0,N/Surge,284.36,534.36,no surge,727.92,0,N/Surge,433.06,683.06,no surge,1301.51,0,N/Surge,905.93,"1,155.93",no surge,,0,N/Surge,241.88,341.88,no surge,,0,N/Surge,587.83,No Discount,no surge,875.11,0,N/Surge,,No Discount,no surge
7,Nawaloka Medical Mount Lavinia,Pranak Pharmacy 127 NEW A2 Moratuwa 10400,2026-04-25,00:08:25,426.56,0,N/Surge,202.76,405.53,no surge,608.37,0,N/Surge,361.01,611.01,no surge,817.02,0,N/Surge,512.95,762.95,no surge,1462.22,0,N/Surge,"1,041.63","1,291.63",no surge,,0,N/Surge,288.81,388.81,no surge,,0,N/Surge,670.06,No Discount,no surge,995.56,0,N/Surge,,No Discount,no surge
8,Nawaloka Medical Mount Lavinia,New Upali Auto Electricals Moratuwa 10400,2026-04-25,00:09:35,488.87,0,N/Surge,229.09,458.19,no surge,705.83,0,N/Surge,437.66,687.66,no surge,907.09,0,N/Surge,598.76,848.76,no surge,1622.95,0,N/Surge,"1,186.99","1,436.99",no surge,,0,N/Surge,343.73,443.73,no surge,,0,N/Surge,760.83,No Discount,no surge,1117.05,0,N/Surge,,No Discount,no surge
9,Nawaloka Medical Mount Lavinia,Discount Divans 51 5th Lane Koralawella Moratuwa Colombo 10400,2026-04-25,00:10:45,544.21,0,N/Surge,298.30,548.30,no surge,781.07,0,N/Surge,526.26,776.26,no surge,985.9,0,N/Surge,697.83,947.83,no surge,1765.31,0,N/Surge,"1,355.54","1,605.54",no surge,,0,N/Surge,428.39,528.39,no surge,,0,N/Surge,847.12,No Discount,no surge,1223.64,0,N/Surge,,No Discount,no surge
10,Nawaloka Medical Mount Lavinia,Nimal Furniture House 70/4 Moses Ln Moratuwa,2026-04-25,00:11:58,609.44,0,N/Surge,355.16,605.16,no surge,852.39,0,N/Surge,581.62,831.62,no surge,1075.6,0,N/Surge,758.98,"1,008.98",no surge,1926.83,0,N/Surge,"1,451.47","1,701.47",no surge,,0,N/Surge,482.46,582.46,no surge,,0,N/Surge,909.89,No Discount,no surge,1344.87,0,N/Surge,,No Discount,no surge
