Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Sudu Putha Hardware Piliyandala,2026-04-26,04:01:11,158.7,0,N/Surge,160.00,No Discount,no surge,279.86,0,N/Surge,320.00,No Discount,no surge,460.45,0,N/Surge,418.80,No Discount,no surge,685.66,0,N/Surge,623.68,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,571.81,0,N/Surge,,No Discount,no surge
2,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Deniya Car Rental 335/3 Moratuwa Road Deniya Rd Piliyandala 10300,2026-04-26,04:02:19,160.2,0,N/Surge,160.00,No Discount,no surge,280.85,0,N/Surge,320.00,No Discount,no surge,496.59,0,N/Surge,462.17,No Discount,no surge,698.56,0,N/Surge,623.68,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,579.53,0,N/Surge,,No Discount,no surge
3,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Ranuth Furniture Moratuwa 10400,2026-04-26,04:03:24,207.71,0,N/Surge,215.37,No Discount,no surge,297.91,0,N/Surge,320.00,No Discount,no surge,567.83,0,N/Surge,542.15,No Discount,no surge,769.81,0,N/Surge,639.42,No Discount,no surge,,0,N/Surge,138.68,198.12,no surge,,0,N/Surge,333.68,No Discount,no surge,659.46,0,N/Surge,,No Discount,no surge
4,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Enex Fabric Shop 4 Sri Premaratna Mawatha Moratuwa 10400,2026-04-26,04:04:32,257.18,0,N/Surge,260.39,No Discount,no surge,387.67,0,N/Surge,410.55,No Discount,no surge,637.91,0,N/Surge,613.10,No Discount,no surge,840.4,0,N/Surge,765.65,No Discount,no surge,,0,N/Surge,173.61,248.02,no surge,,0,N/Surge,436.28,No Discount,no surge,738.2,0,N/Surge,,No Discount,no surge
5,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Singhe Furniture Work Shop 8 2 Upper Indibedda Rd Moratuwa 10400,2026-04-26,04:05:41,309.37,0,N/Surge,310.37,No Discount,no surge,463.38,0,N/Surge,499.45,No Discount,no surge,711.05,0,N/Surge,682.99,No Discount,no surge,964.59,0,N/Surge,889.73,No Discount,no surge,,0,N/Surge,208.88,298.40,no surge,,0,N/Surge,526.32,No Discount,no surge,825.69,0,N/Surge,,No Discount,no surge
6,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Cure Care Pharmacy 159/C 2 Polgasowita 10320,2026-04-26,04:06:49,370.35,0,N/Surge,348.59,No Discount,no surge,538.82,0,N/Surge,521.16,No Discount,no surge,782.61,0,N/Surge,723.81,No Discount,no surge,1084.28,0,N/Surge,962.91,No Discount,no surge,,0,N/Surge,237.43,337.43,no surge,,0,N/Surge,581.07,No Discount,no surge,923.79,0,N/Surge,,No Discount,no surge
7,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Jithuli Traders Colombo - Horana Rd Polgasowita,2026-04-26,04:07:56,432.04,0,N/Surge,403.08,No Discount,no surge,617.15,0,N/Surge,595.21,No Discount,no surge,855.75,0,N/Surge,790.80,No Discount,no surge,1211.17,0,N/Surge,"1,082.65",No Discount,no surge,,0,N/Surge,285.35,385.35,no surge,,0,N/Surge,647.42,No Discount,no surge,1024.2,0,N/Surge,,No Discount,no surge
8,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Richi (singer) 251 Colombo - Horana Rd Polgasowita,2026-04-26,04:09:00,492.17,0,N/Surge,454.04,No Discount,no surge,710.37,0,N/Surge,684.05,No Discount,no surge,926.74,0,N/Surge,859.29,No Discount,no surge,1365.67,0,N/Surge,"1,203.62",No Discount,no surge,,0,N/Surge,338.21,438.21,no surge,,0,N/Surge,755.56,No Discount,no surge,1122.74,0,N/Surge,,No Discount,no surge
9,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,ITCS - Institute of Training & Care Services 296/2/4 High Level Rd Pannipitiya 10230,2026-04-26,04:10:05,554.07,0,N/Surge,454.04,No Discount,no surge,792.56,0,N/Surge,684.05,No Discount,no surge,1000.83,0,N/Surge,859.55,No Discount,no surge,1521.92,0,N/Surge,"1,204.84",No Discount,no surge,,0,N/Surge,338.21,438.21,no surge,,0,N/Surge,756.40,No Discount,no surge,1233.33,0,N/Surge,,No Discount,no surge
10,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Luxe Highway Residencies by Home Lands Skyline 320 High Level Rd Pannipitiya 10230,2026-04-26,04:11:12,615.37,0,N/Surge,597.04,No Discount,no surge,858.75,0,N/Surge,850.75,No Discount,no surge,1077.86,0,N/Surge,992.77,No Discount,no surge,1663.57,0,N/Surge,"1,431.91",No Discount,no surge,,0,N/Surge,476.06,576.06,no surge,,0,N/Surge,928.55,No Discount,no surge,1335.33,0,N/Surge,,No Discount,no surge
